unit price ,best price ,date,transaction ID,quantity,store name,total,subcategory,discount,item ID,category,brand,customer ID,payment types,gender,location
0.57,0.38,13/4/2025,WOOL-B428122,4,Woolworths,1.52,Laundry Capsules,0.57,898840,Cleaning & Maintenance,Mnml,WOOL-86B455AA5D,Store card,Male,Adelaide
15.47,13.93,19/4/2025,WOOL-D147936,5,Metro,69.65,Padlocks,15.47,747032,Cleaning & Maintenance,Master,WOOL-74862A42E4,Store card,Male,Perth
2.18,1.66,15/4/2025,WOOL-7877259,2,Woolworths,3.32,Avocado,2.18,120086,Fruit & Veg,Hass,WOOL-72BC024049,Cash,Female,Canberra
0.9,0.59,22/4/2025,WOOL-4117007,1,Woolworths,0.59,Apples,0.9,105922,Fruit & Veg,Fresh,WOOL-025BFE1470,Gift card,Male,Darwin
2,1.43,2/4/2025,WOOL-8680189,5,Metro,7.15,Avocado,2,120090,Fruit & Veg,Hass,WOOL-6F75032196,EFTPOS,Female,Canberra
18.64,13.54,2/4/2025,WOOL-D409531,2,Woolworths,27.08,Padlocks,18.64,747024,Cleaning & Maintenance,Master,WOOL-D9C0B6569E,EFTPOS,Female,Adelaide
0.82,0.36,7/4/2025,WOOL-4305721,1,Metro,0.36,Potatoes,0.82,208902,Fruit & Veg,Potato,WOOL-1BFE84534E,Store card,Female,Perth
0.44,0.21,4/4/2025,WOOL-A341192,2,Woolworths,0.42,Mandarin,0.44,829108,Fruit & Veg,Mandarin,WOOL-1E00E28660,Credit card,Female,Perth
0.45,0.29,26/4/2025,WOOL-C697467,2,Woolworths,0.58,Mandarin,0.45,829111,Fruit & Veg,Mandarin,WOOL-0C2F15BD59,Cash,Male,Hobart
2.21,1.63,6/4/2025,WOOL-7623555,9,Metro,14.67,Cucumber,2.21,137130,Fruit & Veg,Lebanese,WOOL-7CE6563FA3,EFTPOS,Male,Brisbane
0.58,0.18,30/4/2025,WOOL-A369826,4,Woolworths,0.72,Laundry Capsules,0.58,898838,Cleaning & Maintenance,Mnml,WOOL-E27041AE72,Cash,Male,Hobart
1.04,0.67,9/4/2025,WOOL-F858705,3,Woolworths,2.01,Cleaning Tablets,1.04,173889,Cleaning & Maintenance,Restor,WOOL-84E95836E2,Cash,Female,Perth
1.1,0.61,5/4/2025,WOOL-F583214,9,Woolworths,5.49,Broccoli,1.1,134687,Fruit & Veg,Fresh,WOOL-B076EAA8FE,EFTPOS,Female,Canberra
15.87,11.4,24/4/2025,WOOL-5868367,8,Woolworths,91.2,Padlocks,15.87,747034,Cleaning & Maintenance,Master,WOOL-C8113A2E23,Credit card,Male,Melbourne
0.81,0.37,20/4/2025,WOOL-B277487,3,Woolworths,1.11,Potatoes,0.81,208898,Fruit & Veg,Potato,WOOL-3E2370480A,EFTPOS,Female,Sydney
0.91,0.54,14/4/2025,WOOL-4855303,8,Metro,4.32,Potatoes,0.91,208896,Fruit & Veg,Potato,WOOL-A4898641E2,EFTPOS,Male,Perth
0.56,0.3,16/4/2025,WOOL-F292988,3,Woolworths,0.9,Laundry Capsules,0.56,898836,Cleaning & Maintenance,Mnml,WOOL-1B5A293972,Gift card,Female,Perth
0.84,0.52,21/4/2025,WOOL-1649395,2,Metro,1.04,Apples,0.84,105924,Fruit & Veg,Fresh,WOOL-E46B9B0760,Credit card,Male,Perth
0.53,0.53,6/4/2025,WOOL-1979827,2,Woolworths,1.06,Laundry Capsules,0.53,898840,Cleaning & Maintenance,Mnml,WOOL-FDAAF41BC4,EFTPOS,Male,Adelaide
0.72,0.72,30/4/2025,WOOL-2957730,4,Metro,2.88,Potatoes,0.72,208905,Fruit & Veg,Potato,WOOL-7D2A7E536D,Cash,Male,Darwin
2.11,1.57,30/4/2025,WOOL-1901467,3,Metro,4.71,Cucumber,2.11,137134,Fruit & Veg,Lebanese,WOOL-2FDF4ACFC0,Cash,Male,Perth
0.84,0.54,19/4/2025,WOOL-0532424,4,Woolworths,2.16,Potatoes,0.84,208899,Fruit & Veg,Potato,WOOL-8E51906CB2,Credit card,Female,Canberra
0.96,0.62,5/4/2025,WOOL-4983472,4,Woolworths,2.48,Apples,0.96,105924,Fruit & Veg,Fresh,WOOL-269C175292,Gift card,Female,Perth
0.55,0.29,20/4/2025,WOOL-7171269,1,Woolworths,0.29,Laundry Capsules,0.55,898834,Cleaning & Maintenance,Mnml,WOOL-7C96422E9E,Credit card,Male,Hobart
9.28,6.71,2/4/2025,WOOL-4109585,1,Woolworths,6.71,Strawberries,9.28,144614,Fruit & Veg,Strawberries,WOOL-3485DF6757,Gift card,Female,Canberra
0.62,0.17,1/4/2025,WOOL-6630299,3,Woolworths,0.51,Laundry Capsules,0.62,898840,Cleaning & Maintenance,Mnml,WOOL-24E58DFE60,Credit card,Male,Hobart
0.57,0.25,7/4/2025,WOOL-E491329,1,Woolworths,0.25,Tomatoes,0.57,134034,Fruit & Veg,Fresh,WOOL-93F48BC73D,Cash,Female,Hobart
1.15,0.68,13/4/2025,WOOL-1747847,4,Woolworths,2.72,Cleaning Tablets,1.15,173882,Cleaning & Maintenance,Restor,WOOL-1D9D66A0F7,Store card,Male,Melbourne
0.64,0.26,26/4/2025,WOOL-F791309,4,Woolworths,1.04,Onion,0.64,144335,Fruit & Veg,Onion,WOOL-5500C759BA,EFTPOS,Male,Darwin
0.37,0.1,22/4/2025,WOOL-F116495,4,Metro,0.4,Mandarin,0.37,829109,Fruit & Veg,Mandarin,WOOL-07020E7121,Credit card,Male,Adelaide
0.68,0.37,22/4/2025,WOOL-0658065,2,Woolworths,0.74,Tomatoes,0.68,134036,Fruit & Veg,Fresh,WOOL-C4D799AAFB,Credit card,Female,Canberra
0.75,0.34,12/4/2025,WOOL-D112426,4,Woolworths,1.36,Bananas,0.75,133211,Fruit & Veg,Cavendish,WOOL-9D52DB23B3,Store card,Female,Sydney
0.56,0.38,10/4/2025,WOOL-0655134,6,Metro,2.28,Tomatoes,0.56,134042,Fruit & Veg,Fresh,WOOL-69F3C07C8C,Gift card,Male,Canberra
2.09,1.47,11/4/2025,WOOL-8661762,10,Metro,14.7,Avocado,2.09,120088,Fruit & Veg,Hass,WOOL-958AAEA0CD,Gift card,Male,Melbourne
0.94,0.51,30/4/2025,WOOL-9117975,6,Metro,3.06,Apples,0.94,105924,Fruit & Veg,Fresh,WOOL-08B493B7FC,Gift card,Male,Melbourne
0.86,0.86,1/4/2025,WOOL-D945328,4,Woolworths,3.44,Bananas,0.86,133214,Fruit & Veg,Cavendish,WOOL-527927CBB7,Gift card,Male,Hobart
16.57,11.7,26/4/2025,WOOL-5212214,1,Woolworths,11.7,Padlocks,16.57,747030,Cleaning & Maintenance,Master,WOOL-22CF35C6D3,Cash,Male,Hobart
12.15,10.02,17/4/2025,WOOL-3649857,4,Metro,40.08,Insect Repellent,12.15,900335,Cleaning & Maintenance,Aerogard,WOOL-D9E41B6DFC,Gift card,Male,Melbourne
0.61,0.18,13/4/2025,WOOL-4352674,8,Woolworths,1.44,Onion,0.61,144335,Fruit & Veg,Onion,WOOL-682FDCE396,Credit card,Female,Brisbane
1.13,0.74,21/4/2025,WOOL-6749887,2,Woolworths,1.48,Cleaning Tablets,1.13,173882,Cleaning & Maintenance,Restor,WOOL-BFFD52964F,Gift card,Male,Hobart
0.57,0.17,14/4/2025,WOOL-8954814,2,Metro,0.34,Tomatoes,0.57,134041,Fruit & Veg,Fresh,WOOL-1A83EA7399,Credit card,Female,Sydney
1.24,0.87,26/4/2025,WOOL-B380310,1,Metro,0.87,Cleaning Tablets,1.24,173883,Cleaning & Maintenance,Restor,WOOL-146EDCE6BD,Cash,Male,Perth
18.83,14.04,27/4/2025,WOOL-C182857,5,Metro,70.2,Padlocks,18.83,747031,Cleaning & Maintenance,Master,WOOL-5E16EDA59F,EFTPOS,Male,Perth
16.7,16.7,12/4/2025,WOOL-B525750,3,Metro,50.1,Padlocks,16.7,747025,Cleaning & Maintenance,Master,WOOL-9F9F670234,Credit card,Female,Sydney
0.88,0.51,7/4/2025,WOOL-E692447,1,Metro,0.51,Potatoes,0.88,208903,Fruit & Veg,Potato,WOOL-4BC514704E,Credit card,Female,Darwin
1.27,0.8,18/4/2025,WOOL-7831105,7,Woolworths,5.6,Broccoli,1.27,134687,Fruit & Veg,Fresh,WOOL-429D23774E,Store card,Male,Darwin
2.5,1.85,27/4/2025,WOOL-7414546,4,Woolworths,7.4,Avocado,2.5,120088,Fruit & Veg,Hass,WOOL-22DA2ACCD3,Credit card,Male,Canberra
1.36,0.87,6/4/2025,WOOL-2785491,2,Woolworths,1.74,Broccoli,1.36,134685,Fruit & Veg,Fresh,WOOL-8ADA037150,Cash,Male,Canberra
11.43,8.1,19/4/2025,WOOL-1198042,2,Metro,16.2,Insect Repellent,11.43,900335,Cleaning & Maintenance,Aerogard,WOOL-2E8B583214,Credit card,Male,Sydney
0.62,0.4,19/4/2025,WOOL-C497687,2,Woolworths,0.8,Laundry Capsules,0.62,898835,Cleaning & Maintenance,Mnml,WOOL-3F13ABFBF1,Credit card,Female,Melbourne
8.91,8.27,22/4/2025,WOOL-C679549,3,Metro,24.81,Strawberries,8.91,144611,Fruit & Veg,Strawberries,WOOL-71AA1F3CC4,Credit card,Female,Canberra
2.04,1.5,4/4/2025,WOOL-F158840,2,Woolworths,3,Cucumber,2.04,137140,Fruit & Veg,Lebanese,WOOL-ABDD3EAF24,Credit card,Female,Darwin
0.76,0.76,21/4/2025,WOOL-0836986,3,Woolworths,2.28,Bananas,0.76,133217,Fruit & Veg,Cavendish,WOOL-7692A0E2F9,EFTPOS,Male,Perth
0.58,0.14,27/4/2025,WOOL-5186702,5,Metro,0.7,Laundry Capsules,0.58,898841,Cleaning & Maintenance,Mnml,WOOL-B580EE5189,EFTPOS,Female,Perth
1.36,0.94,5/4/2025,WOOL-F986392,4,Metro,3.76,Cleaning Tablets,1.36,173888,Cleaning & Maintenance,Restor,WOOL-A19AF62F93,Credit card,Male,Hobart
0.75,0.75,6/4/2025,WOOL-D776234,2,Metro,1.5,Potatoes,0.75,208896,Fruit & Veg,Potato,WOOL-E5B53EF137,Credit card,Female,Adelaide
9.62,7.92,29/4/2025,WOOL-A693343,3,Woolworths,23.76,Strawberries,9.62,144608,Fruit & Veg,Strawberries,WOOL-4666043A7A,Credit card,Male,Sydney
0.6,0.39,5/4/2025,WOOL-3653815,6,Metro,2.34,Tomatoes,0.6,134036,Fruit & Veg,Fresh,WOOL-B372B76CDF,Gift card,Female,Melbourne
15.35,15.35,26/4/2025,WOOL-1340927,1,Woolworths,15.35,Padlocks,15.35,747028,Cleaning & Maintenance,Master,WOOL-C278C40A97,EFTPOS,Male,Darwin
1.24,0.78,14/4/2025,WOOL-6825916,1,Metro,0.78,Cleaning Tablets,1.24,173889,Cleaning & Maintenance,Restor,WOOL-F6FD48239F,Credit card,Female,Sydney
10.43,8.3,7/4/2025,WOOL-F384263,4,Woolworths,33.2,Light Globes,10.43,197768,Cleaning & Maintenance,Mirabella,WOOL-AE8E7BE64F,Credit card,Female,Canberra
18.37,16.13,26/4/2025,WOOL-1177959,4,Woolworths,64.52,Padlocks,18.37,747024,Cleaning & Maintenance,Master,WOOL-0C1DA5E75C,EFTPOS,Female,Melbourne
0.55,0.12,13/4/2025,WOOL-8669408,2,Metro,0.24,Tomatoes,0.55,134039,Fruit & Veg,Fresh,WOOL-4D643DE43D,Credit card,Male,Darwin
1.41,0.93,15/4/2025,WOOL-1288066,5,Woolworths,4.65,Broccoli,1.41,134682,Fruit & Veg,Fresh,WOOL-2655690445,Store card,Female,Sydney
2.02,1.47,10/4/2025,WOOL-A116418,4,Woolworths,5.88,Cucumber,2.02,137134,Fruit & Veg,Lebanese,WOOL-A053A08A2C,Cash,Female,Melbourne
0.8,0.51,18/4/2025,WOOL-6715551,8,Metro,4.08,Apples,0.8,105925,Fruit & Veg,Fresh,WOOL-2139F73D4E,Credit card,Male,Brisbane
2.08,1.51,4/4/2025,WOOL-4888795,1,Metro,1.51,Avocado,2.08,120080,Fruit & Veg,Hass,WOOL-8A59D7C688,Credit card,Female,Brisbane
16.45,14.68,11/4/2025,WOOL-C180674,5,Metro,73.4,Padlocks,16.45,747030,Cleaning & Maintenance,Master,WOOL-6C92BB4766,Credit card,Female,Melbourne
10.85,8.97,29/4/2025,WOOL-9270341,1,Metro,8.97,Insect Repellent,10.85,900333,Cleaning & Maintenance,Aerogard,WOOL-271CF6DF5C,EFTPOS,Female,Melbourne
2.01,1.47,7/4/2025,WOOL-7694223,4,Metro,5.88,Avocado,2.01,120081,Fruit & Veg,Hass,WOOL-53450A85C2,Credit card,Male,Perth
1.03,0.68,19/4/2025,WOOL-C809922,4,Metro,2.72,Cleaning Tablets,1.03,173883,Cleaning & Maintenance,Restor,WOOL-46C09725B4,EFTPOS,Female,Perth
0.7,0.45,9/4/2025,WOOL-A502491,2,Metro,0.9,Bananas,0.7,133219,Fruit & Veg,Cavendish,WOOL-73D9E1EB4E,Cash,Female,Sydney
0.56,0.34,23/4/2025,WOOL-4928897,6,Woolworths,2.04,Tomatoes,0.56,134034,Fruit & Veg,Fresh,WOOL-54DD97642F,Credit card,Male,Darwin
9.6,7.9,4/4/2025,WOOL-2625119,1,Metro,7.9,Strawberries,9.6,144617,Fruit & Veg,Strawberries,WOOL-544F5BBA7E,EFTPOS,Female,Melbourne
1.97,1.45,29/4/2025,WOOL-B156304,3,Metro,4.35,Avocado,1.97,120084,Fruit & Veg,Hass,WOOL-05E6EC3FCA,Gift card,Female,Sydney
0.69,0.34,13/4/2025,WOOL-3558320,2,Metro,0.68,Tomatoes,0.69,134043,Fruit & Veg,Fresh,WOOL-7C71A96ACF,Credit card,Female,Hobart
0.86,0.39,6/4/2025,WOOL-7979414,5,Metro,1.95,Apples,0.86,105921,Fruit & Veg,Fresh,WOOL-1D02C3F650,Credit card,Male,Darwin
9.43,7.56,2/4/2025,WOOL-2457137,1,Metro,7.56,Light Globes,9.43,197775,Cleaning & Maintenance,Mirabella,WOOL-1B78929D1B,Store card,Female,Hobart
0.51,0.35,5/4/2025,WOOL-C911131,6,Woolworths,2.1,Laundry Capsules,0.51,898836,Cleaning & Maintenance,Mnml,WOOL-90951B44AD,Credit card,Male,Melbourne
2.35,1.78,15/4/2025,WOOL-A131064,6,Metro,10.68,Cucumber,2.35,137132,Fruit & Veg,Lebanese,WOOL-29BF538B09,Gift card,Male,Sydney
11.89,9.68,9/4/2025,WOOL-8921609,6,Metro,58.08,Insect Repellent,11.89,900335,Cleaning & Maintenance,Aerogard,WOOL-E5B4684D33,Credit card,Female,Perth
10.29,8.66,25/4/2025,WOOL-E614435,1,Woolworths,8.66,Insect Repellent,10.29,900328,Cleaning & Maintenance,Aerogard,WOOL-FCD8EED590,EFTPOS,Male,Brisbane
0.59,0.2,12/4/2025,WOOL-7473095,4,Woolworths,0.8,Tomatoes,0.59,134039,Fruit & Veg,Fresh,WOOL-B8C8431C6C,Store card,Female,Canberra
13.22,13.22,7/4/2025,WOOL-C552825,1,Metro,13.22,Insect Repellent,13.22,900335,Cleaning & Maintenance,Aerogard,WOOL-4D493A9D4E,Credit card,Male,Darwin
0.82,0.34,19/4/2025,WOOL-5812711,6,Woolworths,2.04,Potatoes,0.82,208896,Fruit & Veg,Potato,WOOL-FABA34A3CA,Credit card,Female,Darwin
0.85,0.59,21/4/2025,WOOL-C189856,5,Woolworths,2.95,Potatoes,0.85,208897,Fruit & Veg,Potato,WOOL-FBE78DD1D2,Credit card,Female,Perth
15.04,11.8,5/4/2025,WOOL-9936821,3,Woolworths,35.4,Padlocks,15.04,747026,Cleaning & Maintenance,Master,WOOL-CAEA9F1E7A,Gift card,Female,Darwin
2.35,1.68,5/4/2025,WOOL-7847748,5,Metro,8.4,Cucumber,2.35,137136,Fruit & Veg,Lebanese,WOOL-8AAD8F0E38,Store card,Female,Darwin
0.91,0.91,1/4/2025,WOOL-2186023,1,Metro,0.91,Apples,0.91,105921,Fruit & Veg,Fresh,WOOL-36970ACA59,Credit card,Female,Hobart
0.73,0.24,22/4/2025,WOOL-8261712,3,Metro,0.72,Tomatoes,0.73,134039,Fruit & Veg,Fresh,WOOL-5C6411A34C,Store card,Female,Melbourne
1.12,0.64,20/4/2025,WOOL-C846247,2,Woolworths,1.28,Broccoli,1.12,134681,Fruit & Veg,Fresh,WOOL-B83FB2CA3B,Store card,Male,Melbourne
1.9,1.39,13/4/2025,WOOL-4875584,9,Woolworths,12.51,Avocado,1.9,120087,Fruit & Veg,Hass,WOOL-F237515990,Cash,Female,Sydney
2.34,1.66,26/4/2025,WOOL-C432061,7,Woolworths,11.62,Cucumber,2.34,137135,Fruit & Veg,Lebanese,WOOL-3AC2E993FC,EFTPOS,Male,Hobart
15.88,11.3,24/4/2025,WOOL-B211726,5,Woolworths,56.5,Padlocks,15.88,747029,Cleaning & Maintenance,Master,WOOL-E16B3387F5,Gift card,Male,Adelaide
2.09,2.09,17/4/2025,WOOL-2105447,8,Woolworths,16.72,Cucumber,2.09,137139,Fruit & Veg,Lebanese,WOOL-3C80246892,EFTPOS,Male,Sydney
1.16,0.76,26/4/2025,WOOL-9566339,2,Woolworths,1.52,Broccoli,1.16,134687,Fruit & Veg,Fresh,WOOL-F55521A1AF,Gift card,Male,Melbourne
16.3,15.71,6/4/2025,WOOL-B898329,8,Metro,125.68,Padlocks,16.3,747030,Cleaning & Maintenance,Master,WOOL-BC54C84904,Credit card,Male,Adelaide
10.49,8.41,3/4/2025,WOOL-8207197,2,Metro,16.82,Strawberries,10.49,144608,Fruit & Veg,Strawberries,WOOL-5CD8F0321A,Credit card,Male,Darwin
0.61,0.42,7/4/2025,WOOL-4191537,5,Metro,2.1,Onion,0.61,144338,Fruit & Veg,Onion,WOOL-79054E9F31,Gift card,Female,Canberra
0.65,0.26,2/4/2025,WOOL-5551914,5,Woolworths,1.3,Onion,0.65,144336,Fruit & Veg,Onion,WOOL-F304B3781F,Gift card,Male,Perth
1.9,1.9,15/4/2025,WOOL-E684041,1,Metro,1.9,Avocado,1.9,120086,Fruit & Veg,Hass,WOOL-EE79D7FE16,Credit card,Male,Melbourne
1.96,1.96,28/4/2025,WOOL-D208310,2,Woolworths,3.92,Cucumber,1.96,137139,Fruit & Veg,Lebanese,WOOL-7A79CEB302,EFTPOS,Female,Adelaide
0.4,0.26,1/4/2025,WOOL-0193972,1,Woolworths,0.26,Mandarin,0.4,829112,Fruit & Veg,Mandarin,WOOL-576D92E761,EFTPOS,Male,Brisbane
10.61,10.61,3/4/2025,WOOL-B681141,10,Woolworths,106.1,Light Globes,10.61,197775,Cleaning & Maintenance,Mirabella,WOOL-349B8AFFE6,Credit card,Male,Adelaide
0.5,0.35,13/4/2025,WOOL-2725920,1,Metro,0.35,Laundry Capsules,0.5,898834,Cleaning & Maintenance,Mnml,WOOL-1F9BD0E9D1,Credit card,Female,Sydney
0.8,0.5,28/4/2025,WOOL-A503951,3,Woolworths,1.5,Apples,0.8,105919,Fruit & Veg,Fresh,WOOL-4537DCCEF2,Credit card,Female,Melbourne
1.89,1.38,9/4/2025,WOOL-0406024,5,Metro,6.9,Cucumber,1.89,137135,Fruit & Veg,Lebanese,WOOL-FEC564765A,EFTPOS,Female,Hobart
9.52,7.36,15/4/2025,WOOL-D506637,2,Woolworths,14.72,Light Globes,9.52,197775,Cleaning & Maintenance,Mirabella,WOOL-A70165D69C,Credit card,Male,Perth
0.77,0.5,2/4/2025,WOOL-2860053,3,Metro,1.5,Bananas,0.77,133212,Fruit & Veg,Cavendish,WOOL-6451909DD6,Credit card,Female,Brisbane
13.21,12.29,4/4/2025,WOOL-7699743,4,Woolworths,49.16,Insect Repellent,13.21,900327,Cleaning & Maintenance,Aerogard,WOOL-7424F75D8C,Cash,Male,Melbourne
0.45,0.1,30/4/2025,WOOL-5818605,1,Metro,0.1,Mandarin,0.45,829113,Fruit & Veg,Mandarin,WOOL-46DBA3BD25,Credit card,Male,Perth
0.55,0.32,29/4/2025,WOOL-C277735,5,Woolworths,1.6,Laundry Capsules,0.55,898843,Cleaning & Maintenance,Mnml,WOOL-B1270CA092,Store card,Male,Perth
8.75,6.32,1/4/2025,WOOL-4381981,2,Woolworths,12.64,Strawberries,8.75,144608,Fruit & Veg,Strawberries,WOOL-22C309A4B6,Gift card,Female,Hobart
0.63,0.23,29/4/2025,WOOL-9381444,2,Metro,0.46,Tomatoes,0.63,134035,Fruit & Veg,Fresh,WOOL-FDE65BE479,Credit card,Male,Adelaide
1.38,0.92,19/4/2025,WOOL-F253023,4,Woolworths,3.68,Cleaning Tablets,1.38,173888,Cleaning & Maintenance,Restor,WOOL-71A2955C9B,Credit card,Female,Brisbane
0.87,0.87,26/4/2025,WOOL-2275329,3,Metro,2.61,Potatoes,0.87,208903,Fruit & Veg,Potato,WOOL-83AD5D49DA,EFTPOS,Female,Melbourne
2.2,1.67,13/4/2025,WOOL-D389366,8,Woolworths,13.36,Cucumber,2.2,137132,Fruit & Veg,Lebanese,WOOL-D1935CAB28,EFTPOS,Male,Adelaide
0.42,0.1,15/4/2025,WOOL-D414313,7,Woolworths,0.7,Mandarin,0.42,829109,Fruit & Veg,Mandarin,WOOL-7A1F908749,EFTPOS,Male,Canberra
17.75,14.75,14/4/2025,WOOL-F920685,3,Metro,44.25,Padlocks,17.75,747031,Cleaning & Maintenance,Master,WOOL-311E63D991,EFTPOS,Female,Hobart
1.9,1.35,20/4/2025,WOOL-2478666,2,Woolworths,2.7,Cucumber,1.9,137137,Fruit & Veg,Lebanese,WOOL-D50AC96D97,Cash,Male,Adelaide
0.88,0.55,4/4/2025,WOOL-8358568,2,Woolworths,1.1,Bananas,0.88,133216,Fruit & Veg,Cavendish,WOOL-A40B9584A4,Credit card,Female,Brisbane
0.4,0.17,1/4/2025,WOOL-F722651,2,Metro,0.34,Mandarin,0.4,829115,Fruit & Veg,Mandarin,WOOL-941B2AEDE2,Gift card,Female,Perth
2.25,2.25,8/4/2025,WOOL-6580102,3,Metro,6.75,Avocado,2.25,120088,Fruit & Veg,Hass,WOOL-AF59D825B4,Credit card,Male,Perth
0.6,0.31,21/4/2025,WOOL-3242071,6,Woolworths,1.86,Onion,0.6,144331,Fruit & Veg,Onion,WOOL-5E997DCFFD,EFTPOS,Female,Sydney
0.68,0.42,5/4/2025,WOOL-9107096,2,Woolworths,0.84,Tomatoes,0.68,134039,Fruit & Veg,Fresh,WOOL-D96EFA1A91,Credit card,Female,Canberra
10.89,8.38,20/4/2025,WOOL-C448354,1,Metro,8.38,Light Globes,10.89,197772,Cleaning & Maintenance,Mirabella,WOOL-CD28C869FC,EFTPOS,Female,Darwin
0.41,0.1,29/4/2025,WOOL-C943135,3,Metro,0.3,Mandarin,0.41,829116,Fruit & Veg,Mandarin,WOOL-95F7BB9DE6,Gift card,Male,Melbourne
0.51,0.1,3/4/2025,WOOL-A561607,1,Woolworths,0.1,Onion,0.51,144335,Fruit & Veg,Onion,WOOL-D159A40EDA,Credit card,Male,Melbourne
0.74,0.52,20/4/2025,WOOL-A551533,5,Metro,2.6,Bananas,0.74,133219,Fruit & Veg,Cavendish,WOOL-710B512EC4,Credit card,Female,Canberra
10.25,9.39,13/4/2025,WOOL-4415029,3,Woolworths,28.17,Light Globes,10.25,197765,Cleaning & Maintenance,Mirabella,WOOL-FB61F7B9E8,EFTPOS,Female,Sydney
1.29,0.81,26/4/2025,WOOL-A732512,3,Metro,2.43,Broccoli,1.29,134685,Fruit & Veg,Fresh,WOOL-EA3798B91B,Credit card,Female,Sydney
10.96,10.96,5/4/2025,WOOL-6602278,2,Metro,21.92,Insect Repellent,10.96,900330,Cleaning & Maintenance,Aerogard,WOOL-BE8D18AADA,Gift card,Female,Brisbane
1.24,0.82,20/4/2025,WOOL-A286266,8,Metro,6.56,Cleaning Tablets,1.24,173887,Cleaning & Maintenance,Restor,WOOL-13C9EE3134,Gift card,Female,Perth
1.33,0.85,26/4/2025,WOOL-C434640,1,Metro,0.85,Cleaning Tablets,1.33,173879,Cleaning & Maintenance,Restor,WOOL-A7AEC28C63,Gift card,Female,Brisbane
9.49,9.49,28/4/2025,WOOL-9870571,7,Woolworths,66.43,Light Globes,9.49,197765,Cleaning & Maintenance,Mirabella,WOOL-8C9081A2BD,EFTPOS,Male,Brisbane
2.2,1.55,20/4/2025,WOOL-F703853,2,Woolworths,3.1,Cucumber,2.2,137133,Fruit & Veg,Lebanese,WOOL-F2044D3598,EFTPOS,Male,Darwin
0.65,0.25,14/4/2025,WOOL-7441716,7,Metro,1.75,Tomatoes,0.65,134040,Fruit & Veg,Fresh,WOOL-E86451CCFA,Credit card,Female,Hobart
0.55,0.12,19/4/2025,WOOL-C393916,5,Metro,0.6,Onion,0.55,144332,Fruit & Veg,Onion,WOOL-590BD242C7,Store card,Male,Hobart
0.66,0.34,26/4/2025,WOOL-C482746,1,Woolworths,0.34,Laundry Capsules,0.66,898841,Cleaning & Maintenance,Mnml,WOOL-B8CDFDC374,EFTPOS,Female,Perth
0.55,0.3,17/4/2025,WOOL-3691240,6,Metro,1.8,Laundry Capsules,0.55,898844,Cleaning & Maintenance,Mnml,WOOL-43E05A95C1,Cash,Female,Adelaide
10.93,9.03,1/4/2025,WOOL-6720995,4,Woolworths,36.12,Insect Repellent,10.93,900329,Cleaning & Maintenance,Aerogard,WOOL-33516221ED,Cash,Male,Darwin
8.15,6,28/4/2025,WOOL-5814827,1,Woolworths,6,Light Globes,8.15,197772,Cleaning & Maintenance,Mirabella,WOOL-9E765421F0,Cash,Male,Brisbane
10.8,7.93,20/4/2025,WOOL-0862538,1,Woolworths,7.93,Light Globes,10.8,197774,Cleaning & Maintenance,Mirabella,WOOL-028FD47C64,EFTPOS,Female,Sydney
0.73,0.46,20/4/2025,WOOL-E842776,4,Woolworths,1.84,Potatoes,0.73,208903,Fruit & Veg,Potato,WOOL-A5D6D2C3B0,EFTPOS,Male,Canberra
1.14,0.79,6/4/2025,WOOL-6559753,4,Metro,3.16,Cleaning Tablets,1.14,173879,Cleaning & Maintenance,Restor,WOOL-D14E6EFE90,Gift card,Male,Perth
0.55,0.55,20/4/2025,WOOL-9971662,5,Metro,2.75,Laundry Capsules,0.55,898839,Cleaning & Maintenance,Mnml,WOOL-29D88995AB,Store card,Female,Sydney
14.64,10.82,11/4/2025,WOOL-2958747,5,Metro,54.1,Padlocks,14.64,747024,Cleaning & Maintenance,Master,WOOL-4924DAC44D,Store card,Male,Adelaide
1.95,1.95,19/4/2025,WOOL-D805668,4,Metro,7.8,Avocado,1.95,120090,Fruit & Veg,Hass,WOOL-FA75340461,Credit card,Male,Melbourne
16.91,14.69,3/4/2025,WOOL-F245939,5,Woolworths,73.45,Padlocks,16.91,747026,Cleaning & Maintenance,Master,WOOL-446C78CB22,Gift card,Female,Sydney
0.93,0.6,20/4/2025,WOOL-9353777,4,Woolworths,2.4,Apples,0.93,105924,Fruit & Veg,Fresh,WOOL-EC8C450830,EFTPOS,Male,Darwin
10.29,10.29,30/4/2025,WOOL-8790658,2,Woolworths,20.58,Light Globes,10.29,197766,Cleaning & Maintenance,Mirabella,WOOL-31E41F1CB9,EFTPOS,Female,Darwin
0.36,0.2,2/4/2025,WOOL-4849979,8,Metro,1.6,Mandarin,0.36,829114,Fruit & Veg,Mandarin,WOOL-74337E2C71,Gift card,Male,Canberra
2.18,1.65,30/4/2025,WOOL-D927406,1,Woolworths,1.65,Avocado,2.18,120084,Fruit & Veg,Hass,WOOL-5D21FFF038,EFTPOS,Female,Perth
0.76,0.51,12/4/2025,WOOL-C177558,2,Woolworths,1.02,Bananas,0.76,133217,Fruit & Veg,Cavendish,WOOL-3C272FDE04,Store card,Male,Perth
