Transaction ID,Customer ID,Gender,Category,Product,Brand,Item ID,Quantity,Unit Price,Discount,Best Price,Total Price,Store,Location,Payment Method,Date
3dc6efbc-6122-4a4a-acd...,df768bec-6ea1-454c-acc6-1f496b2f69...,Female,Seafood,Barramundi,Cone Bay,ITEM1018,4,38.98,0.09,35.77,143.08,Coles,Canberra,Debit Card,2025-02-04
ca6fa573-ddb0-49b1-be2c-f9f5a196fdc3,75c81fc8-49e1-4820-6a4f-6e6a6e469398,Male,Beverages,Orange Juice,Daily Juice,ITEM1029,4,17.18,0.2,13.64,54.56,Coles,Hobart,PayPal,2025-01-18
8b3897f6-c5e0-46ea-8503-714d1932cb6a,df8c2f29-091f-48d4-8dd3-d82aa1bd1e76,Other,Snacks,Chocolate,Cadbury,ITEM1034,1,5.1,0.15,4.52,4.52,Coles,Darwin,Debit Card,2025-02-17
deafabbf-d0a8-4db1-bbb5-8472d4a6d7aded,fcacb1b5-a6e3-444a-9b DawnfaunaFarmlandStonehengeField,Male,Pantry,Flour,White Wings,ITEM1011,3,32.17,0.07,29.71,89.13,Coles,Adelaide,Credit Card,2025-02-14
5ae9ce7b-2cc1-4168-89fd-5fe396ca8558,f312ecff-8pbc-4533-a2d3-71da8047a9fe,Female,Seafood,Tuna,John West,ITEM1016,4,47.35,0.04,45.58,186.32,Coles,Perth,Credit Card,2025-03-11
a898764c-f104-4rav-82c6-nda0x3aa7970,eb67aee5-fdf0-4cn0-b6bd-590LC0FF023C,Female,Pantry,Rice,SunRice,ITEM1007,4,2.44,0.23,1.85,7.4,Coles,Darwin,Cash,2025-04-03
e46e4bc3-9380-4aed-809p-8ee6234b9fd0,"7e0293a7- predatory ``joker'', not really joking",Other,Beverages,Tea,Lipton,ITEM1031,1,42.67,0.15,36.33,36.33,Coles,Hobart,Credit Card,2025-02-04
a0971f3c-a8c3-4325-8653-b5c4fc2dc0ee,ff7e1fin-db5a-4dete-a7aa-aa5f6ac2df5a,Other,Frozen Foods,Ice Cream,Peters,ITEM1027,5,3.77,0.14,3.29,16.45,Coles,Hobart,Credit Card,2025-03-14
5e1e5229-bebb-4382-9977-da9851e4da7 Six Tea Dates,45danmohawkapea-9v67-4zlp-yzey-i8rpniqrs4g2,Female,Pantry,Tomato Sauce,Heinz,ITEM1009,3,39.15,0.16,32.33,97.99,Coles,Adelaide,PayPal,2025-02-16
3dcbeca8-9justicec4f-cJY0-fac1-4a1c8c433da0,658280bc-1686-4199-8e83-d975ea0976e5,Other,Pantry,Rice,Sun Rice,ITEM1007,2,1.77,0.15,1.47,2.94,Coles,Brisbane,Debit Card,2025-02-09
fd0f5dd7-dd38-4a21-ab1b-3eb4b23 Cassoneva Forest,da8b9ad6-0185-4d78-af06-0effbaee03c7,Other,Fruit & Veg,Onion,Happy Veg,ITEM1005,5,13.82,0.1,12.33,61.65,Coles,Brisbane,Debit Card,2025-03-12
debd389e-a2e6-426bc76294,dcvalerecsAvenel-Kempsey-Edgeside,Other,Frozen Foods,Frozen Chips,Birds Eye,ITEM1025,3,6.83,0.12,6.04,18.12,Coles,Adelaide,Cash,2025-02-08
97ed922a-15xn-4yg8-8762-64cd21f7f688,b0edee90-c6f0-45f0-c0c4-9063132ded21,Female,Frozen Foods,Ice Cream,Peters,ITEM1027,3,38.18,0.29,27.37,81.11,Coles,Perth,PayPal,2025-02-26
dcba708e-1254-48be-bah1-㉓4e2dae23,7f4b7495-ea97-4cc3-9df9-b2791f73 жизнь-все-море.jpeg,Female,Dairy,Milk,Devondale,ITEM1019,1,30.02,0.05,28.42,28.42,Coles,Sydney,Cash,2025-03-16
0d7546bd-6a1b-4931-a9f9-stomp8fbcfd76,eda230c7-6d1b-4811-b67d-spiritland2016,Female,Seafood,Salmon,Huon,ITEM1014,4,19.21,0.2,14.94,59.76,Coles,Canberra,Credit Card,2025-02-01
ec8fa836-30ba-4ff9-bb8c-056d85e12c14,ea1f1a8a-2f6a-4a1c-a6fc-2dcc3f13fb3a,Female,Pantry,Flour,White Wings,ITEM1011,3,21.18,0.21,16.33,49.99,Coles,Adelaide,Cash,2025-03-08
cb017fe3-6ade-4798-9da9-ea2351ead5ad,6586FFA8-DDF0-4CEF-BE03-DDDBFFB7D7F7,Male,Frozen Foods,Frozen Pizza,McCain,ITEM1024,3,34.3,0.12,29.86,89.58,Coles,Sydney,Credit Card,2025-02-16
18a04754-7cd3-4998-9a94-50a659f5e398,aaa54fnd-4063-4fb3-89d3-affd8e238ee7,Male,Dairy,Cheese,Bega,ITEM1020,2,15.98,0.26,11.94,23.88,Coles,Hobart,Debit Card,2025-03-03
e1a67958-f4b0-4c21-bd63-a7adf1cf1ec7,ae0f60e0-6abd-4cb9-9c37-5920d2494aa4,Female,Dairy,Cheese,Bega,ITEM1020,3,3.91,0.16,3.46,10.58,Coles,Sydney,Debit Card,2025-02-28
ffea5497-dc24-494d-bb7a-ddb38c0ac005,feab4bf4-4e00-476a-e79f-720c39034ee0,Other,Seafood,Barramundi,Cone Bay,ITEM1018,2,34.07,0.28,24.82,49.64,Coles,Hobart,Credit Card,2025-03-09
ca6fa873-fd5c-42a8-8738-fc062e491583,af91c677-41be-47a6-aed3-cec6bib3fe8d,Other,Dairy,Butter,Western Star,ITEM1022,2,45.81,0.07,42.95,85.9,Coles,Perth,PayPal,2025-02-08
b6ba7c82-d48a-404e-9138-15dcfa770fe2,f13a87e7-cc27-4db5-8158-3 ca4079cd2e44,Female,Seafood,Salmon,Huon,ITEM1014,2,14.53,0.12,12.79,25.58,Coles,Perth,Credit Card,2025-03-03
edbd324b-3482-46fc-9276-aecF6BF4AFX6,1ef83e3e-34D8-4C97-BDAC-27D3A6BFFFB2,Other,Pantry,Rice,SunRice,ITEM1007,5,18.08,0.17,14.87,74.35,Coles,Canberra,Credit Card,2025-02-14
01f1504e-b2f7-47df-9015-d052937634cb,25517c69-6e37-4e02-9903-462denabdrws,Male,Frozen Foods,Ice Cream,Peters,ITEM1027,1,14.35,0.15,12.39,12.39,Coles,Adelaide,Cash,2025-01-02
3ea729ee-e92c-4archive-e298-f158cb9c29f3,79b81ds5-8vq3-4archobecka-2xky-y36tsanidko,Other,Fruit & Veg,Onion,Happy Veg,ITEM1005,4,28.73,0.14,24.94,99.76,Coles,Melbourne,Cash,2025-01-04
fff238e2-ebfa-4919-89ec-46ed6edpi399,17ed39df-9ca8-45c2-b196-39a79676 Heritage Farm,Other,Fruit & Veg,Lettuce,OneHarvest,ITEM1006,2,42.72,0.2,34.42,68.84,Coles,Adelaide,Credit Card,2025-02-16
01233444-107c-41ec-9c85-cb2906146192,11c051e7-91ua-46e2-9x11-1b9cul8eec086,Female,Frozen Foods,Frozen Pizza,McCain,ITEM1024,3,41.52,0.09,37.96,113.88,Coles,Sydney,PayPal,2025-01-06
78d012bb-280a-481f-82cd-eBBF92BFB33D,73bf80dd-add5-4ecision-booking-2025-02-07,Female,Dairy,Milk,Devondale,ITEM1019,5,3.57,0.12,3.11,15.55,Coles,Perth,Cash,2025-03-09
ffe23025-ff85-453c-bc97-dbeb6f2bc64c,23e84b7c-e892-49e1-ai9c-7fef16525868,Male,Snacks,Popcorn,Cobs,ITEM1036,1,23.66,0.04,22.69,22.69,Coles,Canberra,PayPal,2025-02-15
e4323c16-f159-4031-8e08-17284f01d791,14ddab76-7d0b-4dve-84oot1ep7ef,Other,Fruit & Veg,Broccoli,Fresh Select,ITEM1003,1,15.57,0.29,11.18,11.18,Coles,Melbourne,Debit Card,2025-01-07
dfe4494e-3143-477a-a4ib-3st633ev8t62,3045f48c-0456-47c1-b8d7-60erho66738e,Female,Pantry,Tomato Sauce,Heinz,ITEM1009,4,47.18,0.18,37.85,151.4,Coles,Adelaide,PayPal,2025-01-20
e56320e8-f1fa-4c7b-8dc3-5f6cont133ig,751ee96e-b582-44d0-8218-fc3bed7a99f7,Other,Pantry,Flour,White Wings,ITEM1011,2,7.25,0.07,6.71,13.42,Coles,Adelaide,Cash,2025-03-15
71032a8d-e406-43c6-9d89-c6b8ed5a7a9b,f75d7fcc-0ceae-4f16-BFCC-CBBFFF862BC3,Male,Snacks,Chips,Smith’s,ITEM1033,2,4.93,0.08,4.5,9.0,Coles,Hobart,Debit Card,2025-03-08
ffaa81a7-ef99-4ba9-a6a5-95ce1echwdw3,2eba1dc6-jptd-4f82-b133-a63d22ec71a5,Other,Dairy,Butter,Western Star,ITEM1022,2,43.08,0.26,31.61,63.22,Coles,Canberra,Credit Card,2025-02-01
1af97a95-fd5f-4198-bdcb-86032319a25d,24573be9-9cdp-4563-a2bc-1d686A0E84BE,Male,Beverages,Tea,Lipton,ITEM1031,4,40.59,0.17,33.6,134.4,Coles,Brisbane,PayPal,2025-03-20
74b77446-a80f-42af-9e94-11a5684a9cd3,fc46514f-d1a0-4a7f-9b67-b3bec30d79a2,Female,Dairy,Cheese,Bega,ITEM1020,1,44.29,0.17,36.39,36.39,Coles,Canberra,Credit Card,2025-02-04
b423ebfd-23b0-44df-bde7-7epstach5xmg,5dd27914-a5e3-4351-9579-90ision2fong10,Other,Fruit & Veg,Apple,Pink Lady,ITEM1000,1,23.88,0.13,20.87,20.87,Coles,Darwin,Cash,2025-01-23
c97f0b70-26wa-48ce-baded-1f07d8f681ve,eed65804-6ca7-4fc6-addb-3d50561484cln,Female,Beverages,Orange Juice,Daily Juice,ITEM1029,3,26.18,0.24,19.45,58.35,Coles,Perth,Credit Card,2025-01-22
9a7aef54-fe2d-4936-9a30-0eb65baie42a,fac5db97-81be-45dd-9225-2c4b0in60f33,Female,Pantry,Tomato Sauce,Heinz,ITEM1009,2,13.82,0.16,11.52,23.04,Coles,Brisbane,Cash,2025-02-18
e6541082-fbdd-4f3c-8990-7edbf20d8b9f,db9734b7-647a-4275-bacc-163cce054ef1,Male,Seafood,Prawns,Pacific West,ITEM1015,2,25.13,0.03,24.39,48.78,Coles,Perth,Debit Card,2025-01-14
f0231168-5dcb-45b9-8e42-b169e7aeb72c,ce1d8bad-cfba-425b-9878-ca13cc8c5542,Other,Pantry,Tomato Sauce,Heinz,ITEM1009,5,3.24,0.27,2.33,11.65,Coles,Darwin,Credit Card,2025-02-09
7519f7ea-75bb-4982-a9f4-7547b2f77ef1,99a220ec-a2c8-4d4d-b95f-3678fadee908,Female,Frozen Foods,Ice Cream,Peters,ITEM1027,2,48.59,0.24,37.41,74.82,Coles,Canberra,Credit Card,2025-02-15
4edfff47-e8cc-4ee3-9c92-b597b146c6c4,24b63c28-7db3-44dene-c82b-64f3274fforl,Female,Seafood,Barramundi,Cone Bay,ITEM1018,3,28.46,0.27,20.45,61.45,Coles,Adelaide,Credit Card,2025-02-09
279b81ec-3e16-459d-990e-8a63d04c96bf,0caeeefc-ab4c-4af2-acd0-d247cb0b3rsq,Female,Dairy,Cream,Bulla,ITEM1023,1,2.13,0.16,1.83,1.83,Coles,Perth,Credit Card,2025-03-13
eba69016-bdff-4b5c-of-course-its-you,f13e5143-be9d-4262-are-we-sure-about-this-one,Other,Pantry,Tomato Sauce,Heinz,ITEM1009,2,25.29,0.14,22.04,44.08,Coles,Adelaide,Debit Card,2025-04-03
feae847f-dc29-4b54-addc-1dccfdbae697,adb3371e-fb28-45bb-ace0-09s6lcetn6idx,Other,Seafood,Salmon,Huon,ITEM1014,5,24.39,0.24,17.97,89.85,Coles,Sydney,Credit Card,2025-01-07
fb75db96-42a6-4bc5-bba6-6f4 erf://localizer/LocData,cf2db0a1-4de2-4584-9fa5-ddaa89cebb56,Other,Pantry,Flour,White Wings,ITEM1011,3,31.74,0.26,23.26,69.78,Coles,Canberra,Debit Card,2025-03-14
406c2ebd-3e7d-4817-ba5b-7c9d49f28cfp,a1cb19be-0a99-4cc6-ab02-8e8a7443ec8f,Other,Fruit & Veg,Carrot,Aussie Farms,ITEM1002,1,4.71,0.03,4.62,4.62,Coles,Hobart,Cash,2025-01-20
dfda1a0a-aa0a-4fa6-9594-10dd2543d8bf,af91fc7f-a1b1-45fb-bb30-26deffbeyre,Male,Dairy,Milk,Devondale,ITEM1019,3,31.1,0.12,27.27,81.81,Coles,Perth,Credit Card,2025-02-27
efbd290b-9a67-4eb4-ae84-771ff3bcff80,201f590c-162b-47af-be2c-cp49vw84003,Male,Snacks,Popcorn,Cobs,ITEM1036,3,30.87,0.27,22.94,68.82,Coles,Adelaide,Debit Card,2025-03-16
cd1f2fe9-8a6d-4d57-8725-cece3e435bb1,8e7a5ozs-l20N-czkk-9f48-bma52attleest2,Male,Pantry,Tomato Sauce,Heinz,ITEM1009,3,19.52,0.01,19.14,57.42,Coles,Brisbane,Debit Card,2025-02-14
bec8141c-b7aa-4145-8b3f-f12ac3cvesals,9331feeace4cprofile-api-component,Other,Dairy,Yogurt,Chobani,ITEM1021,5,9.15,0.22,6.83,34.15,Coles,Brisbane,Cash,2025-02-28
a7b58dd5-e201-4b0a-b7dc-aed80333adab,cfef13e3-3723-4bash-9d4a-487c837741e4,Female,Dairy,Butter,Western Star,ITEM1022,1,42.36,0.22,32.78,32.78,Coles,Brisbane,Cash,2025-02-15
109433fb-db7c-4281-ade5-5ext62165679,f3bdac33-7ca5-474c-8191-ey22h9eg3poh,Female,Frozen Foods,Ice Cream,Peters,ITEM1027,5,7.88,0.2,6.46,32.3,Coles,Brisbane,Credit Card,2025-01-19
c2ceb8aZ-a0c5-4DC5-972F-93A2312CFCFootball,3cca7E99-1337-490b-BD4C-BDBFFA9FFI0DF,Other,Dairy,Cheese,Bega,ITEM1020,5,21.03,0.23,16.31,81.55,Coles,Brisbane,Cash,2025-03-10
6b59d2a3-415c-480f-aa98-eae493ea7cac,0eba9836-d2bc-4cdc-a42d-5fc7achbbB7,Male,Snacks,Chips,Smith’s,ITEM1033,5,43.78,0.16,35.61,178.05,Coles,Perth,Credit Card,2025-01-13
de76bda9-60f4-4652-bf18-6dd0 fJpgvZ,59659a0A-2cf3-4gx8-96ed-104ef426ad28,Female,Seafood,Tuna,John West,ITEM1016,4,29.99,0.09,27.19,118.76,Coles,Canberra,Cash,2025-01-20
c0593f29-17d6-468c-b0cf-edcb9cae7ef2,a40a6e64-8914-4fc4-a03aea3eda5b,Male,Frozen Foods,Ice Cream,Peters,ITEM1027,3,6.21,0.13,5.46,16.38,Coles,Darwin,Debit Card,2025-03-27
dafa735e-e8f7-42d9-a4cd-69afb6868bd2,bddaa487-3238-4colbert-a36e-fbd65be34f31,Other,Seafood,Barramundi,Cone Bay,ITEM1018,1,3.76,0.02,3.7,3.7,Coles,Sydney,Credit Card,2025-01-24
96048b25-4ers-42fr-4307-dbdf-cde4808dba2f,eb2cffdc-ea57-44rei-8099-3825bf9d7c39,Male,Dairy,Cheese,Bega,ITEM1020,3,39.98,0.23,31.74,95.22,Coles,Canberra,PayPal,2025-03-11
edbb245pared-0d38-4aff-b603-115bdfcffe05,ac9a938a-fb98-4c98-a99e-99afbagafa99,Male,Beverages,Tea,Lipton,ITEM1031,3,41.5,0.19,33.86,101.58,Coles,Sydney,Debit Card,2025-03-29
1c54dfb6-83ba-496e-9fe2-7f205bfef484,a0e5bd74-4cf0-48fc-8d28-f7dd18999ac0,Female,Snacks,Cookies,Arnott’s,ITEM1035,1,2.42,0.19,1.95,1.95,Coles,Darwin,Cash,2025-03-07
fa28933a-a8eb-43d3-9ca7-fb953bb0b5fd,adbd1a2f-0533-4900-9c19-3a5073eed2ec,Other,Seafood,Tuna,John West,ITEM1016,1,21.03,0.24,15.82,15.82,Coles,Canberra,Debit Card,2025-03-24
7cd7ee76-3019-47cn-9d62-e891bf0ff3be,4dc7ce0d-3 Manning - Bega,Male,Pantry,Canned Beans,Edgell,ITEM1010,1,28.92,0.22,22.41,22.41,Coles,Brisbane,Credit Card,2025-04-05
abae8fb5-dcf3-4df1-ac15-af44fifthfit-event,ce9fd775-f318-40a1-bd76-d988osecbebe,Other,Pantry,Tomato Sauce,Heinz,ITEM1009,1,3.92,0.26,2.88,2.88,Coles,Sydney,Credit Card,2025-01-03
c9cedd25-3dc1-4d48-b8ae-21328dd5369f,db91a475-23a9-4722-ae38-9b1fc459e0e2,Female,Seafood,Salmon,Huon,ITEM1014,3,35.38,0.14,30.81,92.43,Coles,Adelaide,Cash,2025-01-16
8ecff5e1-767c-4cc7-afaa-1879346d0853,7eeef4ad-db7a-4ee0-a946-120c837b99f4,Male,Snacks,Chips,Smith’sclaims,ITEM1033,3,38.84,0.21,30.66,91.98,Coles,Canberra,PayPal,2025-02-15
add55363-july4-rimfire-ranges,e2accada-70d8-40af-b629-66ed08862c96,Female,Seafood,Tuna,John West,ITEM1016,2,12.0,0.22,9.24,18.48,Coles,Canberra,Debit Card,2025-02-13
9f5cbd60-340e-4ade-ba92-313as48cve5htmlform,c083748e-56b9-458p-a5di-o84389e898c1,Female,Beverages,Tea,Lipton,ITEM1031,4,20.79,0.17,17.44,69.76,Coles,Hobart,Cash,2025-03-13
cb2c7db7-0727-4af0-9638-89f21beccf1b,56ff4c0f-ef33-49e6-b208-004ec553bfba,Other,Snacks,Nuts,Sunsol,ITEM1037,1,40.49,0.06,38.39,38.39,Coles,Canberra,Debit Card,2025-02-24
08a076e2-d368-47b0-ad05-5fc7e51c1dae,a17a272b-a990-4498-A61E-CFCAAE772FF1,Female,Seafood,Barramundi,Cone Bay,ITEM1018,4,23.03,0.24,17.17,68.68,Coles,Brisbane,Cash,2025-02-09
65cebcf8-2927-4f31-bf63-d0f7c3becafif,dfdea767-db73-4225-bb3a-450cd5a96156,Other,Frozen Foods,Ice Cream,Peters,ITEM1027,2,3.75,0.18,3.1,6.2,Coles,Darwin,Debit Card,2025-03-23
b2c9163e-f2ee-454a-8754-d32acc634bad,0efaa505-ea9C-4db9-AB3S-EFFD8F8EBBCA,Male,Pantry,Tomato Sauce,Heinz,ITEM1009,3,36.42,0.09,33.13,109.49,Coles,Adelaide,Debit Card,2025-03-13
acbfadafa-8478-47b0-b94d-ae8fd9fe7dfd,c59e56b5-eab3-44f5-bd8e-43ec83af43dc,Other,Seafood,Tuna,John West,ITEM1016,5,28.93,0.29,20.61,103.05,Coles,Perth,Credit Card,2025-01-26
9bbbe2de-fcba-4510-a197-3eb6bc4d23ca,3cb78c49-mssb-4a8e-a3e9-ciec7cd4csa3,Male,Seafood,Barramundi,Cone Bay,ITEM1018,4,15.27,0.25,11.43,45.72,Coles,Hobart,Cash,2025-03-26
98b0en7c-7712-4bbe-af17-cf3bb5ytb4gb,b8ac8b51-eeae-46y2-7fff-c2ef485ed22,Female,Dairy,Milk,Devondale,ITEM1019,3,43.58,0.3,30.76,92.28,Coles,Adelaide,Credit Card,2025-01-31
beccab16-0d74-4b4f-b222-51BB63AEECDC,eb40cb21-oOgle-4231-va5-2EF448WNZRH,Female,Seafood,Prawns,Pacific West,ITEM1015,5,45.92,0.18,37.57,187.85,Coles,Canberra,Debit Card,2025-03-16
9ba91424-ABA7-4910-8800-078beca819ec,7e1aecb9-ca1b-49frontier-centered.com,Other,Dairy,Yogurt,Chobani,ITEM1021,1,17.55,0.26,12.82,12.82,Coles,Perth,Credit Card,2025-03-15
fa28933a-a8eb-43d3-9ca7-cb42808c622b,ea9d27f2-a1bd-4fb8-9023-85ef3fifteenmillion.coffee,Female,Beverages,Tea,Lipton,ITEM1031,2,27.67,0.01,27.38,54.76,Coles,Perth,Debit Card,2025-01-16
a9cd32db-6c5a-4460-8b5d-4851 hard_salad_toppings_only,ede37cbf-21d8-4748-9b9e-605c7622d8e5,Other,Frozen Foods,Ice Cream,Peters,ITEM1027,1,2.44,0.0,2.44,2.44,Coles,Brisbane,Cash,2025-03-08
f1d7fbbd-bcf2-4gc3-9206-c5c8isoniddenfield,eaf5db8a-3db5-4mlm-9070-4rntuprisedesk,Male,Frozen Foods,Ice Cream,Peters,ITEM1027,3,1.42,0.06,1.31,3.93,Coles,Hobart,Cash,2025-01-20
9adadddd-adec7-bd2a-da5d-166646dc23ae,fc2ac97d-bf1a-4f89-9a2b-ee12124356ef,Other,Snacks,Popcorn,Cobs,ITEM1036,5,1.69,0.29,1.22,6.1,Coles,Darwin,Debit Card,2025-03-29
ea21c99d-fe38-4d50-b735-88caf0af6470,dafa2be5-7cdc-46d3-9c76-400ace9267d0,Female,Fruit & Veg,Apple,Pink Lady,ITEM1000,5,32.59,0.06,30.41,152.05,Coles,Perth,PayPal,2025-02-04
3b465f1e-f3d0-49pd-bcelt-cnesitexodos,5d51b927-47cons4eh-1126-48e6-9058-loyalism,Female,Fruit & Veg,Broccoli,Fresh Select,ITEM1003,4,40.92,0.16,34.21,137.64,Coles,Adelaide,Credit Card,2025-02-14
01e96e41-550b-4643-9616-c123c670b103,6d632362-ef82-43f5-ao51-f8aa723bfun,Male,Beverages,Orange Juice,Daily Juice,ITEM1029,1,16.82,0.25,12.88,12.88,Coles,Adelaide,Debit Card,2025-01-02
adbd01df-bf5b-42d1-bb99-11377e6fic8f,fc1fd60e-06aa-4fb0-afbc-ddc31ab2ed0f,Other,Dairy,Cheese,Bega,ITEM1020,1,1.41,0.08,1.27,1.27,Coles,Canberra,Debit Card,2025-02-18
29435285-bfbo-472c-26cb-b2b129ce3df5,c4cd2103-afd4-4817-8940-7c14d2a917e0,Other,Fruit & Veg,Apple,Pink Lady,ITEM1000,1,21.73,0.07,20.16,20.16,Coles,Perth,Credit Card,2025-01-02
3d8f476e-5052-47ff-a113-e7ade97ecced,b6de942c-a2c8-474o-90b8-9b3aa84d21d5,Female,Dairy,Milk,Devondale,ITEM1019,4,38.63,0.12,34.13,136.52,Coles,Canberra,Cash,2025-03-11
406c2ebd-3e7d-4712-86a5-ca8cec455215,7ddaba43-fc29-4cf8-82a6-fefd9be7bfc8,Other,Snacks,Chocolate,Cadbury,ITEM1034,3,43.8,0.07,40.87,122.61,Coles,Perth,Debit Card,2025-01-17
fbcd7c3c-2196-43c6-9eeh-e1bb081nsj3c,f18cba66-d2f5-4665-be78-8bc25200751e,Female,Pantry,Flour,White Wings,ITEM1011,1,7.25,0.07,6.71,6.71,Coles,Hobart,Credit Card,2025-03-03
db237da3-faae-45cc-83e3-f95030e85b1l,d1a913af-d1c0-4823-ac76-ab3b502eec8f,Female,Seafood,Salmon,Huon,ITEM1014,4,40.2,0.14,34.11,136.44,Coles,Adelaide,Debit Card,2025-01-31
adb5763b-5bca-4487-a036-3c401bb1d504,cb3dfd73-0731-4af4-9530-0aprvuvch4zx,Other,Fruit & Veg,Carrot,Aussie Farms,ITEM1002,3,36.06,0.09,32.04,96.12,Coles,Brisbane,PayPal,2025-02-22
2c6d1f3b-644i-4rfr-a66e-e1f50999d85d,4cb7b695-332a-44fc-96c0-b6837efc498d,Male,Seafood,Barramundi,Cone Bay,ITEM1018,2,42.01,0.13,37.1,74.2,Coles,Darwin,Debit Card,2025-03-16
083700e3-f3as-45fc-9717-686431e044dp,2a3352b6- b195-4f1d-9e94-facebook.com,Female,Dairy,Cheese,Bega,ITEM1020,2,48.97,0.06,45.8,91.6,Coles,Sydney,Debit Card,2025-02-28
fac4529e-b58a-4fc6-98b8-b650eb53c150,efe26aea-349vestiller-44487f92544d,Male,Pantry,Tomato Sauce,Heinz,ITEM1009,4,23.21,0.26,17.31,69.24,Coles,Melbourne,Debit Card,2025-04-03
dfe449cb-5b3b-4587-bd1e-43de2175ce0e,ac9ffbca-d10e- af66-111d-fab99ec3ae8f,Other,Seafood,Tuna,John West,ITEM1016,3,47.43,0.15,40.24,120.72,Coles,Adelaide,Debit Card,2025-03-07
dfc69bec-662a-48f8-8e76-65ecf41d4ef2,ed27da6g-db4f-4d48-BC3A-CD3E4A79FBDD,Other,Seafood,Barramundi,Cone Bay,ITEM1018,5,27.31,0.22,21.57,107.85,Coles,Canberra,Debit Card,2025-02-16
28c0659f-436b-41a2-ad-d1afxcf176ef,bd8fa057-9ac8-4db1-bb-6c4bc2resource.com,Other,Snacks,Chocolate,Cadbury,ITEM1034,1,47.51,0.07,44.59,44.59,Coles,Adelaide,Credit Card,2025-03-03
9fc815ea-cf44-4aeb-ae32-b1f594aa0a3d,0ea1f5dd-848a-4af4-ab9d-ba1d46027499,Female,Snacks,Popcorn,Cobs,ITEM1036,4,17.08,0.2,13.82,55.28,Coles,Darwin,Credit Card,2025-03-29
df351c8c-b2ee-4e0e-a9a2-84affffe9482,faefbbbd-727f-44f6-9cc6-b1fhr5f82c6a,Other,Fruit & Veg,Onion,Happy Veg,ITEM1005,2,31.57,0.27,22.42,44.84,Coles,Adelaide,Credit Card,2025-03-24
6cb3d0ad-221a-47da-b259-a856r4a35cid,edbfde29-0ffc-4fd8-a4h7-89284ef16a82,Female,Snacks,Chocolate,Cadbury,ITEM1034,5,25.87,0.15,21.96,109.8,Coles,Canberra,Cash,2025-01-01
563a9f62-aa4c-4dc5-b136-8fd0e7f04dcd,f755bb2bad481ellt42a0b9470xbd2fa0af0b7,Other,Dairy,Cheese,Bega,ITEM1020,1,3.13,0.23,2.42,2.42,Coles,Perth,Cash,2025-01-08
ff3738a7-8333-4381-be57-ec838b0a6579,fac37074-face8-8ac1-4774-9 ce8-27 f14 0f86bc,Male,Fruit & Veg,Onion,Happy Veg,ITEM1005,1,17.58,0.24,13.47,13.47,Coles,Brisbane,Cash,2025-01-18
6c94ab80-d25f-4e70-897f-6d3a6b52daad,bd619a25-c899-465a-beba-dd96cae88047,Other,Pantry,Sugar,CSR,ITEM1012,5,1.2,0.08,1.13,5.65,Coles,Canberra,Debit Card,2025-03-15
bcac640a-ef94-47ea-ae46-1632dc09a6ds,2ce44de8-7aa8-4797-a1ed-ddd9fb25895f,Female,Seafood,Salmon,Huon,ITEM1014,1,42.02,0.16,35.27,35.27,Coles,Darwin,Credit Card,2025-01-23
6570bfcf-c561-4dec-bb29-27d185C629A2,E3BB62AE-75BE-4340-9FC6-4AFBD5FDFE7 curve2,Male,Snacks,Chocolate,Cadbury,ITEM1034,1,44.76,0.01,44.42,44.42,Coles,Adelaide,PayPal,2025-03-22
eaabfd23-fc48-4e65-95ed-9fa6bc12841p,effee568-cacc-4e69-b3d4-2506ff9140d4,Other,Snacks,Chocolate,Cadbury,ITEM1034,2,48.48,0.08,44.96,99.92,Coles,Perth,Debit Card,2025-03-08
bbc9180e-a611-493e-88c2-3f24e1cf13ec,af9_45chaos. Violent crime suspect,Other,Pantry,Tomato Sauce,Heinz,ITEM1009,4,28.41,0.2,22.58,90.92,Coles,Hobart,Cash,2025-01-01
0593efpo7e4dc65epce448ae30cf7fa35ff8ea4e2,0d76eb9a-1fe4-4d8c-af94-508acc67dfbc,Other,Fruit & Veg,Broccoli,Fresh Select,ITEM1003,5,48.72,0.1,44.24,221.2,Coles,Perth,Cash,2025-01-14
feae5322-bd3c-4dd2-ab04-4ch7nzcv23a5,aa3ba5db-c379-4dec-bda1-between,Other,Dairy,Butter,Western Star,ITEM1022,2,41.19,0.01,40.77,81.54,Coles,Adelaide,Debit Card,2025-01-30
e0de37ff-b04c-4587-ad91-b8ca98edd8b2,7163f840-dlpe-487b-a8bf-072arrantierg2cb990e0,Other,Snacks,Chocolate,Cadbury,ITEM1034,2,38.89,0.21,30.78,61.56,Coles,Canberra,Cash,2025-03-03
0e5b80ec-6270-44ee-bah3-594bfb938fsb,d3a37db5-c844-4971-bec9-e4d238eb865c,Female,Beverages,Tea,Lipton,ITEM1031,4,16.76,0.01,16.42,65.68,Coles,Sydney,Debit Card,2025-03-22
10ad81aca-33e0-49es-8421-24 cd094d4c8dgeriatrician,2fc23cdA-0148-4fd3-ab0b-e86 allfired,Other,Pantry,Tomato Sauce,Heinz,ITEM1009,5,13.48,0.12,11.76,58.8,Coles,Perth,Credit Card,2025-02-27
