item_id,item_name,brand,category,best_price,unit_price,total_price,discount,quantity,unit_type,date,sub_category,transaction_id
113009,Wonka Runts Fruit Candy,Mainland,Snacks & Confectionery,7.0,6.06,26.13,13.76,5,L,2025-03-07,Snacks,d76baadc-1913-492b-897e-5021756b5cd9
633764,Black & Gold Creamed Corn,McKenzie's,Snacks & Confectionery,0.5,12.42,26.59,46.48,4,each,2025-02-26,Snacks,b2eb60fc-7b02-478e-b062-e4f96e2eb086
374924,Continental Cup A Soup,Continental,Pantry,6.6,8.13,32.8,19.32,5,each,2025-01-09,Snacks,804caeaa-01bb-4af7-8610-070889060d90
817444,Mainland Sweet Cinnamon Spreadable,Uncle Toby,"Dairy, Eggs & Fridge",1.34,3.38,6.61,34.81,3,L,2025-03-19,Condiments,3fff84f7-0c78-49c4-bb9a-78e22a8ef519
857160,Devondale Long Life Milk,Wonka,"Dairy, Eggs & Fridge",1.85,13.16,59.57,9.47,5,Kg,2025-01-07,Beverages,f36a42ec-ef49-4647-bf88-ef1985119246
565331,Mainland Sweet Cinnamon Spreadable,Uncle Toby,"Dairy, Eggs & Fridge",9.68,5.99,6.52,45.6,2,L,2025-02-12,Beverages,23916515-f9d4-444d-b9ac-862d3bdcd180
796859,Continental Cup A Soup,Sabco,Pantry,1.62,8.15,32.56,20.1,5,each,2025-03-26,Beverages,cd31f95f-9368-43b9-accb-b3dfbec263ac
643873,Wonka Runts Fruit Candy,McKenzie's,Snacks & Confectionery,8.64,8.95,7.56,15.57,1,Kg,2025-01-11,Snacks,89015ad9-19b7-4c5a-8c9a-57c5dec395ad
245326,Chobani Yogurt,Old El Paso,"Dairy, Eggs & Fridge",7.1,12.67,45.22,28.62,5,each,2025-03-23,Beverages,c6db27a7-c90b-4cd4-bffe-f7c7b4850201
404132,Continental Cup A Soup,Sabco,Pantry,9.37,10.58,18.77,11.28,2,Kg,2025-02-23,Snacks,13b8ca6c-c5c0-4de2-8301-76d3c6533104
298628,Chobani Yogurt,Wonka,"Dairy, Eggs & Fridge",3.6,5.9,12.58,46.7,4,Kg,2025-01-26,Beverages,6ac5ab75-8490-498c-85af-a5becdcb8786
305375,Maggi Mexican Nachos Recipe Base,Mainland,Pantry,1.45,11.27,12.59,44.13,2,L,2025-01-02,Condiments,ae4bd840-8cb5-4f2f-bd17-6c2e0946a5d7
336190,Maggi Mexican Nachos Recipe Base,McKenzie's,Pantry,4.0,9.34,17.54,37.41,3,each,2025-01-14,Beverages,f44bcf92-acc4-44e2-8c88-fbf86e1a56a0
290477,Wonka Runts Fruit Candy,McKenzie's,Snacks & Confectionery,8.44,8.92,32.97,7.6,4,each,2025-02-08,Snacks,e49a2757-0b26-45aa-b07f-5f0b8a61aac0
918383,Mainland Sweet Cinnamon Spreadable,Old El Paso,"Dairy, Eggs & Fridge",9.5,4.7,3.95,15.95,1,each,2025-02-16,Beverages,69ad3098-35e0-46e3-b0cc-f27d9658c68a
944096,Surface Cleaners,Old El Paso,Cleaning & Maintenance,8.53,8.56,21.57,16.02,3,Kg,2025-01-27,Surface Cleaners,5a79d884-55ef-43b2-a33d-fb842a90a59b
775407,Maggi Mexican Nachos Recipe Base,Wonka,Pantry,2.83,5.09,23.25,8.63,5,each,2025-01-01,Condiments,22b9105f-4328-46d3-9cb8-020c0e41bdf6
171367,Chobani Yogurt,Lindt,"Dairy, Eggs & Fridge",2.66,7.67,24.25,20.96,4,L,2025-03-27,Beverages,70ef6b53-2267-41d3-809e-c38bb468bc5c
840684,Continental Cup A Soup,Wonka,Pantry,5.75,5.62,6.01,46.55,2,each,2025-02-04,Snacks,01ecf315-46ce-46e8-bd3b-8f7312d2b296
496449,Sabco Kitchen Sponge Cloth,Continental,Cleaning & Maintenance,7.24,5.64,21.08,6.55,4,each,2025-01-05,Surface Cleaners,30e072e4-a77e-4db6-8bd9-659b816e054d
107109,Devondale Long Life Milk,Mainland,"Dairy, Eggs & Fridge",5.69,12.67,13.05,48.5,2,L,2025-01-24,Beverages,0335be3e-d059-43a0-b0c4-f05ee433d251
575761,Lindt Excellence Chocolate,Mainland,Snacks & Confectionery,6.48,8.05,21.95,9.1,3,L,2025-03-27,Snacks,2cfbcbc4-76cc-4324-a176-52d0d2802447
882593,Sabco Kitchen Sponge Cloth,Uncle Toby,Cleaning & Maintenance,9.82,5.28,6.8,35.6,2,each,2025-02-13,Surface Cleaners,17f27963-3324-49e9-8607-b2a6d43dc6af
520353,Continental Cup A Soup,Mainland,Pantry,6.92,8.32,21.39,14.29,3,each,2025-01-08,Snacks,a40381a6-fd79-49a9-aac4-b6cd6ed75591
111619,Wonka Runts Fruit Candy,Mainland,Snacks & Confectionery,6.21,10.65,41.95,1.52,4,each,2025-01-27,Snacks,b2dadacd-cdd3-485f-b19e-f4b3f3202f71
893316,Surface Cleaners,Lindt,Cleaning & Maintenance,9.53,6.77,11.31,16.44,2,each,2025-01-01,Surface Cleaners,6bd78256-ae29-425b-9d82-df2d39625968
727644,Wonka Runts Fruit Candy,Continental,Snacks & Confectionery,5.37,9.52,7.99,16.11,1,Kg,2025-01-10,Snacks,050a924a-ed8b-41fe-9215-e929f4ec53c0
705413,Sabco Kitchen Sponge Cloth,Sabco,Cleaning & Maintenance,3.09,2.58,2.37,8.04,1,each,2025-02-25,Surface Cleaners,59da6609-66f4-4731-a66e-6e83587e5ce3
862125,Old El Paso Mexican Burrito Tortillas,Old El Paso,Pantry,6.99,5.15,3.81,25.93,1,L,2025-02-22,Condiments,40f03d20-8180-4fc1-8f23-25a43cfb77b5
409337,Chobani Yogurt,Sabco,"Dairy, Eggs & Fridge",1.44,14.4,17.63,38.79,2,each,2025-01-01,Beverages,c1a717ef-77e9-4b8d-80d0-031aa90a227b
989824,Continental Cup A Soup,Old El Paso,Pantry,9.67,7.21,24.02,33.38,5,Kg,2025-02-14,Snacks,67031135-1b38-4351-93df-0c9e91fae859
460453,Surface Cleaners,Wonka,Cleaning & Maintenance,6.65,4.98,11.23,43.61,4,Kg,2025-01-07,Surface Cleaners,afb794be-1d7c-449e-a2fa-9bbd4d072886
299470,Bref Toilet Cleaner,Sabco,Cleaning & Maintenance,7.51,7.7,4.19,45.58,1,each,2025-01-04,Surface Cleaners,1143e16e-76d3-48fa-baa0-457ee229122d
803518,Surface Cleaners,Sabco,Cleaning & Maintenance,6.92,2.84,10.6,25.32,5,each,2025-01-29,Surface Cleaners,3dcb07c3-d0ac-4df0-86cc-4ba870513535
858897,Surface Cleaners,Mainland,Cleaning & Maintenance,8.84,10.96,37.52,14.42,4,each,2025-01-23,Surface Cleaners,17fd4f29-5bd4-4738-912c-082f176cdb45
129393,Black & Gold Creamed Corn,Sabco,Snacks & Confectionery,5.43,5.66,12.42,26.83,3,Kg,2025-03-01,Snacks,5bf295a3-4bff-4184-a7d7-261c7abede93
727831,Black & Gold Creamed Corn,Old El Paso,Snacks & Confectionery,9.64,8.39,12.83,23.55,2,Kg,2025-02-21,Snacks,00572707-e3f1-4a85-97ef-764a9645cac9
206909,Wonka Runts Fruit Candy,Uncle Toby,Snacks & Confectionery,0.72,12.31,14.77,40.02,2,each,2025-02-23,Snacks,e0fe7007-952a-47f0-8fe2-f6800ea911ea
525082,Surface Cleaners,Wonka,Cleaning & Maintenance,8.63,5.49,3.58,34.85,1,L,2025-01-23,Surface Cleaners,7bb8573c-cad1-4b42-ac1d-6850eac69454
312010,Devondale Long Life Milk,Uncle Toby,"Dairy, Eggs & Fridge",6.52,14.87,18.13,39.03,2,L,2025-04-01,Condiments,aa6eff25-9b4d-4a03-9763-68196b36536e
658062,Mainland Sweet Cinnamon Spreadable,Lindt,"Dairy, Eggs & Fridge",6.44,14.24,52.01,26.95,5,each,2025-02-17,Beverages,007e904d-d649-4382-b7f6-5cf607ea7581
252308,Maggi Mexican Nachos Recipe Base,Old El Paso,Pantry,8.12,12.61,37.48,0.92,3,each,2025-02-19,Snacks,32206140-d627-483d-beb6-16e0d5fb4504
633431,Maggi Mexican Nachos Recipe Base,McKenzie's,Pantry,7.26,13.01,14.05,46.01,2,Kg,2025-03-28,Snacks,45c2abcc-16e3-4d33-b027-6c3e455766b7
554196,Black & Gold Creamed Corn,Continental,Snacks & Confectionery,6.35,9.3,6.24,32.91,1,Kg,2025-04-01,Snacks,c7a8db7d-a053-46e3-91b5-d08b68335887
337499,Devondale Long Life Milk,Continental,"Dairy, Eggs & Fridge",6.41,7.18,3.9,45.64,1,each,2025-03-22,Condiments,83c877fa-1bed-46f6-9ab1-ca344f1e83c3
738869,Continental Cup A Soup,Lindt,Pantry,1.33,6.49,6.48,0.19,1,L,2025-03-10,Snacks,be8991b4-fded-49b8-91aa-1fe597cdf29e
128662,Continental Cup A Soup,Uncle Toby,Pantry,0.75,12.28,58.16,5.28,5,L,2025-01-02,Condiments,62dbb337-2fdf-4819-a923-0d2f97d677c5
138809,Wonka Runts Fruit Candy,Sabco,Snacks & Confectionery,8.86,3.16,3.14,0.54,1,each,2025-01-12,Snacks,6505718f-a3d0-461a-bed0-5a9b33f0a44e
875899,Lindt Excellence Chocolate,Wonka,Snacks & Confectionery,3.89,8.94,21.34,20.44,3,Kg,2025-01-19,Snacks,03cd40f0-07c3-494a-956b-53fae18ab0ca
852731,Continental Cup A Soup,Lindt,Pantry,8.99,3.99,9.77,38.77,4,each,2025-01-28,Beverages,730606cd-1602-4d6c-a6c7-9bd5b6c131d5
549873,Mainland Sweet Cinnamon Spreadable,Wonka,"Dairy, Eggs & Fridge",8.52,14.34,47.87,16.55,4,L,2025-02-11,Beverages,d0e3f66c-0547-47c6-b02b-6f7e6bd41682
123778,Continental Cup A Soup,Mainland,Pantry,3.3,4.35,4.12,5.4,1,Kg,2025-03-05,Snacks,7194a3e3-ffec-4d19-97b0-84f8d5b71e27
235326,Wonka Runts Fruit Candy,McKenzie's,Snacks & Confectionery,7.28,6.17,11.48,37.99,3,Kg,2025-01-22,Snacks,36f8d44b-1a4c-4983-91be-61cea8c61c76
413098,Wonka Runts Fruit Candy,Lindt,Snacks & Confectionery,6.65,5.25,24.94,4.98,5,Kg,2025-02-05,Snacks,3600aa13-7ad3-4b1c-a4b9-78f52700ff3c
157265,Devondale Long Life Milk,Sabco,"Dairy, Eggs & Fridge",2.12,13.82,52.38,24.19,5,Kg,2025-03-26,Beverages,28db52f4-f7d3-4e49-9048-c3a1488999b9
409562,Surface Cleaners,Uncle Toby,Cleaning & Maintenance,8.65,8.32,13.99,43.97,3,Kg,2025-01-06,Surface Cleaners,dc6b8eaf-6f80-401a-b893-f2414bf5af7c
639519,Continental Cup A Soup,Wonka,Pantry,7.71,8.42,4.48,46.78,1,L,2025-01-07,Snacks,c280dc94-f0a3-4d71-9fd5-c9bd5b44157b
120743,Wonka Runts Fruit Candy,McKenzie's,Snacks & Confectionery,1.96,4.93,14.59,1.37,3,L,2025-03-11,Snacks,57a62c11-a8dd-4121-b94d-92fb2df2fc84
419928,Surface Cleaners,Mainland,Cleaning & Maintenance,2.12,8.89,14.69,17.36,2,L,2025-02-16,Surface Cleaners,7fe9d56d-9ca4-4946-9540-8e6c54d74342
336341,Wonka Runts Fruit Candy,Old El Paso,Snacks & Confectionery,3.03,7.64,12.44,18.58,2,Kg,2025-03-16,Snacks,35b2b0ac-6b5b-41d8-bb7a-2d4e96f045b2
725703,Sabco Kitchen Sponge Cloth,Continental,Cleaning & Maintenance,2.47,2.84,12.75,10.2,5,L,2025-03-27,Surface Cleaners,b8b0cec8-6f6f-4c16-b7de-fc27398a17f7
424225,Devondale Long Life Milk,McKenzie's,"Dairy, Eggs & Fridge",4.54,13.84,10.7,22.71,1,each,2025-01-09,Condiments,d4e993b1-8f8e-44da-9882-7872cacd1496
548462,Surface Cleaners,Wonka,Cleaning & Maintenance,6.03,13.79,30.92,43.94,4,L,2025-02-02,Surface Cleaners,9347c02a-08b3-45dd-a83d-aff6d0501950
749299,Maggi Mexican Nachos Recipe Base,Sabco,Pantry,1.55,9.76,38.23,2.08,4,each,2025-01-04,Snacks,1fc43907-09f9-4861-bb13-fa773e76fc0e
550805,Mainland Sweet Cinnamon Spreadable,Continental,"Dairy, Eggs & Fridge",8.89,4.27,6.84,19.85,2,L,2025-03-06,Condiments,00e9d6fc-2568-4588-bd94-1c41f3053e9a
858174,Bref Toilet Cleaner,Continental,Cleaning & Maintenance,1.42,6.51,10.19,21.7,2,L,2025-03-10,Surface Cleaners,d8394500-2a19-4810-9963-0d7784e96a0c
526335,Lindt Excellence Chocolate,Continental,Snacks & Confectionery,4.78,3.72,7.61,48.87,4,each,2025-02-18,Snacks,202815c9-10a6-473a-9db1-978d9a44fc3c
176398,Wonka Runts Fruit Candy,Old El Paso,Snacks & Confectionery,8.59,2.95,1.97,33.15,1,L,2025-01-29,Snacks,ef92ed7c-75cb-4300-bfbb-a1865fd1fccc
456671,Black & Gold Creamed Corn,Lindt,Snacks & Confectionery,8.73,8.69,39.23,9.72,5,each,2025-02-24,Snacks,3f2008ba-94a6-4650-b64c-217ef66f4b62
296955,Chobani Yogurt,Uncle Toby,"Dairy, Eggs & Fridge",8.35,5.5,17.61,19.94,4,each,2025-02-12,Condiments,48d817b3-0578-4d53-9eae-bc9f18dee784
406443,Maggi Mexican Nachos Recipe Base,McKenzie's,Pantry,3.77,4.08,13.01,36.23,5,each,2025-03-21,Condiments,b2323277-b743-425c-9bfe-34655ade946a
721497,Black & Gold Creamed Corn,Old El Paso,Snacks & Confectionery,4.16,12.6,12.85,49.0,2,each,2025-02-25,Snacks,564a1678-68a9-4aab-b1f7-b04a02cfc31d
647794,Sabco Kitchen Sponge Cloth,Wonka,Cleaning & Maintenance,5.58,10.63,19.19,9.76,2,each,2025-01-24,Surface Cleaners,15fd5e67-6f61-4db6-b40c-2a040df5b5ed
642071,Surface Cleaners,Wonka,Cleaning & Maintenance,9.29,4.8,8.09,43.8,3,each,2025-02-23,Surface Cleaners,5b08f4bf-6769-4621-bb2b-4b3123a21e1c
346693,Chobani Yogurt,Sabco,"Dairy, Eggs & Fridge",9.28,7.11,11.06,48.16,3,each,2025-02-28,Condiments,b25e7386-e8ea-4e86-bc08-7d714d80d5ca
842008,Chobani Yogurt,McKenzie's,"Dairy, Eggs & Fridge",6.31,11.35,48.52,14.51,5,Kg,2025-02-03,Beverages,09953803-c129-4587-b48e-9accec91bd94
154437,Wonka Runts Fruit Candy,Lindt,Snacks & Confectionery,6.6,6.0,17.8,25.85,4,each,2025-01-24,Snacks,b086b53c-4911-419a-91bd-f410e9ff6098
346779,Bref Toilet Cleaner,Lindt,Cleaning & Maintenance,3.45,10.34,40.89,20.91,5,Kg,2025-03-06,Surface Cleaners,ad480898-c36a-46f2-ba74-5b3a11ab06b0
531811,Maggi Mexican Nachos Recipe Base,Sabco,Pantry,9.62,14.43,22.99,46.89,3,each,2025-03-28,Snacks,5696d4fb-ac3a-47de-8c5c-171d5739b616
396310,Maggi Mexican Nachos Recipe Base,Old El Paso,Pantry,8.5,13.31,10.21,23.29,1,each,2025-03-14,Snacks,826480c2-b015-4701-b4c6-4416ca18ab7a
370477,Bref Toilet Cleaner,Wonka,Cleaning & Maintenance,5.41,7.71,10.85,29.61,2,L,2025-01-21,Surface Cleaners,f78ff6bd-45c1-4461-afab-07b7ac38e338
185491,Lindt Excellence Chocolate,Uncle Toby,Snacks & Confectionery,7.96,7.29,25.89,11.2,4,Kg,2025-01-03,Snacks,f3a67b53-6f0e-47c1-a062-71af6b8db0e3
734800,Sabco Kitchen Sponge Cloth,Sabco,Cleaning & Maintenance,1.79,3.72,2.83,23.94,1,Kg,2025-04-02,Surface Cleaners,1201d9fb-7434-4804-89f2-660bd7e1b41e
276986,Mainland Sweet Cinnamon Spreadable,Old El Paso,"Dairy, Eggs & Fridge",1.4,8.69,8.04,7.49,1,Kg,2025-01-07,Beverages,f84cf780-c11e-4444-a679-2b3681f202af
541224,Wonka Runts Fruit Candy,Wonka,Snacks & Confectionery,3.69,11.0,29.72,45.96,5,L,2025-02-01,Snacks,0444ca0d-c506-4f20-b5ea-6e35e5fa2f47
213245,Black & Gold Creamed Corn,Continental,Snacks & Confectionery,1.61,4.59,7.24,47.45,3,each,2025-03-23,Snacks,add26302-dee7-468a-8caf-85fe054b91ae
758293,Old El Paso Mexican Burrito Tortillas,McKenzie's,Pantry,6.0,8.16,11.92,26.99,2,L,2025-02-18,Condiments,86b5b8ef-62ce-4468-8996-74f824fc4d57
216509,Lindt Excellence Chocolate,Continental,Snacks & Confectionery,8.6,14.41,36.1,16.49,3,each,2025-03-24,Snacks,55bbb575-5e05-416f-9719-df4feae7a2b6
374636,Bref Toilet Cleaner,Old El Paso,Cleaning & Maintenance,2.52,9.7,28.0,42.26,5,each,2025-04-05,Surface Cleaners,3ad802bb-f0e9-4e47-b930-74af9020c2e9
808236,Wonka Runts Fruit Candy,Lindt,Snacks & Confectionery,6.72,3.21,7.72,19.85,3,L,2025-04-01,Snacks,50270d9e-8f7f-4c84-9cb2-010114a5e473
451832,Sabco Kitchen Sponge Cloth,Mainland,Cleaning & Maintenance,9.99,9.46,21.54,43.07,4,Kg,2025-02-19,Surface Cleaners,676cac87-9e7e-45a6-9353-83d5aa87a9d0
565992,Lindt Excellence Chocolate,Old El Paso,Snacks & Confectionery,3.52,5.65,7.94,29.7,2,L,2025-01-03,Snacks,6f6a1697-55b5-4055-934b-79259215c56b
577270,Maggi Mexican Nachos Recipe Base,Old El Paso,Pantry,2.42,12.74,62.45,1.96,5,L,2025-03-24,Snacks,3346a0ca-67da-47bf-a075-561330dba81b
594642,Chobani Yogurt,Mainland,"Dairy, Eggs & Fridge",2.71,11.08,52.77,4.74,5,L,2025-02-09,Condiments,28e1995b-9333-4f97-8d95-23732eb249eb
429269,Bref Toilet Cleaner,Lindt,Cleaning & Maintenance,4.89,14.42,7.53,47.78,1,Kg,2025-03-30,Surface Cleaners,900ed3ea-e3ed-4e8c-8fec-853f30d90ee4
784499,Wonka Runts Fruit Candy,Continental,Snacks & Confectionery,2.13,5.03,9.63,36.16,3,L,2025-02-22,Snacks,10ff5890-2b69-47ac-82d2-a746b2dc8adf
310723,Continental Cup A Soup,Uncle Toby,Pantry,4.14,4.66,19.8,15.01,5,each,2025-01-08,Snacks,7e360a23-4406-4e29-b2ad-26eb61c5150f
205418,Maggi Mexican Nachos Recipe Base,Sabco,Pantry,4.74,6.28,17.93,4.82,3,L,2025-01-10,Snacks,f09398dd-4c3b-46c4-8a7b-5cb6596e9f25
437675,Bref Toilet Cleaner,Continental,Cleaning & Maintenance,5.05,3.79,10.64,43.87,5,each,2025-04-03,Surface Cleaners,bcdb1019-c806-4e03-84c6-c11ce7613136
886343,Surface Cleaners,Uncle Toby,Cleaning & Maintenance,3.23,13.53,59.8,11.6,5,Kg,2025-02-09,Surface Cleaners,42c566d8-5315-4be0-9ec0-57e7c9447af0
646664,Continental Cup A Soup,Uncle Toby,Pantry,4.83,6.58,4.8,27.12,1,Kg,2025-01-20,Condiments,fca32f99-979d-48c3-8f4e-25bf40fbd270
502902,Devondale Long Life Milk,Mainland,"Dairy, Eggs & Fridge",7.17,7.46,16.41,45.02,4,each,2025-03-07,Condiments,f79b3d45-3992-495a-b6b5-3bfd8d6b0a11
203432,Bref Toilet Cleaner,Mainland,Cleaning & Maintenance,7.63,7.85,30.94,21.16,5,Kg,2025-02-18,Surface Cleaners,776ee2cc-6e86-496d-9c14-92f759a7bd0a
965258,Maggi Mexican Nachos Recipe Base,Mainland,Pantry,1.14,4.32,6.04,30.08,2,Kg,2025-02-26,Beverages,64e9ba45-eac6-462b-8d42-6e7f05fd56a1
610016,Devondale Long Life Milk,Lindt,"Dairy, Eggs & Fridge",6.25,6.13,11.4,38.02,3,each,2025-02-18,Condiments,e769dd0c-81b0-43a3-b84e-246bdf32b374
184210,Old El Paso Mexican Burrito Tortillas,Continental,Pantry,5.1,12.88,46.83,9.1,4,L,2025-01-01,Snacks,fd0ed868-03ce-4244-b393-1c52c9ec905e
709145,Chobani Yogurt,Uncle Toby,"Dairy, Eggs & Fridge",6.62,10.67,18.32,14.13,2,Kg,2025-02-17,Condiments,82041f19-efc4-4604-941b-b38b30765836
309808,Maggi Mexican Nachos Recipe Base,Uncle Toby,Pantry,0.84,6.88,15.92,22.87,3,L,2025-03-27,Snacks,561a6408-a69e-4e03-8f17-7b823eff6aaa
447218,Lindt Excellence Chocolate,Lindt,Snacks & Confectionery,5.52,10.93,37.62,13.96,4,each,2025-03-02,Snacks,691d9402-f9d6-4f97-9b2a-570bd57401f7
168995,Surface Cleaners,McKenzie's,Cleaning & Maintenance,4.37,7.73,26.11,15.56,4,Kg,2025-03-21,Surface Cleaners,710bd0fe-53c3-4fa7-be9d-49924b4c1146
657975,Mainland Sweet Cinnamon Spreadable,Continental,"Dairy, Eggs & Fridge",2.92,10.78,26.84,17.02,3,Kg,2025-01-27,Condiments,ba931707-cc2d-44fc-942e-ad6019e43cd0
246341,Chobani Yogurt,Old El Paso,"Dairy, Eggs & Fridge",8.99,7.28,22.74,37.54,5,L,2025-03-05,Beverages,162ed19f-1f41-418a-a85b-5d9860bfc933
858841,Old El Paso Mexican Burrito Tortillas,Wonka,Pantry,5.09,7.79,18.93,39.24,4,each,2025-02-09,Snacks,06d955e7-968c-4c53-b558-74d259e9a9d2
825361,Chobani Yogurt,Lindt,"Dairy, Eggs & Fridge",4.78,12.49,24.48,34.66,3,Kg,2025-03-26,Beverages,16b719c7-e8a8-426e-a475-031458742019
639792,Surface Cleaners,Mainland,Cleaning & Maintenance,6.3,5.01,12.99,48.13,5,each,2025-03-19,Surface Cleaners,47d34109-cb1b-4310-8783-be1974b4c03a
419253,Surface Cleaners,Mainland,Cleaning & Maintenance,1.67,4.36,2.31,47.03,1,Kg,2025-02-21,Surface Cleaners,c2c7ff03-5b0a-4836-9a8c-b895897c8d77
353454,Lindt Excellence Chocolate,Old El Paso,Snacks & Confectionery,3.68,14.82,23.35,21.22,2,each,2025-01-26,Snacks,849c310b-3016-421b-a998-333dabd5d5f5
326550,Bref Toilet Cleaner,Old El Paso,Cleaning & Maintenance,8.25,12.88,61.2,4.97,5,Kg,2025-03-22,Surface Cleaners,35d00276-57d6-44b2-99cf-b654fe339ba4
289655,Sabco Kitchen Sponge Cloth,Sabco,Cleaning & Maintenance,6.39,11.16,20.58,38.53,3,each,2025-03-09,Surface Cleaners,28676283-4c40-489d-8e11-3b81f5bfc70b
362416,Old El Paso Mexican Burrito Tortillas,Wonka,Pantry,8.74,10.99,25.98,21.21,3,each,2025-02-19,Snacks,1d274d92-bf0b-48da-9c09-82494a8c0417
397347,Wonka Runts Fruit Candy,Wonka,Snacks & Confectionery,4.32,6.79,23.28,14.27,4,Kg,2025-02-14,Snacks,37991608-b61e-49e0-ba02-d553522541ce
820105,Old El Paso Mexican Burrito Tortillas,Continental,Pantry,8.09,10.98,21.37,35.11,3,Kg,2025-02-02,Beverages,1ef33147-2e68-4cc6-9189-442480da5c46
845969,Surface Cleaners,Mainland,Cleaning & Maintenance,7.32,7.62,13.62,10.61,2,each,2025-02-23,Surface Cleaners,7d189b97-8abe-4d49-a417-8ad714ab94eb
242999,Surface Cleaners,Continental,Cleaning & Maintenance,0.58,6.61,24.51,7.31,4,each,2025-01-26,Surface Cleaners,6e76a4d8-f3ee-4daa-9dfd-d496f6405040
487403,Old El Paso Mexican Burrito Tortillas,McKenzie's,Pantry,8.62,7.92,18.16,23.59,3,L,2025-02-14,Snacks,6e85c46a-e659-4266-867d-6bfe23702b55
930138,Devondale Long Life Milk,Old El Paso,"Dairy, Eggs & Fridge",8.97,12.85,9.73,24.3,1,Kg,2025-01-05,Condiments,f4998535-40a2-4c5e-971d-67fad80092fc
241588,Chobani Yogurt,Uncle Toby,"Dairy, Eggs & Fridge",2.6,14.75,21.64,26.66,2,Kg,2025-01-18,Condiments,a0532e9e-033e-4ddd-b87f-d3f07a539228
856791,Wonka Runts Fruit Candy,McKenzie's,Snacks & Confectionery,3.39,10.68,40.05,6.26,4,Kg,2025-03-20,Snacks,25b57428-789d-4ee0-83a5-fe119f2174e3
471890,Wonka Runts Fruit Candy,McKenzie's,Snacks & Confectionery,4.7,3.31,5.42,18.06,2,L,2025-01-24,Snacks,ecaca696-16ba-44ec-bdad-22aced08df95
970832,Old El Paso Mexican Burrito Tortillas,Wonka,Pantry,3.95,6.69,7.25,45.79,2,L,2025-03-14,Condiments,ce2f197f-d578-48c6-9e85-51a45b8e2ea9
322759,Old El Paso Mexican Burrito Tortillas,Sabco,Pantry,5.51,10.97,26.06,40.62,4,Kg,2025-03-14,Condiments,80bf9bb5-573c-44b7-8f0e-d43a0758999e
489916,Continental Cup A Soup,McKenzie's,Pantry,6.53,6.75,6.3,6.64,1,L,2025-01-18,Beverages,d844e00e-83e3-4be3-9759-baff4de210e3
218028,Chobani Yogurt,McKenzie's,"Dairy, Eggs & Fridge",2.47,4.02,6.16,23.38,2,L,2025-02-10,Condiments,1bc5238f-50a2-4006-97f2-48e9e5924a6b
504553,Black & Gold Creamed Corn,Lindt,Snacks & Confectionery,8.61,5.05,7.91,21.67,2,L,2025-02-06,Snacks,1338f2fe-aaf9-46a4-a90b-6ba7a55fb54c
631591,Surface Cleaners,Uncle Toby,Cleaning & Maintenance,8.2,10.93,18.05,17.45,2,Kg,2025-03-07,Surface Cleaners,a9c8affd-5a15-4284-827a-4fdf96683ed3
683373,Continental Cup A Soup,Lindt,Pantry,5.61,4.38,12.68,3.48,3,each,2025-01-10,Snacks,08cc460b-807f-4dc3-8bbb-8e0e86a7f9e3
584929,Wonka Runts Fruit Candy,Sabco,Snacks & Confectionery,4.18,5.86,16.24,30.73,4,L,2025-01-28,Snacks,8e3607a1-ea3f-4dbd-a7a2-8e165f104491
642875,Maggi Mexican Nachos Recipe Base,McKenzie's,Pantry,9.25,12.27,9.26,24.52,1,each,2025-01-17,Beverages,3a820ff7-038b-483e-98de-babb62b4372b
624535,Lindt Excellence Chocolate,Sabco,Snacks & Confectionery,3.79,7.82,30.28,22.55,5,L,2025-03-20,Snacks,8d1dd84d-efe8-42be-8167-5af2c4737f8d
507089,Bref Toilet Cleaner,Mainland,Cleaning & Maintenance,0.63,10.96,20.17,7.98,2,Kg,2025-02-10,Surface Cleaners,640f4982-3221-423f-ab85-58a89a9060eb
995221,Devondale Long Life Milk,McKenzie's,"Dairy, Eggs & Fridge",8.86,10.48,5.47,47.82,1,each,2025-02-14,Beverages,fa7e33c7-bb13-4e2e-8a7d-2476a6d88c34
581107,Surface Cleaners,Mainland,Cleaning & Maintenance,0.64,5.28,15.67,40.65,5,Kg,2025-01-31,Surface Cleaners,f0d6d8f4-5333-4471-b4bf-d65fb2d7b997
133621,Wonka Runts Fruit Candy,Wonka,Snacks & Confectionery,5.22,3.91,2.94,24.8,1,Kg,2025-01-16,Snacks,e29fc99b-c53c-40e6-8e6d-fe70ee451fcb
476037,Black & Gold Creamed Corn,Old El Paso,Snacks & Confectionery,3.23,4.29,10.32,19.81,3,L,2025-01-26,Snacks,f729e264-c435-45d0-95b6-72f4e9cabec4
864139,Old El Paso Mexican Burrito Tortillas,Lindt,Pantry,7.03,12.23,9.93,18.78,1,each,2025-03-02,Condiments,799beea6-5dfa-45a9-8b6e-c72498a2dbab
645948,Wonka Runts Fruit Candy,Wonka,Snacks & Confectionery,3.81,10.32,38.58,6.54,4,each,2025-03-24,Snacks,b07188d8-779c-46ad-9175-d903f99188ee
182452,Continental Cup A Soup,Uncle Toby,Pantry,7.11,14.57,57.81,20.65,5,each,2025-02-03,Snacks,84e64a85-b5f6-4c47-87ce-21fb7263d159
422707,Surface Cleaners,Continental,Cleaning & Maintenance,9.31,6.19,22.06,10.89,4,Kg,2025-04-04,Surface Cleaners,fb932325-8d65-4c25-9336-b688378c58a2
