unit price,best price ,date,transaction ID,quantity,store name,total,item name,discount,product code,category,customer ID,payment types,gender,location
0.31,0.1,23/4/2025,COL-D382956,1,Coles,0.1,Green's Gravy Granules for Roast Meat | 120g,0.4,7302779,Meat & Seafood,COL-512D1563AA,EFTPOS,Female,Melbourne
13.25,10.59,27/4/2025,COL-8766566,5,Coles,52.95,Coles Free Range Pork Leg Roast Boneless | approx 1.8kg,2.66,2741878,Meat & Seafood,COL-A4A8EE7E56,Credit card,Male,Sydney
14.08,13.43,11/4/2025,COL-5187651,1,Coles,13.43,Coles Free Range Pork Leg Roast Boneless | approx 1.8kg,0.65,2741878,Meat & Seafood,COL-6122F21697,Gift card,Female,Canberra
9.02,9.02,19/4/2025,COL-4172623,7,Coles,63.14,Coles Boneless Pork Shoulder Roast | approx 2.6kg,0,9413887,Meat & Seafood,COL-C5DA310D24,Credit card,Male,Canberra
17.33,14.33,12/4/2025,COL-8524745,4,Coles,57.32,Coles Finest Mixed Selection Sausage Pack | 500g,3,5928539,Meat & Seafood,COL-8326A1F869,Store card,Female,Hobart
20.75,17.68,12/4/2025,COL-2412828,2,Coles,35.36,Coles Pork Belly Roast Boneless | approx 1.3kg,3.07,2839581,Meat & Seafood,COL-A7E60B09D6,Credit card,Female,Melbourne
27.66,27.66,8/4/2025,COL-E540110,1,Coles,27.66,Cleaver's Organic Grass-Fed Premium Beef Mince | 500g,0,9224255,Meat & Seafood,COL-FB33BC6F23,Gift card,Male,Perth
26.09,20.53,23/4/2025,COL-6802173,6,Coles,123.18,The Bare Bird Chicken Thigh Fillets | 480g,5.56,7382548,Meat & Seafood,COL-5F4FAAF570,Gift card,Female,Canberra
30.81,26.88,28/4/2025,COL-8293020,4,Coles,107.52,Cleaver's Organic Grass-Fed Extra Lean Beef Mince | 500g,3.93,9223337,Meat & Seafood,COL-1A2F1B05AF,Gift card,Female,Melbourne
0.29,0.1,28/4/2025,COL-1196931,2,Coles,0.2,Green's Gravy Granules for Roast Meat | 120g,0.5,7302782,Meat & Seafood,COL-C5953721D8,EFTPOS,Male,Sydney
24.57,23.33,5/4/2025,COL-D458633,3,Coles,69.99,Cleaver's Organic Grass-Fed Premium Beef Mince | 500g,1.24,9224255,Meat & Seafood,COL-F395623532,Credit card,Female,Adelaide
9.19,6.98,26/4/2025,COL-9272525,6,Coles,41.88,Coles Lamb Leg Roast Half | approx 1.74kg,2.21,9246069,Meat & Seafood,COL-734E53CE0A,EFTPOS,Male,Adelaide
25.66,22.18,22/4/2025,COL-6466242,2,Coles,44.36,Coles Deli Thawed Raw Black Tiger Prawns | approx 250g,3.48,3954684,Meat & Seafood,COL-69660937F0,EFTPOS,Male,Sydney
14.24,10.34,7/4/2025,COL-D605020,1,Coles,10.34,Coles Finest Carbon Neutral Pork Leg Roast | approx 1kg,3.9,6409074,Meat & Seafood,COL-13817A2C1A,Cash,Female,Sydney
7.49,6.26,2/4/2025,COL-F661519,8,Coles,50.08,Coles Boneless Pork Leg Roast | approx 2.1kg,1.23,4174804,Meat & Seafood,COL-E3F831FD97,EFTPOS,Female,Adelaide
11.43,8.45,7/4/2025,COL-5830532,2,Coles,16.9,Coles Free Range Pork Leg Roast Boneless | approx 1.8kg,2.98,2741876,Meat & Seafood,COL-7FCC95B469,Store card,Female,Brisbane
28.83,22.84,27/4/2025,COL-D471921,2,Coles,45.68,Coles Deli Thawed Australian Cooked Black Tiger Prawns Large | approx 250g,5.99,9672962,Meat & Seafood,COL-A7E307CE60,Gift card,Female,Melbourne
8.09,5.93,19/4/2025,COL-C962994,2,Coles,11.86,The Bare Bird Whole Chicken | approx 1.6kg,2.16,3091127,Meat & Seafood,COL-839ACAA64B,EFTPOS,Male,Brisbane
0.33,0.1,21/4/2025,COL-0688155,7,Coles,0.7,Green's Gravy Granules for Roast Meat | 120g,0.41,7302778,Meat & Seafood,COL-32082587DA,EFTPOS,Male,Darwin
11.1,10,7/4/2025,COL-6181588,2,Coles,20,Coles Free Range Pork Leg Roast Boneless | approx 1.8kg,1.1,2741878,Meat & Seafood,COL-EAC57EDA26,Credit card,Female,Hobart
28.79,22.53,21/4/2025,COL-4439458,4,Coles,90.12,Coles Deli Thawed Australian Cooked Black Tiger Prawns Extra Large | approx 250g,6.26,2686695,Meat & Seafood,COL-061B4844B8,Credit card,Male,Brisbane
29.28,26.61,1/4/2025,COL-A114875,7,Coles,186.27,Coles Deli Thawed Australian Cooked Black Tiger Prawns Large | approx 250g,2.67,9672967,Meat & Seafood,COL-33BC2FD337,Store card,Male,Hobart
29.42,28.56,11/4/2025,COL-4580938,1,Coles,28.56,Coles Deli Thawed Australian Cooked Black Tiger Prawns Extra Large | approx 250g,0.86,2686697,Meat & Seafood,COL-F754446030,Gift card,Male,Perth
32.42,31.19,19/4/2025,COL-4623706,6,Coles,187.14,Coles Deli Thawed Australian Cooked Black Tiger Prawns Extra Large | approx 250g,1.23,2686698,Meat & Seafood,COL-D541142E5A,EFTPOS,Male,Sydney
29.99,27.21,4/4/2025,COL-A219125,3,Coles,81.63,Cleaver's Organic Grass-Fed Premium Beef Mince | 500g,2.78,9224265,Meat & Seafood,COL-A61A0CAE03,EFTPOS,Male,Canberra
26.76,23.17,25/4/2025,COL-D375568,4,Coles,92.68,The Bare Bird Chicken Thigh Fillets | 480g,3.59,7382547,Meat & Seafood,COL-7913A710A3,Credit card,Female,Sydney
20.07,18.16,6/4/2025,COL-0572445,2,Coles,36.32,The Bare Bird Chicken Breast Fillet | 600g,1.91,7362273,Meat & Seafood,COL-67CEC960F0,EFTPOS,Male,Sydney
0.36,0.1,19/4/2025,COL-4765104,4,Coles,0.4,Green's Gravy Granules for Roast Meat | 120g,0.38,7302777,Meat & Seafood,COL-9B6C913F6F,Credit card,Female,Adelaide
28.96,26.41,12/4/2025,COL-E769952,2,Coles,52.82,Coles Deli Thawed Australian Cooked Black Tiger Prawns Large | approx 250g,2.55,9672963,Meat & Seafood,COL-FB5BCEDD74,Gift card,Male,Canberra
31.76,28.47,18/4/2025,COL-3138258,1,Coles,28.47,Cleaver's Organic Grass-Fed Extra Lean Beef Mince | 500g,3.29,9223342,Meat & Seafood,COL-CF1A607F21,EFTPOS,Female,Melbourne
23.44,20.23,3/4/2025,COL-6881931,8,Coles,161.84,Coles Deli Thawed Raw Black Tiger Prawns | approx 250g,3.21,3954676,Meat & Seafood,COL-63E295AF00,EFTPOS,Female,Adelaide
15.49,13.34,1/4/2025,COL-6540586,1,Coles,13.34,Coles RSPCA Approved Chicken Breast Schnitzel Plain Crumb | 600g,2.15,5969867,Meat & Seafood,COL-6C8C12B43B,Credit card,Female,Sydney
9.42,8.05,27/4/2025,COL-5730134,6,Coles,48.3,The Bare Bird Whole Chicken | approx 1.6kg,1.37,3091134,Meat & Seafood,COL-6CE17A4413,Store card,Female,Melbourne
27.2,20.66,7/4/2025,COL-C326636,1,Coles,20.66,The Bare Bird Chicken Tenderloins | 480g,6.54,7382530,Meat & Seafood,COL-1D791C00B1,Credit card,Female,Sydney
16.08,15.38,25/4/2025,COL-B319952,2,Coles,30.76,Coles Finest Carbon Neutral Pork Leg Roast | approx 1kg,0.7,6409080,Meat & Seafood,COL-2EDF372BF0,EFTPOS,Female,Brisbane
9.94,7.22,30/4/2025,COL-6812641,6,Coles,43.32,The Bare Bird Chicken Drumsticks | 460g,2.72,7382496,Meat & Seafood,COL-E8352A4B95,EFTPOS,Male,Sydney
10.91,10.91,6/4/2025,COL-0488241,2,Coles,21.82,Coles Boneless Pork Shoulder Roast | approx 2.6kg,0,9413888,Meat & Seafood,COL-04315F7100,EFTPOS,Female,Canberra
0.35,0.1,7/4/2025,COL-B116977,7,Coles,0.7,Green's Gravy Granules for Roast Meat | 120g,0.28,7302779,Meat & Seafood,COL-2AE7B29C46,Credit card,Female,Perth
20.72,16.25,20/4/2025,COL-9421876,3,Coles,48.75,The Bare Bird Chicken Breast Fillet | 600g,4.47,7362270,Meat & Seafood,COL-BE263DE6E1,Gift card,Male,Melbourne
16.79,13.37,29/4/2025,COL-3833287,2,Coles,26.74,Coles Finest Carbon Neutral Pork Leg Roast | approx 1kg,3.42,6409075,Meat & Seafood,COL-B7166E2FD4,EFTPOS,Female,Melbourne
0.32,0.1,27/4/2025,COL-F780433,4,Coles,0.4,Green's Gravy Granules for Roast Meat | 120g,0.4,7302780,Meat & Seafood,COL-A747526F56,Store card,Female,Perth
15.69,13.04,14/4/2025,COL-E534166,2,Coles,26.08,Coles Finest Mixed Selection Sausage Pack | 500g,2.65,5928535,Meat & Seafood,COL-86B3E16137,Store card,Female,Hobart
16.01,14.52,24/4/2025,COL-D468814,2,Coles,29.04,Coles RSPCA Approved Chicken Breast Schnitzel Plain Crumb | 600g,1.49,5969875,Meat & Seafood,COL-9DC6CDEF95,Store card,Male,Canberra
34.8,31.12,4/4/2025,COL-B968415,5,Coles,155.6,Coles Deli Thawed Australian Cooked Black Tiger Prawns Large | approx 250g,3.68,9672961,Meat & Seafood,COL-938A6B1196,EFTPOS,Female,Brisbane
34.26,29.49,30/4/2025,COL-D648583,2,Coles,58.98,Coles Deli Thawed Australian Cooked Black Tiger Prawns Extra Large | approx 250g,4.77,2686702,Meat & Seafood,COL-919A3884AA,Gift card,Female,Melbourne
10.33,8.52,29/4/2025,COL-A218887,2,Coles,17.04,Coles Boneless Pork Shoulder Roast | approx 2.6kg,1.81,9413890,Meat & Seafood,COL-5668862320,Gift card,Female,Darwin
31.93,31.93,4/4/2025,COL-5581111,6,Coles,191.58,Coles Deli Thawed Australian Cooked Black Tiger Prawns Large | approx 250g,0,9672965,Meat & Seafood,COL-C77C2A435E,EFTPOS,Female,Hobart
31.28,29.95,8/4/2025,COL-D491246,6,Coles,179.7,Cleaver's Organic Grass-Fed Premium Beef Mince | 500g,1.33,9224256,Meat & Seafood,COL-F879029059,Store card,Female,Perth
0.31,0.1,3/4/2025,COL-5679604,3,Coles,0.3,Green's Gravy Granules for Roast Meat | 120g,0.38,7302782,Meat & Seafood,COL-C638C3B246,Credit card,Female,Melbourne
15.17,10.97,7/4/2025,COL-5669128,3,Coles,32.91,Coles Finest Mixed Selection Sausage Pack | 500g,4.2,5928536,Meat & Seafood,COL-48C2D1BAED,Credit card,Female,Melbourne
11.32,11.32,25/4/2025,COL-D500098,4,Coles,45.28,Coles Free Range Pork Leg Roast Boneless | approx 1.8kg,0,2741879,Meat & Seafood,COL-E0AF29F695,EFTPOS,Male,Adelaide
26.18,20.26,11/4/2025,COL-9986142,3,Coles,60.78,Cleaver's Organic Grass-Fed Premium Beef Mince | 500g,5.92,9224257,Meat & Seafood,COL-093A0C20A2,Cash,Female,Canberra
17.51,13.05,3/4/2025,COL-D764909,3,Coles,39.15,Coles Pork Belly Roast Boneless | approx 1.3kg,4.46,2839583,Meat & Seafood,COL-3FFF16238C,Store card,Male,Sydney
6.64,5.97,9/4/2025,COL-9836197,10,Coles,59.7,Coles Boneless Pork Leg Roast | approx 2.1kg,0.67,4174803,Meat & Seafood,COL-8EB41085F3,Store card,Female,Adelaide
28.16,23.6,30/4/2025,COL-3191876,1,Coles,23.6,Cleaver's Organic Grass-Fed Premium Beef Mince | 500g,4.56,9224260,Meat & Seafood,COL-D6D8B180F0,Credit card,Female,Adelaide
13.79,10.68,19/4/2025,COL-3193992,4,Coles,42.72,Coles Finest Mixed Selection Sausage Pack | 500g,3.11,5928538,Meat & Seafood,COL-FD197591C0,EFTPOS,Female,Adelaide
14.28,12.97,12/4/2025,COL-0746195,7,Coles,90.79,Coles Finest Mixed Selection Sausage Pack | 500g,1.31,5928535,Meat & Seafood,COL-1711BA8782,EFTPOS,Female,Hobart
7.13,5.17,5/4/2025,COL-D208711,4,Coles,20.68,Coles Boneless Pork Leg Roast | approx 2.1kg,1.96,4174799,Meat & Seafood,COL-D85D7A4F7D,Gift card,Female,Hobart
8.56,6.36,30/4/2025,COL-F886372,7,Coles,44.52,Coles Boneless Pork Shoulder Roast | approx 2.6kg,2.2,9413885,Meat & Seafood,COL-0A63404424,Credit card,Female,Canberra
9.15,9.15,25/4/2025,COL-3764299,2,Coles,18.3,The Bare Bird Whole Chicken | approx 1.6kg,0,3091136,Meat & Seafood,COL-7641E12FCF,EFTPOS,Female,Darwin
11.68,10.06,7/4/2025,COL-E627812,2,Coles,20.12,Coles Free Range Pork Leg Roast Boneless | approx 1.8kg,1.62,2741876,Meat & Seafood,COL-CB20BB7F7A,Cash,Female,Perth
19.63,19.63,2/4/2025,COL-1800144,7,Coles,137.41,Coles RSPCA Approved Chicken Breast Schnitzel Plain Crumb | 600g,0,5969868,Meat & Seafood,COL-B2B8DC2318,Gift card,Female,Sydney
11.62,10.79,2/4/2025,COL-9993077,2,Coles,21.58,Coles Free Range Pork Leg Roast Boneless | approx 1.8kg,0.83,2741880,Meat & Seafood,COL-45B1EBBEFC,Gift card,Male,Brisbane
11.64,9.73,3/4/2025,COL-D322162,5,Coles,48.65,The Bare Bird Chicken Drumsticks | 460g,1.91,7382502,Meat & Seafood,COL-3092E7A17D,EFTPOS,Male,Sydney
20.27,18.81,17/4/2025,COL-7914617,1,Coles,18.81,The Bare Bird Chicken Breast Fillet | 600g,1.46,7362270,Meat & Seafood,COL-547F43B752,Cash,Male,Canberra
11.6,11.6,28/4/2025,COL-E678381,5,Coles,58,The Bare Bird Chicken Drumsticks | 460g,0,7382496,Meat & Seafood,COL-9E8FBC7DB8,Gift card,Male,Hobart
27.49,25.14,14/4/2025,COL-C220063,3,Coles,75.42,Cleaver's Organic Grass-Fed Premium Beef Mince | 500g,2.35,9224257,Meat & Seafood,COL-5A1C771F4B,Gift card,Female,Hobart
29.46,24.28,26/4/2025,COL-6997940,2,Coles,48.56,Coles Deli Thawed Raw Black Tiger Prawns | approx 250g,5.18,3954679,Meat & Seafood,COL-BCF9D9D10F,Cash,Male,Adelaide
20.72,16.11,13/4/2025,COL-F230485,3,Coles,48.33,The Bare Bird Chicken Breast Fillet | 600g,4.61,7362272,Meat & Seafood,COL-64A1E9F5D8,Cash,Female,Melbourne
21.65,21.09,21/4/2025,COL-B932308,4,Coles,84.36,The Bare Bird Chicken Breast Fillet | 600g,0.56,7362280,Meat & Seafood,COL-8469FA3B15,Credit card,Female,Sydney
9.37,8.72,22/4/2025,COL-E532993,1,Coles,8.72,The Bare Bird Whole Chicken | approx 1.6kg,0.65,3091133,Meat & Seafood,COL-9BC33341A2,Credit card,Female,Hobart
10.32,8.91,5/4/2025,COL-C107974,4,Coles,35.64,Coles Lamb Leg Roast Half | approx 1.74kg,1.41,9246066,Meat & Seafood,COL-AED1F48B4C,Store card,Male,Perth
27.28,19.1,10/4/2025,COL-B920192,3,Coles,57.3,The Bare Bird Chicken Tenderloins | 480g,8.18,7382534,Meat & Seafood,COL-29A3B2A047,EFTPOS,Male,Brisbane
9.31,7.75,19/4/2025,COL-7632216,2,Coles,15.5,Coles Boneless Pork Shoulder Roast | approx 2.6kg,1.56,9413888,Meat & Seafood,COL-84394B86F1,Credit card,Male,Adelaide
9.69,8.07,2/4/2025,COL-9380608,5,Coles,40.35,Coles Lamb Leg Roast Half | approx 1.74kg,1.62,9246073,Meat & Seafood,COL-AEA1BDB178,Store card,Male,Perth
30.41,28.87,10/4/2025,COL-8422328,2,Coles,57.74,Coles Deli Thawed Australian Cooked Black Tiger Prawns Large | approx 250g,1.54,9672962,Meat & Seafood,COL-98D954FC23,Credit card,Female,Brisbane
10.91,8.88,16/4/2025,COL-D806007,2,Coles,17.76,The Bare Bird Chicken Drumsticks | 460g,2.03,7382495,Meat & Seafood,COL-A5E3C67A61,Credit card,Female,Darwin
10,8.67,30/4/2025,COL-7104359,3,Coles,26.01,The Bare Bird Chicken Drumsticks | 460g,1.33,7382492,Meat & Seafood,COL-3E94220A6C,EFTPOS,Male,Sydney
28.19,24.29,13/4/2025,COL-D134261,4,Coles,97.16,Cleaver's Organic Grass-Fed Extra Lean Beef Mince | 500g,3.9,9223339,Meat & Seafood,COL-9DC38505C7,Credit card,Male,Perth
29.5,26.22,25/4/2025,COL-0127521,8,Coles,209.76,The Bare Bird Chicken Tenderloins | 480g,3.28,7382533,Meat & Seafood,COL-BD84BA2B78,Store card,Female,Perth
12.11,8.98,12/4/2025,COL-4928909,1,Coles,8.98,Coles Free Range Pork Leg Roast Boneless | approx 1.8kg,3.13,2741878,Meat & Seafood,COL-40FCA50A33,Cash,Female,Melbourne
32.8,24.89,24/4/2025,COL-B981610,2,Coles,49.78,Cleaver's Organic Grass-Fed Extra Lean Beef Mince | 500g,7.91,9223339,Meat & Seafood,COL-34F99B57C7,Store card,Female,Hobart
13.95,10.18,18/4/2025,COL-A451367,1,Coles,10.18,Coles Free Range Pork Leg Roast Boneless | approx 1.8kg,3.77,2741879,Meat & Seafood,COL-6F18604BD2,Store card,Male,Adelaide
7.45,6.66,27/4/2025,COL-5699982,5,Coles,33.3,Coles Boneless Pork Leg Roast | approx 2.1kg,0.79,4174794,Meat & Seafood,COL-6DE6B716D6,Credit card,Female,Perth
16.34,15.04,12/4/2025,COL-D353578,3,Coles,45.12,Coles Pork Belly Roast Boneless | approx 1.3kg,1.3,2839583,Meat & Seafood,COL-0F72D6BBE4,EFTPOS,Female,Adelaide
25.98,25.09,18/4/2025,COL-C302019,5,Coles,125.45,The Bare Bird Chicken Tenderloins | 480g,0.89,7382533,Meat & Seafood,COL-1B91E60EA0,Gift card,Male,Canberra
34.47,34.47,19/4/2025,COL-C968797,2,Coles,68.94,Coles Deli Thawed Australian Cooked Black Tiger Prawns Large | approx 250g,0,9672960,Meat & Seafood,COL-8CCE3AA6C6,Store card,Male,Canberra
20.85,16.22,12/4/2025,COL-1940257,6,Coles,97.32,Coles Deli Thawed Australian MSC Raw Banana Prawns | approx 250g,4.63,8836817,Meat & Seafood,COL-0EFB88BA71,Credit card,Male,Sydney
6.15,5.21,4/4/2025,COL-D235130,3,Coles,15.63,Coles Boneless Pork Leg Roast | approx 2.1kg,0.94,4174804,Meat & Seafood,COL-055437A731,Gift card,Female,Canberra
26.75,21.72,3/4/2025,COL-C863481,8,Coles,173.76,The Bare Bird Chicken Tenderloins | 480g,5.03,7382528,Meat & Seafood,COL-44159921DB,Cash,Female,Brisbane
21.82,15.41,1/4/2025,COL-5522700,1,Coles,15.41,Coles Deli Thawed Australian MSC Raw Banana Prawns | approx 250g,6.41,8836819,Meat & Seafood,COL-C8FF042DE0,Credit card,Female,Canberra
23.69,18.95,26/4/2025,COL-A642404,3,Coles,56.85,The Bare Bird Chicken Thigh Fillets | 480g,4.74,7382546,Meat & Seafood,COL-4DD8B909EE,Credit card,Female,Brisbane
8.02,6.95,6/4/2025,COL-5558648,5,Coles,34.75,Coles Lamb Leg Roast Half | approx 1.74kg,1.07,9246071,Meat & Seafood,COL-FD57C34A58,Credit card,Female,Sydney
32.45,22.77,6/4/2025,COL-7204415,4,Coles,91.08,Coles Deli Thawed Australian Cooked Black Tiger Prawns Extra Large | approx 250g,9.68,2686701,Meat & Seafood,COL-4B7C7B4B63,Credit card,Female,Darwin
0.32,0.1,22/4/2025,COL-4628751,1,Coles,0.1,Green's Gravy Granules for Roast Meat | 120g,0.36,7302779,Meat & Seafood,COL-8520D596F2,Gift card,Female,Adelaide
14.63,11.09,9/4/2025,COL-3762113,9,Coles,99.81,Coles Finest Carbon Neutral Pork Leg Roast | approx 1kg,3.54,6409073,Meat & Seafood,COL-A2C5637150,Cash,Male,Brisbane
12.19,9.01,14/4/2025,COL-C983981,2,Coles,18.02,The Bare Bird Chicken Drumsticks | 460g,3.18,7382492,Meat & Seafood,COL-12C044825D,Store card,Male,Sydney
27.16,22.15,4/4/2025,COL-8978012,2,Coles,44.3,The Bare Bird Chicken Tenderloins | 480g,5.01,7382532,Meat & Seafood,COL-86DD23965D,Gift card,Female,Perth
33.03,23.79,29/4/2025,COL-5438065,3,Coles,71.37,Cleaver's Organic Grass-Fed Extra Lean Beef Mince | 500g,9.24,9223335,Meat & Seafood,COL-A21C2E5237,Store card,Male,Hobart
19.81,15.56,26/4/2025,COL-6197784,3,Coles,46.68,Coles RSPCA Approved Chicken Breast Schnitzel Plain Crumb | 600g,4.25,5969868,Meat & Seafood,COL-07C002AE7B,EFTPOS,Male,Canberra
27.23,24.33,26/4/2025,COL-2126885,5,Coles,121.65,Coles Deli Thawed Australian Cooked Black Tiger Prawns Extra Large | approx 250g,2.9,2686696,Meat & Seafood,COL-16BCE18F1C,Store card,Female,Perth
7.9,7.08,12/4/2025,COL-D112098,2,Coles,14.16,The Bare Bird Whole Chicken | approx 1.6kg,0.82,3091130,Meat & Seafood,COL-47DBDBEF15,Gift card,Female,Sydney
27.76,20.45,23/4/2025,COL-4129169,3,Coles,61.35,Cleaver's Organic Grass-Fed Extra Lean Beef Mince | 500g,7.31,9223335,Meat & Seafood,COL-3828BDC324,Gift card,Female,Perth
32.43,31.53,4/4/2025,COL-2699569,3,Coles,94.59,Coles Deli Thawed Australian Cooked Black Tiger Prawns Extra Large | approx 250g,0.9,2686701,Meat & Seafood,COL-E8C1634289,Credit card,Female,Adelaide
17.89,12.6,1/4/2025,COL-C126518,2,Coles,25.2,Coles Deli Thawed Australian MSC Raw Banana Prawns | approx 250g,5.29,8836819,Meat & Seafood,COL-B1237C94A3,EFTPOS,Male,Hobart
11.93,9.48,1/4/2025,COL-4575745,8,Coles,75.84,Coles Free Range Pork Leg Roast Boneless | approx 1.8kg,2.45,2741876,Meat & Seafood,COL-5BA6C92B4C,EFTPOS,Male,Perth
9.12,8.1,17/4/2025,COL-B295617,7,Coles,56.7,Coles Boneless Pork Shoulder Roast | approx 2.6kg,1.02,9413886,Meat & Seafood,COL-63D11F5E4B,Gift card,Female,Hobart
27.99,23.64,13/4/2025,COL-7784219,3,Coles,70.92,Cleaver's Organic Grass-Fed Premium Beef Mince | 500g,4.35,9224263,Meat & Seafood,COL-A94778702C,EFTPOS,Female,Canberra
33.4,31.3,15/4/2025,COL-7411345,1,Coles,31.3,Coles Deli Thawed Australian Cooked Black Tiger Prawns Large | approx 250g,2.1,9672963,Meat & Seafood,COL-986517850C,Credit card,Male,Perth
27.87,22.46,1/4/2025,COL-6661425,8,Coles,179.68,Cleaver's Organic Grass-Fed Extra Lean Beef Mince | 500g,5.41,9223334,Meat & Seafood,COL-10CE031FAE,Store card,Female,Sydney
7.91,5.71,12/4/2025,COL-7861593,1,Coles,5.71,Coles Lamb Leg Roast Half | approx 1.74kg,2.2,9246071,Meat & Seafood,COL-CF06B7F717,EFTPOS,Female,Melbourne
27.11,23.26,21/4/2025,COL-C907814,2,Coles,46.52,Cleaver's Organic Grass-Fed Extra Lean Beef Mince | 500g,3.85,9223334,Meat & Seafood,COL-B223EF2B0F,Credit card,Female,Brisbane
28.24,22.28,13/4/2025,COL-8791281,1,Coles,22.28,Coles Deli Thawed Australian Cooked Black Tiger Prawns Large | approx 250g,5.96,9672963,Meat & Seafood,COL-7ABB6C2132,Gift card,Female,Melbourne
25.67,24.64,22/4/2025,COL-1388321,1,Coles,24.64,The Bare Bird Chicken Tenderloins | 480g,1.03,7382529,Meat & Seafood,COL-34BC6DD2E8,Credit card,Male,Canberra
30.83,30.83,6/4/2025,COL-2250753,6,Coles,184.98,Coles Deli Thawed Australian Cooked Black Tiger Prawns Extra Large | approx 250g,0,2686694,Meat & Seafood,COL-20624C7242,Credit card,Female,Sydney
22.89,16.85,25/4/2025,COL-0769396,4,Coles,67.4,Coles Deli Thawed Australian MSC Raw Banana Prawns | approx 250g,6.04,8836822,Meat & Seafood,COL-9EB297C275,Credit card,Female,Darwin
31.83,31.22,17/4/2025,COL-3216320,9,Coles,280.98,Coles Deli Thawed Australian Cooked Black Tiger Prawns Extra Large | approx 250g,0.61,2686696,Meat & Seafood,COL-8D74B5A377,Credit card,Male,Sydney
24.01,17.5,6/4/2025,COL-E724840,2,Coles,35,The Bare Bird Chicken Breast Fillet | 600g,6.51,7362272,Meat & Seafood,COL-3840C655B8,EFTPOS,Female,Perth
0.28,0.1,6/4/2025,COL-3212278,3,Coles,0.3,Green's Gravy Granules for Roast Meat | 120g,0.45,7302784,Meat & Seafood,COL-3DB72D8BF6,Store card,Male,Brisbane
17.25,14.87,19/4/2025,COL-4396183,9,Coles,133.83,Coles RSPCA Approved Chicken Breast Schnitzel Plain Crumb | 600g,2.38,5969872,Meat & Seafood,COL-BBE75C1826,EFTPOS,Female,Melbourne
30.03,27.85,25/4/2025,COL-8289401,6,Coles,167.1,Coles Deli Thawed Australian Cooked Black Tiger Prawns Large | approx 250g,2.18,9672965,Meat & Seafood,COL-10AC350FA6,Credit card,Female,Perth
27.48,21.01,12/4/2025,COL-2181140,5,Coles,105.05,The Bare Bird Chicken Tenderloins | 480g,6.47,7382531,Meat & Seafood,COL-A2C720F3DC,Credit card,Male,Adelaide
18.1,16.12,7/4/2025,COL-F985652,1,Coles,16.12,Coles Finest Mixed Selection Sausage Pack | 500g,1.98,5928537,Meat & Seafood,COL-F98F1CA6D1,EFTPOS,Female,Canberra
9.55,7.19,26/4/2025,COL-B979037,5,Coles,35.95,Coles Lamb Leg Roast Half | approx 1.74kg,2.36,9246072,Meat & Seafood,COL-35F6C89314,EFTPOS,Female,Brisbane
21.53,15.54,20/4/2025,COL-6509783,2,Coles,31.08,The Bare Bird Chicken Breast Fillet | 600g,5.99,7362273,Meat & Seafood,COL-D7D8175B43,Credit card,Female,Darwin
11.14,8.08,13/4/2025,COL-3614889,3,Coles,24.24,Coles Free Range Pork Leg Roast Boneless | approx 1.8kg,3.06,2741878,Meat & Seafood,COL-47CFA9BCD5,Credit card,Female,Sydney
33.53,31.72,14/4/2025,COL-0533843,4,Coles,126.88,Cleaver's Organic Grass-Fed Extra Lean Beef Mince | 500g,1.81,9223340,Meat & Seafood,COL-3927130053,Credit card,Female,Canberra
26.59,22.23,5/4/2025,COL-2610150,4,Coles,88.92,The Bare Bird Chicken Tenderloins | 480g,4.36,7382536,Meat & Seafood,COL-7FC3D2B297,Credit card,Female,Perth
25.24,18.41,19/4/2025,COL-2320511,5,Coles,92.05,Coles Deli Thawed Raw Black Tiger Prawns | approx 250g,6.83,3954679,Meat & Seafood,COL-55504D15CA,Credit card,Female,Perth
9.58,8.79,10/4/2025,COL-D493482,4,Coles,35.16,Coles Lamb Leg Roast Half | approx 1.74kg,0.79,9246070,Meat & Seafood,COL-C04CE06DFF,Store card,Female,Adelaide
7.9,7.31,30/4/2025,COL-A764327,1,Coles,7.31,Coles Boneless Pork Leg Roast | approx 2.1kg,0.59,4174797,Meat & Seafood,COL-244F39380E,Credit card,Male,Sydney
7.2,5.83,14/4/2025,COL-E947825,3,Coles,17.49,Coles Boneless Pork Leg Roast | approx 2.1kg,1.37,4174802,Meat & Seafood,COL-946E40FFE4,Credit card,Male,Melbourne
11.33,8.81,14/4/2025,COL-5288540,4,Coles,35.24,Coles Free Range Pork Leg Roast Boneless | approx 1.8kg,2.52,2741872,Meat & Seafood,COL-04EF4DED7C,EFTPOS,Male,Perth
0.37,0.1,17/4/2025,COL-9110632,2,Coles,0.2,Green's Gravy Granules for Roast Meat | 120g,0.32,7302780,Meat & Seafood,COL-772864E814,EFTPOS,Female,Melbourne
30.13,30.13,27/4/2025,COL-5791710,2,Coles,60.26,Cleaver's Organic Grass-Fed Extra Lean Beef Mince | 500g,0,9223335,Meat & Seafood,COL-9A74203E35,EFTPOS,Female,Brisbane
15.44,11.32,24/4/2025,COL-1222900,1,Coles,11.32,Coles Finest Mixed Selection Sausage Pack | 500g,4.12,5928533,Meat & Seafood,COL-F98F532975,Credit card,Male,Sydney
0.36,0.1,13/4/2025,COL-A463629,3,Coles,0.3,Green's Gravy Granules for Roast Meat | 120g,0.34,7302784,Meat & Seafood,COL-6BEA9C2E54,Gift card,Female,Brisbane
