_id,product_code,category,item_name,item_price,best_price,unit_price,special_text,promo_text,image,link
68a1c07f9a405c5476087c49,527298,N/A,Bega Cream Cheese Spread Original 250 Gram,1.60,4.00,per 100g,N/A,N/A,"https://cdn.metcash.media/image/upload/f_auto,c_limit,w_300,q_auto/igashop/images/527298",https://www.igashop.com.au/product/bega-cream-cheese-spread-original-527298
68a1c07f9a405c5476087c4a,34520,N/A,Bega Easy Melt Colby Natural Cheese Slices 15 Pack,N/A,6.50,$0.43 each,Special,N/A,"https://cdn.metcash.media/image/upload/f_auto,c_limit,w_300,q_auto/igashop/images/34520",https://www.igashop.com.au/product/bega-easy-melt-colby-natural-cheese-slices-34520
68a1c07f9a405c5476087c4b,101238,N/A,Bega Farmer's Tasty Cheese Family Value Pack 1 Kilogram,15.30,15.30,per kg,Special,N/A,"https://cdn.metcash.media/image/upload/f_auto,c_limit,w_300,q_auto/igashop/images/101238",https://www.igashop.com.au/product/bega-farmers-tasty-cheese-family-value-pack-101238
68a1c07f9a405c5476087c4c,112580,N/A,Bega Farmers' Tasty Cheese 250 Gram,2.40,6.00,per 100g,20% Off,N/A,"https://cdn.metcash.media/image/upload/f_auto,c_limit,w_300,q_auto/igashop/images/112580",https://www.igashop.com.au/product/bega-farmers-tasty-cheese-112580
68a1c07f9a405c5476087c4d,190000005273,N/A,Bega Farmers' Tasty Cheese Lactose Free 15 Pack,N/A,6.50,$0.43 each,Special,N/A,"https://cdn.metcash.media/image/upload/f_auto,c_limit,w_300,q_auto/igashop/images/190000005273",https://www.igashop.com.au/product/bega-farmers-tasty-cheese-lactose-free-190000005273
68a1c07f9a405c5476087c4e,160000011854,N/A,Bega Farmers' Tasty Natural Cheese Slices 45 Pack,N/A,14.00,$0.31 each,Special,N/A,"https://cdn.metcash.media/image/upload/f_auto,c_limit,w_300,q_auto/igashop/images/160000011854",https://www.igashop.com.au/product/bega-farmers-tasty-natural-cheese-slices-160000011854
68a1c07f9a405c5476087c4f,180648,N/A,Bega Farmers' Tasty Natural Cheese Slices 250 Gram,2.60,6.50,per 100g,Special,N/A,"https://cdn.metcash.media/image/upload/f_auto,c_limit,w_300,q_auto/igashop/images/180648",https://www.igashop.com.au/product/bega-farmers-tasty-natural-cheese-slices-180648
68a1c07f9a405c5476087c50,180643,N/A,Bega Light Vintage 25% Reduced Fat Cheese 15 Pack 250 Gram,2.60,6.50,per 100g,Special,N/A,"https://cdn.metcash.media/image/upload/f_auto,c_limit,w_300,q_auto/igashop/images/180643",https://www.igashop.com.au/product/bega-light-vintage-25-reduced-fat-cheese-15-pack-180643
68a1c0839a405c5476087c51,734531,N/A,Bega Snacking Colby Cheese & Crackers 38 Gram,6.58,2.50,per 100g,Special,N/A,"https://cdn.metcash.media/image/upload/f_auto,c_limit,w_300,q_auto/igashop/images/734531",https://www.igashop.com.au/product/bega-snacking-colby-cheese-crackers-734531
68a1c0839a405c5476087c52,734507,N/A,Bega Snacking Strong & Bitey Vintage Cheese & Crackers 38 Gram,6.58,2.50,per 100g,Special,N/A,"https://cdn.metcash.media/image/upload/f_auto,c_limit,w_300,q_auto/igashop/images/734507",https://www.igashop.com.au/product/bega-snacking-strong-bitey-vintage-cheese-crackers-734507
68a1c0839a405c5476087c53,180000005610,N/A,Bega Snacking Strong & Bitey Vintage Cheese & Crackers Multipack 28 Gram,20.00,5.60,per 100g,20% Off,N/A,"https://cdn.metcash.media/image/upload/f_auto,c_limit,w_300,q_auto/igashop/images/180000005610",https://www.igashop.com.au/product/bega-snacking-strong-bitey-vintage-cheese-crackers-multipack-180000005610
68a1c0839a405c5476087c54,735341,N/A,Bega Snacking Tasty Cheese & Crackers 38 Gram,6.58,2.50,per 100g,Special,N/A,"https://cdn.metcash.media/image/upload/f_auto,c_limit,w_300,q_auto/igashop/images/735341",https://www.igashop.com.au/product/bega-snacking-tasty-cheese-crackers-735341
68a1c0839a405c5476087c55,751923,N/A,Bega Snacking Tasty Cheese & Crackers Multipack 112 Gram,4.99,5.59,per 100g,20% Off,N/A,"https://cdn.metcash.media/image/upload/f_auto,c_limit,w_300,q_auto/igashop/images/751923",https://www.igashop.com.au/product/bega-snacking-tasty-cheese-crackers-multipack-751923
68a1c0839a405c5476087c56,101322,N/A,Bega Stringers Peelable Cheese 12 Pack,N/A,8.09,$0.67 each,Special,N/A,"https://cdn.metcash.media/image/upload/f_auto,c_limit,w_300,q_auto/igashop/images/101322",https://www.igashop.com.au/product/bega-stringers-peelable-cheese-101322
68a1c0839a405c5476087c57,112598,N/A,Bega Strong & Bitey Vintage Cheese 250 Gram,2.40,6.00,per 100g,20% Off,N/A,"https://cdn.metcash.media/image/upload/f_auto,c_limit,w_300,q_auto/igashop/images/112598",https://www.igashop.com.au/product/bega-strong-bitey-vintage-cheese-112598
68a1c0839a405c5476087c58,180651,N/A,Bega Strong & Bitey Vintage Natural Cheese 15 Slices 250 Gram,2.60,6.50,per 100g,Special,N/A,"https://cdn.metcash.media/image/upload/f_auto,c_limit,w_300,q_auto/igashop/images/180651",https://www.igashop.com.au/product/bega-strong-bitey-vintage-natural-cheese-15-slices-180651
68a1c0839a405c5476087c59,180000006556,N/A,Bega Whipped Peanut Butter 600 Gram,1.13,6.80,per 100g,Special,N/A,"https://cdn.metcash.media/image/upload/f_auto,c_limit,w_300,q_auto/igashop/images/180000006556",https://www.igashop.com.au/product/bega-whipped-peanut-butter-180000006556
68a1c0839a405c5476087c5a,995514,N/A,Bella Terra 3 Cheese Arancini 200 Gram,3.50,7.00,per 100g,Special,N/A,https://www.igashop.com.au/static/default-product-image.png,https://www.igashop.com.au/product/bella-terra-3-cheese-arancini-995514
68a1c0839a405c5476087c5b,995441,N/A,Bella Terra Bolognese Arancini 200 Gram,3.50,7.00,per 100g,Special,N/A,https://www.igashop.com.au/static/default-product-image.png,https://www.igashop.com.au/product/bella-terra-bolognese-arancini-995441
68a1c0839a405c5476087c5c,968368,N/A,Bellamy's Organic Apple & Fig Oatmeal 120 Gram,1.50,1.80,per 100g,20% Off,N/A,"https://cdn.metcash.media/image/upload/f_auto,c_limit,w_300,q_auto/igashop/images/968368",https://www.igashop.com.au/product/bellamys-organic-apple-fig-oatmeal-968368
68a1c0839a405c5476087c5d,968499,N/A,Bellamy's Organic Baby Rice With Prebiotic 125 Gram,2.80,3.50,per 100g,20% Off,N/A,"https://cdn.metcash.media/image/upload/f_auto,c_limit,w_300,q_auto/igashop/images/968499",https://www.igashop.com.au/product/bellamys-organic-baby-rice-with-prebiotic-968499
68a1c0839a405c5476087c5e,968397,N/A,Bellamy's Organic Banana Custard With Flaxseed 120 Gram,1.50,1.80,per 100g,20% Off,N/A,"https://cdn.metcash.media/image/upload/f_auto,c_limit,w_300,q_auto/igashop/images/968397",https://www.igashop.com.au/product/bellamys-organic-banana-custard-with-flaxseed-968397
68a1c0839a405c5476087c5f,489916,N/A,Bellamy's Organic Step 2 Follow-On Formula 900 Gram,3.96,35.65,per 100g,N/A,N/A,"https://cdn.metcash.media/image/upload/f_auto,c_limit,w_300,q_auto/igashop/images/489916",https://www.igashop.com.au/product/bellamys-organic-step-2-follow-on-formula-489916
68a1c0839a405c5476087c60,26297,N/A,BelVita Breakfast Biscuits Chocolate 6 Pack,N/A,2.25,$0.38 each,Better than 1/2 Price,N/A,"https://cdn.metcash.media/image/upload/f_auto,c_limit,w_300,q_auto/igashop/images/26297",https://www.igashop.com.au/product/belvita-breakfast-biscuits-chocolate-26297
68a1c0839a405c5476087c61,672569,N/A,BelVita Breakfast Biscuits Honey & Nut 300 Gram,0.75,2.25,per 100g,Better than 1/2 Price,N/A,"https://cdn.metcash.media/image/upload/f_auto,c_limit,w_300,q_auto/igashop/images/672569",https://www.igashop.com.au/product/belvita-breakfast-biscuits-honey-nut-672569
68a1c0839a405c5476087c62,672904,N/A,BelVita Breakfast Biscuits Milk & Cereal 300 Gram,0.75,2.25,per 100g,Better than 1/2 Price,N/A,"https://cdn.metcash.media/image/upload/f_auto,c_limit,w_300,q_auto/igashop/images/672904",https://www.igashop.com.au/product/belvita-breakfast-biscuits-milk-cereal-672904
68a1c0839a405c5476087c63,657616,N/A,BelVita Breakfast Biscuits Strawberry Yoghurt 5 Pack,N/A,2.25,$0.45 each,Better than 1/2 Price,N/A,"https://cdn.metcash.media/image/upload/f_auto,c_limit,w_300,q_auto/igashop/images/657616",https://www.igashop.com.au/product/belvita-breakfast-biscuits-strawberry-yoghurt-657616
68a1c0839a405c5476087c64,335507,N/A,BelVita Breakfast Milk & Cereals 6 Pack,N/A,4.00,$0.67 each,Special,N/A,"https://cdn.metcash.media/image/upload/f_auto,c_limit,w_300,q_auto/igashop/images/335507",https://www.igashop.com.au/product/belvita-breakfast-milk-cereals-335507
68a1c0889a405c5476087c65,268108,N/A,Ben & Jerry's Ice Cream Chocolate Fudge Brownie 458 Millilitre,2.71,12.40,per 100mL,Special,N/A,"https://cdn.metcash.media/image/upload/f_auto,c_limit,w_300,q_auto/igashop/images/268108",https://www.igashop.com.au/product/ben-jerrys-ice-cream-chocolate-fudge-brownie-268108
68a1c0889a405c5476087c66,268158,N/A,Ben & Jerry's Ice Cream Cookie Dough 458 Millilitre,2.71,12.40,per 100mL,Special,N/A,"https://cdn.metcash.media/image/upload/f_auto,c_limit,w_300,q_auto/igashop/images/268158",https://www.igashop.com.au/product/ben-jerrys-ice-cream-cookie-dough-268158
68a1c0889a405c5476087c67,893704,N/A,Ben & Jerry's Ice Cream Half Baked 458 Millilitre,2.71,12.40,per 100mL,Special,N/A,"https://cdn.metcash.media/image/upload/f_auto,c_limit,w_300,q_auto/igashop/images/893704",https://www.igashop.com.au/product/ben-jerrys-ice-cream-half-baked-893704
68a1c0889a405c5476087c68,699930,N/A,Ben & Jerry's Ice Cream Marshmallow And Smores Sundae 427 Millilitre,2.42,10.35,per 100mL,25% Off,N/A,"https://cdn.metcash.media/image/upload/f_auto,c_limit,w_300,q_auto/igashop/images/699930",https://www.igashop.com.au/product/ben-jerrys-ice-cream-marshmallow-and-smores-sundae-699930
68a1c0889a405c5476087c69,268462,N/A,Ben & Jerry's Ice Cream Phish Food 458 Millilitre,2.71,12.40,per 100mL,Special,N/A,"https://cdn.metcash.media/image/upload/f_auto,c_limit,w_300,q_auto/igashop/images/268462",https://www.igashop.com.au/product/ben-jerrys-ice-cream-phish-food-268462
68a1c0889a405c5476087c6a,699977,N/A,Ben & Jerry's Ice Cream Spectaculove 465 Millilitre,2.23,10.35,per 100mL,25% Off,N/A,"https://cdn.metcash.media/image/upload/f_auto,c_limit,w_300,q_auto/igashop/images/699977",https://www.igashop.com.au/product/ben-jerrys-ice-cream-spectaculove-699977
68a1c0889a405c5476087c6b,268975,N/A,Ben & Jerry's Ice Cream The Tonight Dough 458 Millilitre,2.71,12.40,per 100mL,Special,N/A,"https://cdn.metcash.media/image/upload/f_auto,c_limit,w_300,q_auto/igashop/images/268975",https://www.igashop.com.au/product/ben-jerrys-ice-cream-the-tonight-dough-268975
68a1c0889a405c5476087c6c,893699,N/A,Ben & Jerry's Ice Cream Triple Caramel Chunk 458 Millilitre,2.71,12.40,per 100mL,Special,N/A,"https://cdn.metcash.media/image/upload/f_auto,c_limit,w_300,q_auto/igashop/images/893699",https://www.igashop.com.au/product/ben-jerrys-ice-cream-triple-caramel-chunk-893699
68a1c0889a405c5476087c6d,562471,N/A,Ben & Jerry's Non-Dairy Frozen Dessert Oat Chocolate Chip Cookie Dough 458 Millilitre,2.71,12.40,per 100mL,Special,N/A,"https://cdn.metcash.media/image/upload/f_auto,c_limit,w_300,q_auto/igashop/images/562471",https://www.igashop.com.au/product/ben-jerrys-non-dairy-frozen-dessert-oat-chocolate-chip-cookie-dough-562471
68a1c0889a405c5476087c6e,190000005246,N/A,Ben's Original Brown Mexican Style Microwave Rice Pouch 250 Gram,0.80,2.00,per 100g,Better than 1/2 Price,N/A,"https://cdn.metcash.media/image/upload/f_auto,c_limit,w_300,q_auto/igashop/images/190000005246",https://www.igashop.com.au/product/bens-original-brown-mexican-style-microwave-rice-pouch-190000005246
68a1c0889a405c5476087c6f,190000005250,N/A,Ben's Original Brown Microwave Rice Pouch 250 Gram,1.20,3.00,per 100g,Special,N/A,"https://cdn.metcash.media/image/upload/f_auto,c_limit,w_300,q_auto/igashop/images/190000005250",https://www.igashop.com.au/product/bens-original-brown-microwave-rice-pouch-190000005250
68a1c0889a405c5476087c70,190000005243,N/A,Ben's Original Brown Red and Wild Rice Medley Microwave Rice Pouch 250 Gram,1.20,3.00,per 100g,Special,N/A,"https://cdn.metcash.media/image/upload/f_auto,c_limit,w_300,q_auto/igashop/images/190000005243",https://www.igashop.com.au/product/bens-original-brown-red-and-wild-rice-medley-microwave-rice-pouch-190000005243
68a1c0889a405c5476087c71,190000005253,N/A,Ben's Original Egg Fried Microwave Rice Pouch 250 Gram,0.80,2.00,per 100g,Better than 1/2 Price,N/A,"https://cdn.metcash.media/image/upload/f_auto,c_limit,w_300,q_auto/igashop/images/190000005253",https://www.igashop.com.au/product/bens-original-egg-fried-microwave-rice-pouch-190000005253
68a1c0889a405c5476087c72,190000005248,N/A,Ben's Original Golden Vegetable Microwave Rice Pouch 250 Gram,0.80,2.00,per 100g,Better than 1/2 Price,N/A,"https://cdn.metcash.media/image/upload/f_auto,c_limit,w_300,q_auto/igashop/images/190000005248",https://www.igashop.com.au/product/bens-original-golden-vegetable-microwave-rice-pouch-190000005248
68a1c0889a405c5476087c73,784756,N/A,Ben's Original Golden Vegetable Rice 250 Gram,0.80,2.00,per 100g,Better than 1/2 Price,N/A,"https://cdn.metcash.media/image/upload/f_auto,c_limit,w_300,q_auto/igashop/images/784756",https://www.igashop.com.au/product/bens-original-golden-vegetable-rice-784756
68a1c0889a405c5476087c74,190000005261,N/A,Ben's Original Lightly Flavoured Coconut Microwave Rice Pouch 250 Gram,0.80,2.00,per 100g,Better than 1/2 Price,N/A,"https://cdn.metcash.media/image/upload/f_auto,c_limit,w_300,q_auto/igashop/images/190000005261",https://www.igashop.com.au/product/bens-original-lightly-flavoured-coconut-microwave-rice-pouch-190000005261
68a1c0889a405c5476087c75,190000004538,N/A,Ben's Original Lightly Flavoured Garlic Microwave Rice Pouch 250 Gram,0.80,2.00,per 100g,Better than 1/2 Price,N/A,"https://cdn.metcash.media/image/upload/f_auto,c_limit,w_300,q_auto/igashop/images/190000004538",https://www.igashop.com.au/product/bens-original-lightly-flavoured-garlic-microwave-rice-pouch-190000004538
68a1c0889a405c5476087c76,784808,N/A,Ben's Original Lightly Flavoured Garlic Rice 250 Gram,0.80,2.00,per 100g,Better than 1/2 Price,N/A,"https://cdn.metcash.media/image/upload/f_auto,c_limit,w_300,q_auto/igashop/images/784808",https://www.igashop.com.au/product/bens-original-lightly-flavoured-garlic-rice-784808
68a1c0889a405c5476087c77,190000005247,N/A,Ben's Original Long Grain Microwave Rice Pouch 250 Gram,1.20,3.00,per 100g,Special,N/A,"https://cdn.metcash.media/image/upload/f_auto,c_limit,w_300,q_auto/igashop/images/190000005247",https://www.igashop.com.au/product/bens-original-long-grain-microwave-rice-pouch-190000005247
68a1c0889a405c5476087c78,190000005249,N/A,Ben's Original Mexican Style Microwave Rice Pouch 250 Gram,0.80,2.00,per 100g,Better than 1/2 Price,N/A,"https://cdn.metcash.media/image/upload/f_auto,c_limit,w_300,q_auto/igashop/images/190000005249",https://www.igashop.com.au/product/bens-original-mexican-style-microwave-rice-pouch-190000005249
68a1c08c9a405c5476087c79,87950,N/A,Ben's Original Microwave Brown Rice 250 Gram,1.20,3.00,per 100g,Special,N/A,"https://cdn.metcash.media/image/upload/f_auto,c_limit,w_300,q_auto/igashop/images/87950",https://www.igashop.com.au/product/bens-original-microwave-brown-rice-87950
68a1c08c9a405c5476087c7a,764256,N/A,"Ben's Original Microwave Brown, Red & Wild Rice Medley 250 Gram",1.20,3.00,per 100g,Special,N/A,"https://cdn.metcash.media/image/upload/f_auto,c_limit,w_300,q_auto/igashop/images/764256",https://www.igashop.com.au/product/bens-original-microwave-brown-red-wild-rice-medley-764256
68a1c08c9a405c5476087c7b,16718,N/A,Ben's Original Microwave Savoury Chicken Flavour Rice 250 Gram,0.80,2.00,per 100g,Better than 1/2 Price,N/A,"https://cdn.metcash.media/image/upload/f_auto,c_limit,w_300,q_auto/igashop/images/16718",https://www.igashop.com.au/product/bens-original-microwave-savoury-chicken-flavour-rice-16718
68a1c08c9a405c5476087c7c,190000001541,N/A,Ben's Original Original Tomato & Basil Microwave Rice Pouch 250 Gram,0.80,2.00,per 100g,Better than 1/2 Price,N/A,"https://cdn.metcash.media/image/upload/f_auto,c_limit,w_300,q_auto/igashop/images/190000001541",https://www.igashop.com.au/product/bens-original-original-tomato-basil-microwave-rice-pouch-190000001541
68a1c08c9a405c5476087c7d,198890,N/A,Ben's Original Rice Indonesian Style Nasi Goreng 250 Gram,0.80,2.00,per 100g,Better than 1/2 Price,N/A,https://www.igashop.com.au/static/default-product-image.png,https://www.igashop.com.au/product/bens-original-rice-indonesian-style-nasi-goreng-198890
68a1c08c9a405c5476087c7e,701847,N/A,Ben's Original Rice Special Fried 250 Gram,0.80,2.00,per 100g,Better than 1/2 Price,N/A,"https://cdn.metcash.media/image/upload/f_auto,c_limit,w_300,q_auto/igashop/images/701847",https://www.igashop.com.au/product/bens-original-rice-special-fried-701847
68a1c08c9a405c5476087c7f,190000004557,N/A,Ben's Original Savoury Chicken Flavour Microwave Rice Pouch 250 Gram,0.80,2.00,per 100g,Better than 1/2 Price,N/A,"https://cdn.metcash.media/image/upload/f_auto,c_limit,w_300,q_auto/igashop/images/190000004557",https://www.igashop.com.au/product/bens-original-savoury-chicken-flavour-microwave-rice-pouch-190000004557
68a1c08c9a405c5476087c80,190000005254,N/A,Ben's Original Taste of Takeaway PeriPeri Microwave Rice Pouch 240 Gram,0.83,2.00,per 100g,Better than 1/2 Price,N/A,"https://cdn.metcash.media/image/upload/f_auto,c_limit,w_300,q_auto/igashop/images/190000005254",https://www.igashop.com.au/product/bens-original-taste-of-takeaway-periperi-microwave-rice-pouch-190000005254
68a1c08c9a405c5476087c81,190000005245,N/A,Ben's Original Tomato & Basil Microwave Rice Pouch 250 Gram,0.80,2.00,per 100g,Better than 1/2 Price,N/A,"https://cdn.metcash.media/image/upload/f_auto,c_limit,w_300,q_auto/igashop/images/190000005245",https://www.igashop.com.au/product/bens-original-tomato-basil-microwave-rice-pouch-190000005245
68a1c08c9a405c5476087c82,190000005256,N/A,Ben's Originals Coconut Chilli and Lemongrass Microwave Rice Pouch 250 Gram,0.80,2.00,per 100g,Better than 1/2 Price,N/A,"https://cdn.metcash.media/image/upload/f_auto,c_limit,w_300,q_auto/igashop/images/9310012060321",https://www.igashop.com.au/product/bens-originals-coconut-chilli-and-lemongrass-microwave-rice-pouch-190000005256
68a1c08c9a405c5476087c83,190000005255,N/A,Ben's Originals Indian Style Spiced Microwave Rice Pouch 250 Gram,0.80,2.00,per 100g,Better than 1/2 Price,N/A,"https://cdn.metcash.media/image/upload/f_auto,c_limit,w_300,q_auto/igashop/images/190000005255",https://www.igashop.com.au/product/bens-originals-indian-style-spiced-microwave-rice-pouch-190000005255
68a1c08c9a405c5476087c84,409225,N/A,Bepanthen Baby Nappy Rash Ointment 50 Gram,18.00,9.00,per 100g,25% Off,N/A,"https://cdn.metcash.media/image/upload/f_auto,c_limit,w_300,q_auto/igashop/images/409225",https://www.igashop.com.au/product/bepanthen-baby-nappy-rash-ointment-409225
68a1c08c9a405c5476087c85,139553,N/A,Berocca Energy Vitamin B & C Orange Flavour Twist N Go Energy Drink 250 Millilitre,1.98,4.95,per 100mL,Special,N/A,"https://cdn.metcash.media/image/upload/f_auto,c_limit,w_300,q_auto/igashop/images/139553",https://www.igashop.com.au/product/berocca-energy-vitamin-b-c-orange-flavour-twist-n-go-energy-drink-139553
68a1c08c9a405c5476087c86,190000007112,N/A,Berri Estates Fresh Dry White Cask 5L 5 Litre,3.80,19.00,per 1L,Age restricted item,N/A,"https://cdn.metcash.media/image/upload/f_auto,c_limit,w_300,q_auto/igashop/images/190000007112",https://www.igashop.com.au/product/berri-estates-fresh-dry-white-cask-5l-190000007112
68a1c08c9a405c5476087c87,426138,N/A,Berri Quelch Berry 24 Pack,N/A,7.45,$0.31 each,Special,N/A,"https://cdn.metcash.media/image/upload/f_auto,c_limit,w_300,q_auto/igashop/images/426138",https://www.igashop.com.au/product/berri-quelch-berry-426138
68a1c08c9a405c5476087c88,406913,N/A,Berri Quelch Tropical 24 Pack,N/A,7.45,$0.31 each,Special,N/A,"https://cdn.metcash.media/image/upload/f_auto,c_limit,w_300,q_auto/igashop/images/406913",https://www.igashop.com.au/product/berri-quelch-tropical-406913
68a1c08c9a405c5476087c89,137213,N/A,Bertolli Olive Oil Classic Spread 500 Gram,0.90,4.50,per 100g,20% Off,N/A,"https://cdn.metcash.media/image/upload/f_auto,c_limit,w_300,q_auto/igashop/images/137213",https://www.igashop.com.au/product/bertolli-olive-oil-classic-spread-137213
68a1c08c9a405c5476087c8a,160000012166,N/A,Bertolli Extra Virgin Olive Oil Originale 750 Millilitre,3.18,23.85,per 100mL,Special,N/A,"https://cdn.metcash.media/image/upload/f_auto,c_limit,w_300,q_auto/igashop/images/160000012166",https://www.igashop.com.au/product/bertolli-extra-virgin-olive-oil-originale-160000012166
68a1c08c9a405c5476087c8b,640091,N/A,Bertolli Extra Virgin Olive Oil Robusto 750 Millilitre,3.18,23.85,per 100mL,Special,N/A,"https://cdn.metcash.media/image/upload/f_auto,c_limit,w_300,q_auto/igashop/images/640091",https://www.igashop.com.au/product/bertolli-extra-virgin-olive-oil-robusto-640091
68a1c08c9a405c5476087c8c,150000007523,N/A,Bertolli Five Brothers Pasta Sauce Bolognese 500 Gram,0.92,4.60,per 100g,Special,N/A,"https://cdn.metcash.media/image/upload/f_auto,c_limit,w_300,q_auto/igashop/images/419348",https://www.igashop.com.au/product/bertolli-five-brothers-pasta-sauce-bolognese-150000007523
68a1c0919a405c5476087c8d,29834,N/A,Bertolli Five Brothers Pasta Sauce Garlic & Wine 500 Gram,0.92,4.60,per 100g,Special,N/A,"https://cdn.metcash.media/image/upload/f_auto,c_limit,w_300,q_auto/igashop/images/29834",https://www.igashop.com.au/product/bertolli-five-brothers-pasta-sauce-garlic-wine-29834
68a1c0919a405c5476087c8e,346008,N/A,Bertolli Five Brothers Pasta Sauce Garlic & Wine 500 Gram,0.92,4.60,per 100g,Special,N/A,"https://cdn.metcash.media/image/upload/f_auto,c_limit,w_300,q_auto/igashop/images/346008",https://www.igashop.com.au/product/bertolli-five-brothers-pasta-sauce-garlic-wine-346008
68a1c0919a405c5476087c8f,150000007524,N/A,Bertolli Five Brothers Pasta Sauce Provvista Sugo Classica 700 Gram,0.57,4.00,per 100g,Special,N/A,"https://cdn.metcash.media/image/upload/f_auto,c_limit,w_300,q_auto/igashop/images/393872",https://www.igashop.com.au/product/bertolli-five-brothers-pasta-sauce-provvista-sugo-classica-150000007524
68a1c0919a405c5476087c90,150000007525,N/A,Bertolli Five Brothers Pasta Sauce Tomato & Basil 500 Gram,0.92,4.60,per 100g,Special,N/A,"https://cdn.metcash.media/image/upload/f_auto,c_limit,w_300,q_auto/igashop/images/150000007524",https://www.igashop.com.au/product/bertolli-five-brothers-pasta-sauce-tomato-basil-150000007525
68a1c0919a405c5476087c91,29787,N/A,Bertolli Five Brothers Pasta Sauce Tomato & Basil 500 Gram,0.92,4.60,per 100g,Special,N/A,"https://cdn.metcash.media/image/upload/f_auto,c_limit,w_300,q_auto/igashop/images/29787",https://www.igashop.com.au/product/bertolli-five-brothers-pasta-sauce-tomato-basil-29787
68a1c0919a405c5476087c92,939380,N/A,Bertolli Olive Oil Classico 750 Millilitre,3.18,23.85,per 100mL,Special,N/A,"https://cdn.metcash.media/image/upload/f_auto,c_limit,w_300,q_auto/igashop/images/939380",https://www.igashop.com.au/product/bertolli-olive-oil-classico-939380
68a1c0919a405c5476087c93,640114,N/A,Bertolli Olive Oil Light In Taste 750 Millilitre,3.18,23.85,per 100mL,Special,N/A,"https://cdn.metcash.media/image/upload/f_auto,c_limit,w_300,q_auto/igashop/images/640114",https://www.igashop.com.au/product/bertolli-olive-oil-light-in-taste-640114
68a1c0919a405c5476087c94,66297,N/A,Betadine Sore Throat Gargle Ready To Use 120 Millilitre,9.92,11.90,per 100mL,30% Off,N/A,"https://cdn.metcash.media/image/upload/f_auto,c_limit,w_300,q_auto/igashop/images/66297",https://www.igashop.com.au/product/betadine-sore-throat-gargle-ready-to-use-66297
68a1c0919a405c5476087c95,974916,N/A,Betty Crocker 97% Fat Free Blueberry Muffin Mix 500 Gram,1.24,6.20,per 100g,Special,N/A,"https://cdn.metcash.media/image/upload/f_auto,c_limit,w_300,q_auto/igashop/images/974916",https://www.igashop.com.au/product/betty-crocker-97-fat-free-blueberry-muffin-mix-974916
68a1c0919a405c5476087c96,975653,N/A,Betty Crocker Apple & Cinnamon 97% Fat Free Muffin Mix 500 Gram,1.24,6.20,per 100g,Special,N/A,"https://cdn.metcash.media/image/upload/f_auto,c_limit,w_300,q_auto/igashop/images/975653",https://www.igashop.com.au/product/betty-crocker-apple-cinnamon-97-fat-free-muffin-mix-975653
68a1c0919a405c5476087c97,574436,N/A,Betty Crocker Cake Mix Chocolate Fudge 450 Gram,1.21,5.45,per 100g,Special,N/A,https://www.igashop.com.au/static/default-product-image.png,https://www.igashop.com.au/product/betty-crocker-cake-mix-chocolate-fudge-574436
68a1c0919a405c5476087c98,180000002927,N/A,Betty Crocker Cake Mix Devils Food 450 Gram,1.21,5.45,per 100g,Special,N/A,"https://cdn.metcash.media/image/upload/f_auto,c_limit,w_300,q_auto/igashop/images/180000002927",https://www.igashop.com.au/product/betty-crocker-cake-mix-devils-food-180000002927
68a1c0919a405c5476087c99,180000002929,N/A,Betty Crocker Cake Mix Rainbow Chip Party Cake 450 Gram,1.24,5.60,per 100g,Special,N/A,"https://cdn.metcash.media/image/upload/f_auto,c_limit,w_300,q_auto/igashop/images/180000002929",https://www.igashop.com.au/product/betty-crocker-cake-mix-rainbow-chip-party-cake-180000002929
68a1c0919a405c5476087c9a,180000002429,N/A,Betty Crocker Cake Mix Red Velvet Cake 450 Gram,1.24,5.60,per 100g,Special,N/A,https://www.igashop.com.au/static/default-product-image.png,https://www.igashop.com.au/product/betty-crocker-cake-mix-red-velvet-cake-180000002429
68a1c0919a405c5476087c9b,180000002425,N/A,Betty Crocker Cake Mix Vanilla Cake 450 Gram,1.28,5.75,per 100g,Special,N/A,https://www.igashop.com.au/static/default-product-image.png,https://www.igashop.com.au/product/betty-crocker-cake-mix-vanilla-cake-180000002425
68a1c0919a405c5476087c9c,921167,N/A,Betty Crocker Chocolate Frosting 400 Gram,1.61,6.45,per 100g,N/A,N/A,"https://cdn.metcash.media/image/upload/f_auto,c_limit,w_300,q_auto/igashop/images/921167",https://www.igashop.com.au/product/betty-crocker-chocolate-frosting-921167
68a1c0919a405c5476087c9d,34994,N/A,Betty Crocker Cinnamon Crumble Muffin Mix 500 Gram,1.24,6.20,per 100g,Special,N/A,"https://cdn.metcash.media/image/upload/f_auto,c_limit,w_300,q_auto/igashop/images/34994",https://www.igashop.com.au/product/betty-crocker-cinnamon-crumble-muffin-mix-34994
68a1c0919a405c5476087c9e,180000002423,N/A,Betty Crocker Cupcake Mix Chocolate Cupcakes 370 Gram,1.54,5.70,per 100g,Special,N/A,https://www.igashop.com.au/static/default-product-image.png,https://www.igashop.com.au/product/betty-crocker-cupcake-mix-chocolate-cupcakes-180000002423
