sessions_count,avg_engagement_time_sec,pageviews_per_session,compare_ratio,specials_ratio,mylists_ratio,category_browse_ratio,product_detail_ratio,unique_pages_visited,browsing_entropy,days_since_first_visit,days_since_last_activity,user_pseudo_id,reporting_window_start,reporting_window_end,is_included_in_run
4,152.05,5.25,0.2029,0.1617,0.0413,0.05,0.0436,11,0.8463,7,3,syn_20260831_000195,2026-08-17,2026-08-30,1
4,176.92,4.79,0.2365,0.2643,0.0217,0.085,0.0,13,0.6,9,2,syn_20260831_000196,2026-08-17,2026-08-30,1
3,147.95,6.8,0.2454,0.35,0.0101,0.1318,0.0102,9,0.8009,9,1,syn_20260831_000197,2026-08-17,2026-08-30,1
5,90.0,6.55,0.1254,0.1146,0.15,0.1207,0.0618,11,0.7403,9,2,syn_20260831_000198,2026-08-17,2026-08-30,1
4,119.62,6.33,0.0618,0.1376,0.1703,0.1726,0.15,19,0.6709,11,1,syn_20260831_000199,2026-08-17,2026-08-30,1
1,40.0,2.79,0.0,0.0,0.0,0.031,0.0294,3,0.0281,3,3,syn_20260831_000200,2026-08-17,2026-08-30,1
3,208.92,4.61,0.0646,0.0042,0.05,0.2091,0.2381,7,0.6,12,2,syn_20260831_000201,2026-08-17,2026-08-30,1
4,240.0,9.93,0.1292,0.1377,0.2,0.1278,0.05,16,0.5272,9,1,syn_20260831_000202,2026-08-17,2026-08-30,1
7,118.86,8.63,0.0775,0.0966,0.2474,0.1276,0.1431,14,0.5918,8,0,syn_20260831_000203,2026-08-17,2026-08-30,1
5,60.0,7.77,0.2393,0.2975,0.0408,0.1064,0.0908,10,0.8173,9,1,syn_20260831_000204,2026-08-17,2026-08-30,1
4,214.65,4.04,0.0387,0.0303,0.0125,0.2204,0.245,6,0.5935,6,5,syn_20260831_000205,2026-08-17,2026-08-30,1
1,29.85,2.08,0.0,0.0,0.0,0.017,0.0271,2,0.0064,4,1,syn_20260831_000206,2026-08-17,2026-08-30,1
5,173.76,5.77,0.0501,0.1416,0.1601,0.1638,0.0988,14,0.6607,9,2,syn_20260831_000207,2026-08-17,2026-08-30,1
1,9.5,2.1,0.0,0.0,0.0,0.0279,0.05,2,0.0631,11,9,syn_20260831_000208,2026-08-17,2026-08-30,1
6,180.0,7.3,0.1613,0.2667,0.009,0.116,0.0387,12,0.6,11,1,syn_20260831_000209,2026-08-17,2026-08-30,1
4,102.52,8.26,0.0907,0.1027,0.2676,0.1368,0.0564,17,0.6659,9,1,syn_20260831_000210,2026-08-17,2026-08-30,1
3,84.72,8.0,0.1991,0.264,0.0497,0.0691,0.0354,9,0.6843,3,0,syn_20260831_000211,2026-08-17,2026-08-30,1
5,128.79,4.0,0.2058,0.3146,0.0377,0.149,0.0293,10,0.8148,9,0,syn_20260831_000212,2026-08-17,2026-08-30,1
5,125.08,10.0,0.1295,0.1287,0.177,0.1221,0.067,16,0.6033,9,1,syn_20260831_000213,2026-08-17,2026-08-30,1
3,257.34,6.65,0.0847,0.0085,0.0168,0.1611,0.1658,6,0.6777,7,0,syn_20260831_000214,2026-08-17,2026-08-30,1
1,32.45,2.24,0.0,0.0,0.0,0.0211,0.0312,2,0.156,11,0,syn_20260831_000215,2026-08-17,2026-08-30,1
1,27.95,2.46,0.0,0.0,0.0,0.0062,0.0239,2,0.0712,12,0,syn_20260831_000216,2026-08-17,2026-08-30,1
6,164.65,8.53,0.15,0.0693,0.1767,0.1103,0.05,20,0.6601,13,1,syn_20260831_000217,2026-08-17,2026-08-30,1
1,32.04,2.49,0.0,0.0,0.0,0.0023,0.0386,2,0.0633,6,0,syn_20260831_000218,2026-08-17,2026-08-30,1
1,28.01,2.95,0.0,0.0,0.0,0.046,0.0343,2,0.155,8,1,syn_20260831_000219,2026-08-17,2026-08-30,1
1,10.58,2.83,0.0,0.0,0.0,0.05,0.0148,2,0.2,7,2,syn_20260831_000220,2026-08-17,2026-08-30,1
1,32.75,2.57,0.0122,0.05,0.0223,0.0168,0.0257,3,0.3393,9,1,syn_20260831_000221,2026-08-17,2026-08-30,1
4,160.0,4.73,0.2859,0.22,0.0485,0.07,0.006,14,0.809,9,2,syn_20260831_000222,2026-08-17,2026-08-30,1
5,96.21,4.02,0.3254,0.15,0.0253,0.1326,0.0674,12,0.6043,9,1,syn_20260831_000223,2026-08-17,2026-08-30,1
6,169.77,8.63,0.0695,0.05,0.1603,0.1204,0.1057,11,0.75,9,1,syn_20260831_000224,2026-08-17,2026-08-30,1
7,140.74,8.09,0.1124,0.123,0.2807,0.1294,0.083,19,0.724,9,0,syn_20260831_000225,2026-08-17,2026-08-30,1
6,90.0,5.0,0.1077,0.1138,0.1624,0.149,0.0688,17,0.6837,6,1,syn_20260831_000226,2026-08-17,2026-08-30,1
4,245.04,4.97,0.0486,0.0274,0.0002,0.1354,0.2828,8,0.3548,4,2,syn_20260831_000227,2026-08-17,2026-08-30,1
4,147.24,4.34,0.3247,0.2506,0.0372,0.1309,0.1,8,0.6768,9,1,syn_20260831_000228,2026-08-17,2026-08-30,1
1,34.24,2.4,0.0,0.0,0.0,0.0025,0.0145,2,0.03,6,2,syn_20260831_000229,2026-08-17,2026-08-30,1
6,86.94,5.66,0.35,0.35,0.0334,0.1466,0.0201,15,0.8207,10,1,syn_20260831_000230,2026-08-17,2026-08-30,1
6,194.36,7.83,0.0731,0.05,0.2303,0.175,0.0861,17,0.5959,8,2,syn_20260831_000231,2026-08-17,2026-08-30,1
3,167.58,5.07,0.0949,0.0389,0.05,0.1315,0.2584,9,0.4326,9,5,syn_20260831_000232,2026-08-17,2026-08-30,1
5,123.78,9.03,0.1119,0.0594,0.196,0.1221,0.0958,17,0.6895,6,0,syn_20260831_000233,2026-08-17,2026-08-30,1
8,235.99,5.76,0.0576,0.1385,0.1912,0.1019,0.0671,12,0.6925,11,2,syn_20260831_000234,2026-08-17,2026-08-30,1
1,20.41,2.83,0.0,0.0,0.0,0.03,0.0277,2,0.0952,2,0,syn_20260831_000235,2026-08-17,2026-08-30,1
2,284.22,5.04,0.0305,0.022,0.0117,0.2418,0.2588,8,0.5858,8,1,syn_20260831_000236,2026-08-17,2026-08-30,1
4,110.81,6.55,0.3079,0.35,0.0161,0.0967,0.0633,13,0.6806,14,2,syn_20260831_000237,2026-08-17,2026-08-30,1
6,111.39,9.38,0.0944,0.05,0.2507,0.1729,0.1288,11,0.5566,6,2,syn_20260831_000238,2026-08-17,2026-08-30,1
4,132.52,4.25,0.032,0.0369,0.0052,0.1246,0.2412,9,0.5556,7,1,syn_20260831_000239,2026-08-17,2026-08-30,1
1,33.85,2.72,0.0,0.0,0.0,0.0247,0.0389,2,0.0274,12,7,syn_20260831_000240,2026-08-17,2026-08-30,1
4,164.93,4.91,0.2305,0.2386,0.0103,0.1029,0.0207,9,0.8057,9,3,syn_20260831_000241,2026-08-17,2026-08-30,1
4,285.29,4.09,0.0397,0.0234,0.012,0.1861,0.2137,7,0.3345,11,5,syn_20260831_000242,2026-08-17,2026-08-30,1
3,300.0,3.08,0.0884,0.0109,0.0135,0.1181,0.15,8,0.4661,8,4,syn_20260831_000243,2026-08-17,2026-08-30,1
1,19.6,2.39,0.0,0.0,0.0,0.0012,0.007,2,0.0913,7,3,syn_20260831_000244,2026-08-17,2026-08-30,1
4,106.12,10.0,0.15,0.1011,0.2018,0.1665,0.0822,11,0.6044,8,3,syn_20260831_000245,2026-08-17,2026-08-30,1
1,16.58,2.02,0.0,0.0,0.0,0.0204,0.0207,2,0.0894,5,2,syn_20260831_000246,2026-08-17,2026-08-30,1
4,90.68,4.9,0.2831,0.1523,0.0376,0.0637,0.0651,9,0.7468,8,4,syn_20260831_000247,2026-08-17,2026-08-30,1
5,169.36,5.94,0.2308,0.2941,0.0135,0.1383,0.0,12,0.7221,6,4,syn_20260831_000248,2026-08-17,2026-08-30,1
6,119.89,7.88,0.2928,0.2496,0.05,0.0699,0.0759,14,0.8304,4,4,syn_20260831_000249,2026-08-17,2026-08-30,1
5,124.31,5.63,0.2415,0.2309,0.0369,0.0857,0.0135,15,0.7773,8,3,syn_20260831_000250,2026-08-17,2026-08-30,1
5,151.41,7.21,0.1377,0.1385,0.2183,0.1175,0.1234,15,0.6585,7,2,syn_20260831_000251,2026-08-17,2026-08-30,1
1,20.58,2.74,0.0,0.0,0.0,0.0181,0.0278,2,0.186,9,7,syn_20260831_000252,2026-08-17,2026-08-30,1
5,175.21,8.28,0.0866,0.107,0.1964,0.1138,0.0949,18,0.6861,9,2,syn_20260831_000253,2026-08-17,2026-08-30,1
1,36.01,2.68,0.0,0.0,0.0,0.0,0.0277,3,0.0549,13,0,syn_20260831_000254,2026-08-17,2026-08-30,1
8,129.78,5.38,0.1026,0.1291,0.1706,0.1,0.1059,17,0.7061,8,1,syn_20260831_000255,2026-08-17,2026-08-30,1
1,51.45,2.0,0.0252,0.0127,0.0178,0.001,0.0213,2,0.2452,9,1,syn_20260831_000256,2026-08-17,2026-08-30,1
7,239.06,9.41,0.1294,0.0791,0.1652,0.1654,0.0942,15,0.503,12,0,syn_20260831_000257,2026-08-17,2026-08-30,1
8,137.26,6.77,0.1389,0.0711,0.1678,0.1059,0.0857,15,0.7269,10,0,syn_20260831_000258,2026-08-17,2026-08-30,1
7,161.17,7.72,0.1249,0.1338,0.2362,0.1872,0.117,15,0.6711,9,3,syn_20260831_000259,2026-08-17,2026-08-30,1
6,180.0,5.35,0.3186,0.2077,0.0044,0.0854,0.0656,15,0.6,10,4,syn_20260831_000260,2026-08-17,2026-08-30,1
7,184.15,5.0,0.082,0.0587,0.19,0.1492,0.0582,10,0.6557,9,2,syn_20260831_000261,2026-08-17,2026-08-30,1
3,150.97,6.74,0.2758,0.35,0.0186,0.0901,0.0452,11,0.7063,14,2,syn_20260831_000262,2026-08-17,2026-08-30,1
6,121.27,5.05,0.35,0.3298,0.0289,0.0897,0.0083,10,0.85,6,3,syn_20260831_000263,2026-08-17,2026-08-30,1
8,195.87,6.19,0.15,0.0734,0.2628,0.1401,0.1489,16,0.6434,8,0,syn_20260831_000264,2026-08-17,2026-08-30,1
2,24.91,4.0,0.0261,0.0054,0.024,0.0404,0.0398,4,0.0,3,2,syn_20260831_000265,2026-08-17,2026-08-30,1
6,135.17,7.6,0.0816,0.132,0.1551,0.1332,0.0818,14,0.6546,9,1,syn_20260831_000266,2026-08-17,2026-08-30,1
4,195.81,6.59,0.1499,0.1034,0.28,0.1833,0.0862,18,0.687,9,1,syn_20260831_000267,2026-08-17,2026-08-30,1
7,101.52,9.3,0.1334,0.143,0.1586,0.1266,0.13,15,0.5,9,0,syn_20260831_000268,2026-08-17,2026-08-30,1
3,300.0,6.61,0.0323,0.05,0.0444,0.1131,0.26,11,0.4125,10,2,syn_20260831_000269,2026-08-17,2026-08-30,1
8,188.06,5.64,0.0851,0.0769,0.2099,0.1672,0.1297,18,0.6069,10,1,syn_20260831_000270,2026-08-17,2026-08-30,1
4,95.74,4.82,0.1551,0.1996,0.018,0.1451,0.0921,10,0.7896,13,1,syn_20260831_000271,2026-08-17,2026-08-30,1
1,12.39,2.82,0.0,0.0,0.0,0.0132,0.0038,3,0.1041,14,10,syn_20260831_000272,2026-08-17,2026-08-30,1
4,69.06,5.29,0.2885,0.2619,0.023,0.0955,0.0547,12,0.6249,9,3,syn_20260831_000273,2026-08-17,2026-08-30,1
7,233.38,8.96,0.0781,0.0641,0.274,0.1905,0.05,14,0.7472,9,3,syn_20260831_000274,2026-08-17,2026-08-30,1
2,166.53,4.6,0.1,0.0351,0.0,0.203,0.1735,7,0.3318,13,1,syn_20260831_000275,2026-08-17,2026-08-30,1
4,87.63,8.0,0.2105,0.304,0.0261,0.1181,0.0972,9,0.6092,9,1,syn_20260831_000276,2026-08-17,2026-08-30,1
6,178.44,5.94,0.35,0.2132,0.0136,0.1069,0.0238,14,0.711,12,1,syn_20260831_000277,2026-08-17,2026-08-30,1
4,164.64,4.61,0.2098,0.219,0.0298,0.1128,0.0693,13,0.7302,13,4,syn_20260831_000278,2026-08-17,2026-08-30,1
5,72.13,7.69,0.2254,0.323,0.0365,0.15,0.0427,14,0.8085,14,1,syn_20260831_000279,2026-08-17,2026-08-30,1
2,60.0,2.46,0.0433,0.0,0.027,0.0026,0.0106,3,0.1422,10,6,syn_20260831_000280,2026-08-17,2026-08-30,1
5,169.17,4.05,0.3086,0.1988,0.0051,0.1242,0.0643,11,0.6428,9,1,syn_20260831_000281,2026-08-17,2026-08-30,1
7,240.0,7.07,0.1377,0.05,0.2425,0.181,0.097,14,0.5,7,1,syn_20260831_000282,2026-08-17,2026-08-30,1
3,124.62,5.23,0.065,0.05,0.012,0.2247,0.1723,9,0.3668,10,2,syn_20260831_000283,2026-08-17,2026-08-30,1
1,22.91,2.4,0.0,0.0,0.0,0.0054,0.0116,2,0.0273,9,2,syn_20260831_000284,2026-08-17,2026-08-30,1
3,63.93,5.56,0.2841,0.1766,0.01,0.0724,0.0,12,0.6237,11,2,syn_20260831_000285,2026-08-17,2026-08-30,1
3,292.02,4.37,0.0541,0.0269,0.0757,0.146,0.178,8,0.6465,13,6,syn_20260831_000286,2026-08-17,2026-08-30,1
3,123.71,7.46,0.1986,0.2038,0.0148,0.1172,0.0537,13,0.8078,6,1,syn_20260831_000287,2026-08-17,2026-08-30,1
3,124.86,4.08,0.048,0.0468,0.0789,0.1863,0.2389,7,0.7,12,2,syn_20260831_000288,2026-08-17,2026-08-30,1
1,25.46,2.18,0.0,0.0,0.0,0.034,0.0332,2,0.1816,9,4,syn_20260831_000289,2026-08-17,2026-08-30,1
3,91.78,6.83,0.1557,0.2387,0.0232,0.0721,0.0903,14,0.8236,9,0,syn_20260831_000290,2026-08-17,2026-08-30,1
4,230.69,7.68,0.1386,0.05,0.211,0.1307,0.1295,18,0.75,7,2,syn_20260831_000291,2026-08-17,2026-08-30,1
1,21.89,2.23,0.0,0.0,0.0,0.0408,0.05,2,0.2,11,7,syn_20260831_000292,2026-08-17,2026-08-30,1
7,176.32,5.28,0.0612,0.0731,0.2063,0.1853,0.0848,19,0.6244,13,1,syn_20260831_000293,2026-08-17,2026-08-30,1
6,180.0,4.72,0.3331,0.2857,0.0042,0.095,0.0493,12,0.6467,12,0,syn_20260831_000294,2026-08-17,2026-08-30,1
1,11.86,2.09,0.0,0.0,0.0,0.0143,0.0326,2,0.2,10,4,syn_20260831_000295,2026-08-17,2026-08-30,1
5,138.46,4.46,0.3081,0.1996,0.0028,0.0895,0.0824,13,0.6923,7,2,syn_20260831_000296,2026-08-17,2026-08-30,1
3,110.73,5.33,0.2116,0.3062,0.0428,0.0821,0.0305,11,0.7264,4,2,syn_20260831_000297,2026-08-17,2026-08-30,1
5,77.54,6.43,0.3217,0.1938,0.0427,0.1245,0.06,9,0.8104,4,0,syn_20260831_000298,2026-08-17,2026-08-30,1
1,37.69,2.59,0.0,0.0,0.0,0.0086,0.0114,3,0.1383,11,6,syn_20260831_000299,2026-08-17,2026-08-30,1
3,94.29,7.16,0.258,0.19,0.0155,0.0822,0.0765,12,0.7146,9,3,syn_20260831_000300,2026-08-17,2026-08-30,1
1,30.4,2.04,0.0,0.0,0.0,0.0351,0.0414,2,0.0654,10,3,syn_20260831_000301,2026-08-17,2026-08-30,1
3,154.62,4.13,0.0119,0.0,0.0727,0.1442,0.2264,12,0.4634,9,5,syn_20260831_000302,2026-08-17,2026-08-30,1
1,16.52,2.0,0.0,0.0,0.0,0.0098,0.0152,2,0.1486,6,1,syn_20260831_000303,2026-08-17,2026-08-30,1
7,240.0,9.97,0.0963,0.0691,0.1701,0.1269,0.05,17,0.7413,10,2,syn_20260831_000304,2026-08-17,2026-08-30,1
3,101.31,6.05,0.2233,0.2841,0.0144,0.1079,0.0247,10,0.7877,11,2,syn_20260831_000305,2026-08-17,2026-08-30,1
5,77.33,4.0,0.2025,0.2942,0.0452,0.1207,0.1,9,0.85,8,1,syn_20260831_000306,2026-08-17,2026-08-30,1
5,101.56,6.18,0.315,0.2927,0.0382,0.1421,0.0988,10,0.6,7,2,syn_20260831_000307,2026-08-17,2026-08-30,1
1,17.56,3.45,0.0192,0.0197,0.0387,0.0163,0.0209,3,0.35,5,2,syn_20260831_000308,2026-08-17,2026-08-30,1
1,32.45,2.48,0.0,0.0,0.0,0.0445,0.0277,2,0.0851,7,6,syn_20260831_000309,2026-08-17,2026-08-30,1
3,261.14,7.86,0.0264,0.0193,0.0,0.1912,0.2099,11,0.5557,7,0,syn_20260831_000310,2026-08-17,2026-08-30,1
6,116.94,6.03,0.0664,0.0684,0.2513,0.1698,0.1449,11,0.6696,12,2,syn_20260831_000311,2026-08-17,2026-08-30,1
1,21.51,2.74,0.0,0.0,0.0,0.0246,0.0079,2,0.0955,5,0,syn_20260831_000312,2026-08-17,2026-08-30,1
5,132.04,6.47,0.3292,0.3305,0.0426,0.0609,0.08,8,0.759,10,2,syn_20260831_000313,2026-08-17,2026-08-30,1
7,210.48,7.48,0.0893,0.118,0.2169,0.1149,0.0969,13,0.75,12,2,syn_20260831_000314,2026-08-17,2026-08-30,1
1,10.0,4.0,0.026,0.0262,0.0369,0.0434,0.0482,4,0.1001,9,2,syn_20260831_000315,2026-08-17,2026-08-30,1
5,226.21,6.97,0.1302,0.0886,0.2667,0.1685,0.0789,19,0.593,12,1,syn_20260831_000316,2026-08-17,2026-08-30,1
1,14.25,2.81,0.0,0.0,0.0,0.0292,0.0323,2,0.1298,13,7,syn_20260831_000317,2026-08-17,2026-08-30,1
6,137.51,4.77,0.2094,0.3165,0.0043,0.05,0.0296,12,0.7271,6,3,syn_20260831_000318,2026-08-17,2026-08-30,1
4,214.46,8.06,0.0689,0.1331,0.1927,0.148,0.15,11,0.5,14,1,syn_20260831_000319,2026-08-17,2026-08-30,1
3,127.42,4.57,0.3257,0.3118,0.0139,0.1173,0.0437,13,0.6,5,1,syn_20260831_000320,2026-08-17,2026-08-30,1
1,40.0,2.34,0.0,0.0,0.0,0.05,0.0137,2,0.0846,9,7,syn_20260831_000321,2026-08-17,2026-08-30,1
4,117.48,5.07,0.2654,0.1586,0.0403,0.1456,0.0836,11,0.7257,5,1,syn_20260831_000322,2026-08-17,2026-08-30,1
1,28.85,2.32,0.0,0.0,0.0,0.0007,0.0458,2,0.1692,6,3,syn_20260831_000323,2026-08-17,2026-08-30,1
1,31.02,2.59,0.0,0.0,0.0,0.032,0.0192,2,0.1303,3,2,syn_20260831_000324,2026-08-17,2026-08-30,1
4,223.89,6.43,0.0884,0.1244,0.15,0.1494,0.15,13,0.7314,11,1,syn_20260831_000325,2026-08-17,2026-08-30,1
3,136.19,3.69,0.0461,0.0079,0.0287,0.1407,0.1528,10,0.4162,5,3,syn_20260831_000326,2026-08-17,2026-08-30,1
5,174.05,4.66,0.35,0.3146,0.0368,0.0548,0.0652,15,0.85,6,2,syn_20260831_000327,2026-08-17,2026-08-30,1
4,123.39,4.17,0.0536,0.016,0.0,0.2468,0.1726,7,0.4666,9,0,syn_20260831_000328,2026-08-17,2026-08-30,1
4,180.0,4.89,0.2056,0.3076,0.05,0.1427,0.0474,8,0.7163,3,2,syn_20260831_000329,2026-08-17,2026-08-30,1
5,190.03,5.0,0.1031,0.1045,0.1688,0.1711,0.1045,16,0.5105,7,1,syn_20260831_000330,2026-08-17,2026-08-30,1
1,15.44,2.32,0.0,0.0,0.0,0.0111,0.019,2,0.0385,11,6,syn_20260831_000331,2026-08-17,2026-08-30,1
5,113.34,6.49,0.3015,0.2298,0.029,0.05,0.0848,8,0.6811,3,2,syn_20260831_000332,2026-08-17,2026-08-30,1
5,119.71,6.31,0.1443,0.0729,0.2313,0.1861,0.1167,19,0.5249,12,2,syn_20260831_000333,2026-08-17,2026-08-30,1
7,113.15,9.85,0.1195,0.1291,0.2348,0.1747,0.1474,19,0.5825,13,1,syn_20260831_000334,2026-08-17,2026-08-30,1
4,118.64,7.72,0.2451,0.3303,0.032,0.054,0.0717,8,0.7385,9,2,syn_20260831_000335,2026-08-17,2026-08-30,1
1,14.93,2.62,0.0,0.0,0.0,0.0279,0.0491,2,0.1051,9,8,syn_20260831_000336,2026-08-17,2026-08-30,1
3,173.89,4.34,0.0143,0.0398,0.0398,0.147,0.3,6,0.4409,9,4,syn_20260831_000337,2026-08-17,2026-08-30,1
2,16.21,2.28,0.0103,0.0172,0.0389,0.0561,0.0,5,0.3162,7,3,syn_20260831_000338,2026-08-17,2026-08-30,1
5,182.98,6.42,0.0708,0.0968,0.2684,0.1226,0.1296,13,0.5528,6,2,syn_20260831_000339,2026-08-17,2026-08-30,1
5,180.0,8.0,0.2651,0.2262,0.0322,0.0542,0.0615,14,0.6392,8,2,syn_20260831_000340,2026-08-17,2026-08-30,1
3,67.99,7.43,0.1875,0.1892,0.0,0.1391,0.0679,8,0.85,3,3,syn_20260831_000341,2026-08-17,2026-08-30,1
4,139.78,8.0,0.2468,0.2657,0.0469,0.075,0.0328,15,0.8179,4,2,syn_20260831_000342,2026-08-17,2026-08-30,1
1,26.33,2.42,0.0,0.0,0.0,0.0383,0.0184,2,0.0071,11,9,syn_20260831_000343,2026-08-17,2026-08-30,1
6,146.26,6.8,0.192,0.2357,0.0129,0.1298,0.0531,10,0.688,8,3,syn_20260831_000344,2026-08-17,2026-08-30,1
2,282.71,7.04,0.0578,0.0442,0.0466,0.1979,0.1974,10,0.503,6,0,syn_20260831_000345,2026-08-17,2026-08-30,1
1,14.28,2.54,0.0,0.0,0.0,0.0428,0.0,3,0.183,10,6,syn_20260831_000346,2026-08-17,2026-08-30,1
2,25.02,3.79,0.0018,0.0134,0.0278,0.036,0.0474,5,0.35,6,3,syn_20260831_000347,2026-08-17,2026-08-30,1
3,215.12,5.62,0.0977,0.0185,0.0361,0.1329,0.2797,10,0.3689,6,5,syn_20260831_000348,2026-08-17,2026-08-30,1
4,62.22,6.21,0.3367,0.3395,0.0369,0.0877,0.0839,10,0.7623,8,1,syn_20260831_000349,2026-08-17,2026-08-30,1
4,104.0,5.63,0.2403,0.3476,0.05,0.1166,0.0199,12,0.7091,4,3,syn_20260831_000350,2026-08-17,2026-08-30,1
4,230.04,4.73,0.0479,0.0318,0.0059,0.1381,0.2718,9,0.4473,12,3,syn_20260831_000351,2026-08-17,2026-08-30,1
4,146.84,8.0,0.3418,0.2279,0.0111,0.1434,0.0327,10,0.754,13,2,syn_20260831_000352,2026-08-17,2026-08-30,1
4,168.38,7.66,0.2187,0.2432,0.05,0.1206,0.016,13,0.6977,6,1,syn_20260831_000353,2026-08-17,2026-08-30,1
7,153.95,10.0,0.0748,0.0997,0.2823,0.1751,0.1358,10,0.6079,9,1,syn_20260831_000354,2026-08-17,2026-08-30,1
3,253.74,5.35,0.0,0.03,0.0291,0.1,0.1831,7,0.4793,7,1,syn_20260831_000355,2026-08-17,2026-08-30,1
5,197.25,6.13,0.0749,0.0823,0.1736,0.1911,0.1223,13,0.605,7,2,syn_20260831_000356,2026-08-17,2026-08-30,1
2,262.23,5.1,0.0261,0.0333,0.0379,0.2134,0.2855,5,0.4601,11,5,syn_20260831_000357,2026-08-17,2026-08-30,1
5,122.67,4.67,0.1665,0.1749,0.05,0.1307,0.0626,14,0.7376,11,0,syn_20260831_000358,2026-08-17,2026-08-30,1
1,29.05,2.31,0.0,0.0,0.0,0.0,0.0394,2,0.1522,10,5,syn_20260831_000359,2026-08-17,2026-08-30,1
4,79.67,6.08,0.2528,0.1769,0.0365,0.0662,0.0739,9,0.7261,12,3,syn_20260831_000360,2026-08-17,2026-08-30,1
2,33.73,2.99,0.0387,0.0351,0.0499,0.0707,0.0414,4,0.0,10,3,syn_20260831_000361,2026-08-17,2026-08-30,1
4,142.41,4.22,0.3311,0.3013,0.05,0.0535,0.0868,8,0.85,5,2,syn_20260831_000362,2026-08-17,2026-08-30,1
5,90.0,8.56,0.0552,0.1109,0.2412,0.106,0.123,17,0.7399,5,2,syn_20260831_000363,2026-08-17,2026-08-30,1
5,137.57,4.93,0.2323,0.2296,0.0294,0.0649,0.0097,9,0.6077,9,1,syn_20260831_000364,2026-08-17,2026-08-30,1
3,246.15,5.07,0.025,0.0305,0.0472,0.2459,0.2508,5,0.3755,7,4,syn_20260831_000365,2026-08-17,2026-08-30,1
4,173.46,7.7,0.15,0.3232,0.0471,0.0715,0.0521,10,0.8394,6,3,syn_20260831_000366,2026-08-17,2026-08-30,1
2,20.53,3.31,0.0438,0.0459,0.0088,0.0493,0.041,2,0.0583,5,3,syn_20260831_000367,2026-08-17,2026-08-30,1
7,155.74,6.94,0.139,0.0921,0.1899,0.1739,0.1469,18,0.643,14,1,syn_20260831_000368,2026-08-17,2026-08-30,1
4,125.1,4.7,0.3008,0.2335,0.0089,0.136,0.0351,9,0.607,4,3,syn_20260831_000369,2026-08-17,2026-08-30,1
1,53.21,3.31,0.0006,0.01,0.0329,0.0403,0.0297,3,0.0893,14,1,syn_20260831_000370,2026-08-17,2026-08-30,1
3,239.99,3.12,0.0534,0.0,0.0282,0.1583,0.15,9,0.4744,3,1,syn_20260831_000371,2026-08-17,2026-08-30,1
5,139.61,7.38,0.1256,0.1315,0.1865,0.1475,0.1173,13,0.7021,11,1,syn_20260831_000372,2026-08-17,2026-08-30,1
3,182.07,8.0,0.083,0.0229,0.0196,0.1806,0.2529,11,0.526,4,3,syn_20260831_000373,2026-08-17,2026-08-30,1
1,13.23,2.76,0.0,0.0,0.0,0.0086,0.0419,3,0.0236,9,3,syn_20260831_000374,2026-08-17,2026-08-30,1
5,118.37,6.0,0.1225,0.0732,0.1532,0.1182,0.1175,17,0.5774,9,0,syn_20260831_000375,2026-08-17,2026-08-30,1
4,70.81,4.12,0.1928,0.2445,0.026,0.0622,0.0262,12,0.85,9,0,syn_20260831_000376,2026-08-17,2026-08-30,1
3,231.84,4.56,0.0971,0.0291,0.05,0.1429,0.2799,5,0.3645,10,2,syn_20260831_000377,2026-08-17,2026-08-30,1
6,144.27,7.38,0.0852,0.1467,0.2758,0.1792,0.0785,17,0.5,7,2,syn_20260831_000378,2026-08-17,2026-08-30,1
5,231.85,8.1,0.0687,0.0724,0.2967,0.161,0.1279,15,0.6766,5,3,syn_20260831_000379,2026-08-17,2026-08-30,1
5,161.56,8.22,0.0834,0.1214,0.1954,0.1475,0.1271,18,0.699,5,2,syn_20260831_000380,2026-08-17,2026-08-30,1
4,74.83,7.75,0.2619,0.2237,0.0358,0.1143,0.0574,12,0.8297,9,2,syn_20260831_000381,2026-08-17,2026-08-30,1
1,25.67,2.73,0.0,0.0,0.0,0.0324,0.0109,3,0.105,11,0,syn_20260831_000382,2026-08-17,2026-08-30,1
2,134.07,3.53,0.0154,0.0324,0.0358,0.2116,0.1629,6,0.4386,9,3,syn_20260831_000383,2026-08-17,2026-08-30,1
6,66.67,6.27,0.2794,0.1627,0.0071,0.1083,0.0534,12,0.6718,9,2,syn_20260831_000384,2026-08-17,2026-08-30,1
4,90.0,5.24,0.1393,0.1355,0.1893,0.1,0.0548,14,0.75,9,2,syn_20260831_000385,2026-08-17,2026-08-30,1
5,168.21,6.82,0.2917,0.2358,0.0063,0.1173,0.0532,12,0.8118,8,1,syn_20260831_000386,2026-08-17,2026-08-30,1
3,300.0,4.48,0.0825,0.0458,0.0278,0.1637,0.2659,7,0.4601,13,2,syn_20260831_000387,2026-08-17,2026-08-30,1
5,169.2,6.86,0.3268,0.2141,0.0495,0.1485,0.086,10,0.7301,7,4,syn_20260831_000388,2026-08-17,2026-08-30,1
3,204.42,3.87,0.0746,0.0169,0.0321,0.1778,0.2885,8,0.3625,4,2,syn_20260831_000389,2026-08-17,2026-08-30,1
1,18.9,2.55,0.0,0.0,0.0,0.0456,0.0231,3,0.1375,3,3,syn_20260831_000390,2026-08-17,2026-08-30,1
1,24.92,2.26,0.0,0.0,0.0,0.0231,0.05,2,0.1898,7,1,syn_20260831_000391,2026-08-17,2026-08-30,1
