Cart ID,Transaction ID,Customer ID,Gender,Location,Payment type,Item ID,Brand Name,Brand Size,Category,Subcategory,Unit Price,Best Price,Discount,Quantity,Total Item Price,Quality Score,Replaced,Substitute ID,Substitute Brand,Substitute Size,Substitute Price,Substitute Quality,Price Saved
234,8A73CB6C,CUS4193,Female,WA,Cash,ITM45168,Oreo,200 g,Snacks,Biscuits,10.73,8.15,0.24,2,16.3,5,Yes,ITM73444,Oreo,200 g,5.54,5.0,5.22
234,8A73CB6C,CUS4193,Female,WA,Cash,ITM54167,Bertocchi,500 g,Meat,Pork,4.64,3.34,0.28,2,6.68,5,Yes,ITM30505,Coles RSPCA Approved,1000 g,2.26,5.0,2.16
234,8A73CB6C,CUS4193,Female,WA,Cash,ITM90145,Daily Juice,250 mL,Beverages,Juice,14.17,10.91,0.23,1,10.91,4,Yes,ITM35008,Coles Brand,250 mL,8.34,5.0,2.57
234,8A73CB6C,CUS4193,Female,WA,Cash,ITM73444,Arnott's,200 g,Snacks,Biscuits,6.75,5.54,0.18,1,5.54,5,Yes,ITM80077,SPC,250 g,2.41,5.0,3.13
235,AFFA44F1,CUS5669,Male,WA,Debit Card,ITM64168,Bertocchi,1000 g,Meat,Pork,7.1,5.11,0.28,1,5.11,5,Yes,ITM29304,Barilla,750 g,3.91,5.0,1.2
235,AFFA44F1,CUS5669,Male,WA,Debit Card,ITM49802,Tip Top,2 pack,Bakery,Bread,5.34,3.91,0.27,1,3.91,5,Yes,ITM55462,Tip Top,8 pack,2.96,5.0,0.95
235,AFFA44F1,CUS5669,Male,WA,Debit Card,ITM69561,Paul's,500 mL,Dairy,Milk,20.35,15.67,0.23,5,78.35,4,Yes,ITM52081,Barilla,1000 g,12.44,5.0,16.15
236,2B08AEAA,CUS2604,Female,WA,Credit Card,ITM34137,Edgell,500 g,Pantry,Canned Food,9.27,6.67,0.28,5,33.35,5,Yes,ITM32607,SPC,750 g,5.81,5.0,4.3
236,2B08AEAA,CUS2604,Female,WA,Credit Card,ITM93732,Devondale,1500 mL,Dairy,Cheese,9.46,7.1,0.25,3,21.3,5,Yes,ITM54765,Coles Brand,1500 mL,6.8,5.0,0.9
236,2B08AEAA,CUS2604,Female,WA,Credit Card,ITM91313,Lindt,200 g,Snacks,Chocolate,7.25,7.18,0.01,4,28.72,5,Yes,ITM28590,Cadbury,200 g,3.86,5.0,13.28
236,2B08AEAA,CUS2604,Female,WA,Credit Card,ITM24138,Cape Grim,1500 g,Meat,Beef,13.67,13.12,0.04,3,39.36,5,Yes,ITM34814,Devondale,1000 mL,5.77,5.0,22.05
237,B202D06F, CUS5069,Female,VIC,Cash,ITM55462,Tip Top,8 pack,Bakery,Bread,4.17,2.96,0.29,1,2.96,5,Yes,ITM32500,Bega,500 mL,1.66,5.0,1.3
237,B202D06F, CUS5069,Female,VIC,Cash,ITM90145,Golden Circle,250 mL,Beverages,Juice,14.17,10.91,0.23,1,10.91,5,Yes,ITM35008,Coles Brand,250 mL,8.34,5.0,2.57
237,B202D06F, CUS5069,Female,VIC,Cash,ITM43806,Smith's,150 g,Snacks,Chips,18.78,14.65,0.22,3,43.95,4,Yes,ITM13754,Smith's,200 g,13.09,4.0,4.68
238,0621A2F4,CUS1799,Male,WA,Debit Card,ITM76678,Coles Bakery,4 pack,Bakery,Pastries,19.96,14.97,0.25,3,44.91,3,Yes,ITM17443,Daily Juice,500 mL,14.68,3.0,0.87
238,0621A2F4,CUS1799,Male,WA,Debit Card,ITM78671,Nestle,150 g,Snacks,Chocolate,14.88,11.01,0.26,1,11.01,5,Yes,ITM81101,Coles Brand,300 g,8.36,5.0,2.65
238,0621A2F4,CUS1799,Male,WA,Debit Card,ITM10665,Coca-Cola,2000 mL,Beverages,Soft Drinks,17.24,15.34,0.11,1,15.34,5,Yes,ITM21419,Paul's,2000 mL,14.4,5.0,0.94
239,CE4CD614,CUS2409,Female,WA,Debit Card,ITM88148,Chobani,1500 mL,Dairy,Yogurt,14.25,14.11,0.01,2,28.22,5,Yes,ITM80294,Monster,1500 mL,11.65,5.0,4.92
239,CE4CD614,CUS2409,Female,WA,Debit Card,ITM30505,Coles RSPCA Approved,1000 g,Meat,Chicken,3.05,2.26,0.26,3,6.78,5,Yes,ITM45482,Cool Ridge,2000 mL,1.15,5.0,3.33
239,CE4CD614,CUS2409,Female,WA,Debit Card,ITM98744,Red Rock Deli,250 g,Snacks,Chips,15.57,11.37,0.27,2,22.74,5,Yes,ITM81101,Smith's,300 g,8.36,5.0,6.02
239,CE4CD614,CUS2409,Female,WA,Debit Card,ITM82173,Monster,1500 mL,Beverages,Energy Drinks,8.27,7.61,0.08,4,30.44,5,Yes,ITM54765,V,1500 mL,7.05,5.0,2.24
239,CE4CD614,CUS2409,Female,WA,Debit Card,ITM12293,Tilda,1000 g,Pantry,Rice,14.42,10.81,0.25,1,10.81,5,Yes,ITM76900,Tilda,750 g,3.91,5.0,6.9
240,F6F903D3,CUS7725,Female,WA,Debit Card,ITM53578,Coles Brand,250 g,Meat,Pork,3.85,3.39,0.12,3,10.17,5,Yes,ITM14960,A2 Milk,500 mL,2.16,5.0,3.69
240,F6F903D3,CUS7725,Female,WA,Debit Card,ITM66308,TUC,200 g,Snacks,Biscuits,7.0,6.23,0.11,1,6.23,5,Yes,ITM73444,Oreo,200 g,5.54,5.0,0.69
240,F6F903D3,CUS7725,Female,WA,Debit Card,ITM23586,Yoplait,2000 mL,Dairy,Yogurt,19.96,15.97,0.2,1,15.97,4,Yes,ITM10665,Coles Brand,2000 mL,15.34,4.0,0.63
240,F6F903D3,CUS7725,Female,WA,Debit Card,ITM23586,Yoplait,2000 mL,Dairy,Yogurt,19.96,15.97,0.2,1,15.97,4,Yes,ITM10665,Coles Brand,2000 mL,15.34,4.0,0.63
241,E288A00B,CUS6783,Male,QLD,Cash,ITM80294,Monster,1500 mL,Beverages,Energy Drinks,12.14,11.65,0.04,2,23.3,5,Yes,ITM82173,Red Bull,1500 mL,7.61,5.0,8.08
241,E288A00B,CUS6783,Male,QLD,Cash,ITM28085,Australian Fresh,1000 g,Produce,Fruits,22.07,17.21,0.22,2,34.42,2,Yes,ITM69561,Coles Brand,500 mL,15.67,3.0,3.08
241,E288A00B,CUS6783,Male,QLD,Cash,ITM45752,Coles Brand,1500 g,Produce,Vegetables,14.81,11.85,0.2,4,47.4,4,Yes,ITM19369,Australian Fresh,1500 g,9.57,5.0,9.12
241,E288A00B,CUS6783,Male,QLD,Cash,ITM65080,Australian Fresh,1500 g,Produce,Fruits,18.75,18.56,0.01,1,18.56,4,Yes,ITM35042,Coles Brand,1500 g,11.65,5.0,6.91
241,E288A00B,CUS6783,Male,QLD,Cash,ITM23219,Dairy Farmers,2000 mL,Dairy,Milk,22.6,17.4,0.23,2,34.8,3,Yes,ITM99586,Coles Brand,2000 mL,15.77,3.0,3.26
242,C6FE2448,CUS2913,Male,VIC,Cash,ITM61080,Coles Brand,1500 g,Produce,Fruits,12.94,11.65,0.1,4,46.6,5,Yes,ITM36741,Barilla,1000 g,9.69,5.0,7.84
242,C6FE2448,CUS2913,Male,VIC,Cash,ITM34498,Bertocchi,500 g,Meat,Pork,7.1,5.11,0.28,1,5.11,5,Yes,ITM54167,Coles Brand,500 g,3.34,5.0,1.77
242,C6FE2448,CUS2913,Male,VIC,Cash,ITM47678,Cadbury,250 g,Snacks,Chocolate,3.9,3.86,0.01,4,15.44,5,Yes,ITM97602,Coles Brand,200 g,0.93,5.0,11.72
242,C6FE2448,CUS2913,Male,VIC,Cash,ITM81805,Lilydale,250 g,Meat,Chicken,23.6,19.82,0.16,3,59.46,4,Yes,ITM38892,Golden Circle,250 mL,18.94,3.0,2.64
242,C6FE2448,CUS2913,Male,VIC,Cash,ITM53580,Schweppes,500 mL,Beverages,Soft Drinks,16.7,14.53,0.13,2,29.06,5,Yes,ITM38008,Schweppes,1500 mL,11.97,5.0,5.12
243,AF8B5E6B,CUS4093,Male,VIC,Cash,ITM50710,Yoplait,500 mL,Dairy,Yogurt,23.48,18.55,0.21,5,92.75,3,Yes,IT91471,Jalna,500 mL,15.97,4.0,12.9
243,AF8B5E6B,CUS4093,Male,VIC,Cash,ITM35042,Australian Fresh,1500 g,Produce,Fruits,12.94,11.65,0.1,4,46.6,5,Yes,ITM36741,Barilla,1000 g,9.69,5.0,7.84
243,AF8B5E6B,CUS4093,Male,VIC,Cash,ITM99586,Coles Brand,2000 mL,Beverages,Electronics,20.13,15.77,0.23,2,31.54,3,Yes,ITM45752,Australian Fresh,1500 g,11.85,4.0,7.84
243,AF8B5E6B,CUS4093,Male,VIC,Cash,ITM24138,Cape Grim,1500 g,Meat,Beef,13.67,13.12,0.04,3,39.36,5,Yes,ITM34814,Devondale,1000 mL,5.77,5.0,22.05
243,AF8B5E6B,CUS4093,Male,VIC,Cash,ITM41893,Tip Top,2 pack,Bakery,Bread,8.34,7.67,0.08,1,7.67,5,Yes,ITM38731,Abbott's Village,6 pack,5.59,5.0,2.08
244,43A81AE4,CUS8905,Female,WA,Credit Card,ITM23586,Jalna,2000 mL,Dairy,Yogurt,19.96,15.97,0.2,1,15.97,4,Yes,ITM10665,Coles Brand,2000 mL,15.34,4.0,0.63
244,43A81AE4,CUS8905,Female,WA,Credit Card,ITM76900,Sunrice,750 g,Pantry,Rice,3.77,3.73,0.01,1,3.73,5,Yes,ITM37711,Tilda,1000 g,2.25,5.0,1.48
244,43A81AE4,CUS8905,Female,WA,Credit Card,ITM38008,Coca-Cola,1500 mL,Beverages,Soft Drinks,15.34,11.97,0.22,1,11.97,5,Yes,ITM54765,V,1500 mL,7.05,5.0,4.92
244,43A81AE4,CUS8905,Female,WA,Credit Card,ITM49902,Coles Brand,750 g,Meat,Pork,6.32,6.0,0.05,1,6.0,5,Yes,ITM14960,A2 Milk,500 mL,2.16,5.0,3.84
245,0CE9629D,CUS6349,Male,QLD,Cash,ITM50843,Berri,250 mL,Beverages,Juice,22.54,17.13,0.24,1,17.13,3,Yes,ITM17443,Daily Juice,500 mL,14.68,3.0,2.45
245,0CE9629D,CUS6349,Male,QLD,Cash,ITM66308,Oreo,200 g,Snacks,Biscuits,7.0,6.23,0.11,1,6.23,5,Yes,ITM73444,Oreo,200 g,5.54,5.0,0.69
245,0CE9629D,CUS6349,Male,QLD,Cash,ITM38731,Abbott's Village,6 pack,Bakery,Bread,6.35,5.59,0.12,1,5.59,5,Yes,ITM49021,Sara Lee,1 pack,4.54,5.0,1.05
245,0CE9629D,CUS6349,Male,QLD,Cash,ITM52081,San Remo,1000 g,Pantry,Pasta,15.55,12.44,0.2,5,62.2,5,Yes,ITM91476,San Remo,1000 g,12.31,5.0,0.65
245,0CE9629D,CUS6349,Male,QLD,Cash,ITM49021,Coles Bakery,1 pack,Bakery,Cake,5.34,4.54,0.15,5,22.7,5,Yes,ITM14960,Coles Brand,500 mL,2.16,5.0,11.9
246,BEA5E12F,CUS3949,Male,SA,Debit Card,ITM99787,Coles Brand,500 g,Meat,Pork,11.61,11.38,0.02,2,22.76,5,Yes,ITM76397,Barilla,500 g,9.69,5.0,3.38
246,BEA5E12F,CUS3949,Male,SA,Debit Card,ITM67652,Lilydale,1000 g,Meat,Chicken,2.78,2.67,0.04,3,8.01,5,Yes,ITM14960,Paul's,500 mL,2.16,5.0,1.53
246,BEA5E12F,CUS3949,Male,SA,Debit Card,ITM34137,Heinz,500 g,Pantry,Canned Food,9.27,6.67,0.28,5,33.35,5,Yes,ITM32607,SPC,750 g,5.81,5.0,4.3
246,BEA5E12F,CUS3949,Male,SA,Debit Card,ITM54765,V,1500 mL,Beverages,Energy Drinks,9.15,7.05,0.23,5,35.25,5,No,,,,,,
247,69B174A2,CUS2821,Male,NSW,Debit Card,ITM34535,Berri,500 mL,Beverages,Juice,14.57,13.7,0.06,4,54.8,5,Yes,ITM99787,Coles Brand,500 g,11.38,5.0,9.28
247,69B174A2,CUS2821,Male,NSW,Debit Card,ITM34535,Golden Circle,500 mL,Beverages,Juice,14.57,13.7,0.06,4,54.8,5,Yes,ITM99787,Coles Brand,500 g,11.38,5.0,9.28
247,69B174A2,CUS2821,Male,NSW,Debit Card,ITM96806,Helga's,1 pack,Bakery,Bread,23.72,20.64,0.13,4,82.56,5,Yes,ITM85988,Coles Bakery,8 pack,13.15,4.0,29.96
248,2037E9A2,CUS5449,Female,VIC,Debit Card,ITM81101,Smith's,300 g,Snacks,Chips,11.15,8.36,0.25,4,33.44,5,Yes,ITM45168,TUC,200 g,8.15,5.0,0.84
248,2037E9A2,CUS5449,Female,VIC,Debit Card,ITM29304,San Remo,750 g,Pantry,Pasta,5.36,3.91,0.27,1,3.91,5,Yes,ITM30505,Lilydale,1000 g,2.26,5.0,1.65
248,2037E9A2,CUS5449,Female,VIC,Debit Card,ITM61284,Sunrice,500 g,Pantry,Rice,24.64,18.97,0.23,1,18.97,3,Yes,ITM60074,Sunrice,500 g,14.27,4.0,4.7
248,2037E9A2,CUS5449,Female,VIC,Debit Card,ITM55462,Tip Top,8 pack,Bakery,Bread,4.17,2.96,0.29,1,2.96,5,Yes,ITM32500,Bega,500 mL,1.66,5.0,1.3
248,2037E9A2,CUS5449,Female,VIC,Debit Card,ITM34535,Berri,500 mL,Beverages,Juice,14.57,13.7,0.06,4,54.8,5,Yes,ITM99787,Coles Brand,500 g,11.38,5.0,9.28
249,855B896C,CUS2168,Female,WA,Cash,ITM10665,Coca-Cola,2000 mL,Beverages,Soft Drinks,17.24,15.34,0.11,1,15.34,5,Yes,ITM21419,Paul's,2000 mL,14.4,5.0,0.94
249,855B896C,CUS2168,Female,WA,Cash,ITM47678,Smith's,250 g,Snacks,Chips,17.23,13.09,0.24,1,13.09,4,Yes,ITM28590,Cadbury,200 g,3.86,5.0,9.23
249,855B896C,CUS2168,Female,WA,Cash,ITM35042,Australian Fresh,1500 g,Produce,Fruits,12.94,11.65,0.1,4,46.6,5,Yes,ITM36741,Barilla,1000 g,9.69,5.0,7.84
249,855B896C,CUS2168,Female,WA,Cash,ITM50710,Jalna,500 mL,Dairy,Yogurt,23.48,18.55,0.21,5,92.75,3,Yes,IT91471,Jalna,500 mL,15.97,4.0,12.9
249,855B896C,CUS2168,Female,WA,Cash,ITM34137,Heinz,500 g,Pantry,Canned Food,9.27,6.67,0.28,5,33.35,5,Yes,ITM32607,SPC,750 g,5.81,5.0,4.3
250,1DCE85F0,CUST5219,Male,SA,Cash,ITM66308,Oreo,200 g,Snacks,Biscuits,7.0,6.23,0.11,1,6.23,5,Yes,ITM73444,Oreo,200 g,5.54,5.0,0.69
250,1DCE85F0,CUST5219,Male,SA,Cash,ITM93732,Devondale,1500 mL,Dairy,Cheese,9.46,7.1,0.25,3,21.3,5,Yes,ITM54765,Coles Brand,1500 mL,6.8,5.0,0.9
250,1DCE85F0,CUST5219,Male,SA,Cash,ITM28469,Oreo,100 g,Snacks,Biscuits,24.98,18.98,0.24,4,75.92,3,Yes,ITM55806,Coles Brand,150 g,14.65,3.0,17.32
251,92EE32E3,CUS3695,Male,VIC,Credit Card,ITM31013,Coca-Cola,500 mL,Beverages,Soft Drinks,9.07,6.8,0.25,2,13.6,5,Yes,ITM26641,Schweppes,1000 mL,3.63,5.0,6.34
251,92EE32E3,CUS3695,Male,VIC,Credit Card,ITM38008,Coca-Cola,1500 mL,Beverages,Soft Drinks,15.34,11.97,0.22,1,11.97,5,Yes,ITM54765,V,1500 mL,7.05,5.0,4.92
251,92EE32E3,CUS3695,Male,VIC,Credit Card,ITM99586,Red Bull,2000 mL,Beverages,Energy Drinks,20.13,17.51,0.13,4,70.04,5,Yes,ITM38008,Coca-Cola,1500 mL,11.97,5.0,22.16
251,92EE32E3,CUS3695,Male,VIC,Credit Card,ITM90456,Australian Fresh,1500 g,Produce,Vegetables,6.61,6.54,0.01,4,26.16,5,Yes,ITM70911,Australian Fresh,500 g,5.03,5.0,6.04
251,92EE32E3,CUS3695,Male,VIC,Credit Card,ITM52081,Barilla,1000 g,Pantry,Pasta,15.55,12.44,0.2,5,62.2,5,Yes,ITM91476,San Remo,1000 g,12.31,5.0,0.65
252,14EAFF28,CUS3346,Female,WA,Debit Card,ITM76900,Tilda,750 g,Pantry,Rice,3.77,3.73,0.01,1,3.73,5,Yes,ITM37711,Tilda,1000 g,2.25,5.0,1.48
252,14EAFF28,CUS3346,Female,WA,Debit Card,ITM32607,Heinz,750 g,Pantry,Canned Food,7.09,5.81,0.18,5,29.05,5,Yes,ITM80077,Heinz,250 g,2.41,5.0,17.0
252,14EAFF28,CUS3346,Female,WA,Debit Card,ITM71806,San Remo,250 g,Pantry,Pasta,22.2,20.65,0.07,1,20.65,4,Yes,ITM81805,Lilydale,250 g,19.82,4.0,0.83
253,3FE65F12,CUS5839 ,Male,VIC,Debit Card,ITM14617,Coles Brand,1000 g,Meat,Pork,7.22,5.78,0.2,1,5.78,5,Yes,ITM20351,Coles Brand,1000 g,4.25,5.0,1.53
253,3FE65F12,CUS5839 ,Male,VIC,Debit Card,ITM91476,San Remo,1000 g,Pantry,Pasta,14.83,12.31,0.17,4,49.24,5,Yes,ITM14617,Bertocchi,1000 g,5.78,5.0,26.12
253,3FE65F12,CUS5839 ,Male,VIC,Debit Card,ITM45168,Oreo,200 g,Snacks,Biscuits,10.73,8.15,0.24,2,16.3,5,Yes,ITM73444,Oreo,200 g,5.54,5.0,5.22
253,3FE65F12,CUS5839 ,Male,VIC,Debit Card,ITM50843,Daily Juice,250 mL,Beverages,Juice,22.54,17.13,0.24,1,17.13,2,Yes,ITM17443,Daily Juice,500 mL,14.68,3.0,2.45
253,3FE65F12,CUS5839 ,Male,VIC,Debit Card,ITM23219,Dairy Farmers,2000 mL,Dairy,Milk,22.6,17.4,0.23,2,34.8,3,Yes,ITM99586,Coles Brand,2000 mL,15.77,3.0,3.26
254,CCFC7FA9,CUS2821,Female,SA,Debit Card,ITM34498,Bertocchi,500 g,Meat,Pork,7.1,5.11,0.28,1,5.11,5,Yes,ITM54167,Coles Brand,500 g,3.34,5.0,1.77
254,CCFC7FA9,CUS2821,Female,SA,Debit Card,ITM54167,Coles Brand,500 g,Meat,Pork,4.64,3.34,0.28,2,6.68,5,Yes,ITM30505,Coles RSPCA Approved,1000 g,2.26,5.0,2.16
254,CCFC7FA9,CUS2821,Female,SA,Debit Card,ITM14617,Coles Brand,1000 g,Meat,Pork,7.22,5.78,0.2,1,5.78,5,Yes,ITM20351,Coles Brand,1000 g,4.25,5.0,1.53
254,CCFC7FA9,CUS2821,Female,SA,Debit Card,ITM61269,Monster,2000 mL,Beverages,Energy Drinks,22.44,21.54,0.04,5,107.7,4,Yes,ITM99586,Monster,2000 mL,17.51,4.0,20.15
255,CA36D76C,CUS5449,Female,WA,Credit Card,ITM98744,Red Rock Deli,250 g,Snacks,Chips,15.57,11.37,0.27,2,22.74,5,Yes,ITM81101,Smith's,300 g,8.36,5.0,6.02
255,CA36D76C,CUS5449,Female,WA,Credit Card,ITM23586,Jalna,2000 mL,Dairy,Yogurt,19.96,15.97,0.2,1,15.97,4,Yes,ITM10665,Coles Brand,2000 mL,15.34,4.0,0.63
255,CA36D76C,CUS5449,Female,WA,Credit Card,ITM14960,Paul's,500 mL,Dairy,Milk,2.35,2.16,0.08,4,8.64,5,Yes,ITM58614,Balfours,2 pack,1.65,5.0,2.04
256,C0DA6404,CUS6919,Male,QLD,Credit Card,ITM31013,Pepsi,500 mL,Beverages,Soft Drinks,9.07,6.8,0.25,2,13.6,5,Yes,ITM26641,Schweppes,1000 mL,3.63,5.0,6.34
256,C0DA6404,CUS6919,Male,QLD,Credit Card,ITM50710,Jalna,500 mL,Dairy,Yogurt,23.48,18.55,0.21,5,92.75,3,Yes,IT91471,Jalna,500 mL,15.97,4.0,12.9
256,C0DA6404,CUS6919,Male,QLD,Credit Card,ITM53580,Schweppes,500 mL,Beverages,Soft Drinks,16.7,14.53,0.13,2,29.06,5,Yes,ITM38008,Schweppes,1500 mL,11.97,5.0,5.12
256,C0DA6404,CUS6919,Male,QLD,Credit Card,ITM28590,Oreo,200 g,Snacks,Biscuits,24.88,20.65,0.17,3,61.95,3,Yes,ITM28469,Arnott's,100 g,18.98,4.0,5.01
257,D4765E6E,CUS5069,Male,VIC,Cash,ITM26641,Pepsi,1000 mL,Beverages,Soft Drinks,4.66,3.63,0.22,2,7.26,5,Yes,ITM54167,Coles Brand,500 g,3.34,5.0,0.58
257,D4765E6E,CUS5069,Male,VIC,Cash,ITM73444,TUC,200 g,Snacks,Biscuits,6.75,5.54,0.18,1,5.54,5,Yes,ITM80077,SPC,250 g,2.41,5.0,3.13
257,D4765E6E,CUS5069,Male,VIC,Cash,ITM13754,Nestle,200 g,Snacks,Chocolate,8.04,7.64,0.05,5,38.2,5,Yes,ITM91313,Cadbury,200 g,7.18,5.0,2.3
258,02190E55,CUS3102,Male,QLD,Cash,ITM14617,Bertocchi,1000 g,Meat,Pork,7.22,5.78,0.2,1,5.78,5,Yes,ITM20351,Coles Brand,1000 g,4.25,5.0,1.53
258,02190E55,CUS3102,Male,QLD,Cash,ITM91313,Cadbury,200 g,Snacks,Chocolate,7.25,7.18,0.01,4,28.72,5,Yes,ITM28590,Cadbury,200 g,3.86,5.0,13.28
258,02190E55,CUS3102,Male,QLD,Cash,ITM55806,Smith's,150 g,Snacks,Chips,18.78,14.65,0.22,3,43.95,4,Yes,ITM13754,Smith's,200 g,13.09,4.0,4.68
258,02190E55,CUS3102,Male,QLD,Cash,ITM82173,Red Bull,1500 mL,Beverages,Energy Drinks,8.27,7.61,0.08,4,30.44,5,Yes,ITM54765,V,1500 mL,7.05,5.0,2.24
259,58AB1F86,CUS9346,Female,SA,Debit Card,ITM73444,TUC,200 g,Snacks,Biscuits,6.75,5.54,0.18,1,5.54,5,Yes,ITM80077,SPC,250 g,2.41,5.0,3.13
259,58AB1F86,CUS9346,Female,SA,Debit Card,ITM79306,Helga's,6 pack,Bakery,Bread,7.8,6.01,0.23,1,6.01,5,Yes,ITM49802,Tip Top,2 pack,3.91,5.0,2.1
259,58AB1F86,CUS9346,Female,SA,Debit Card,ITM20351,Coles Brand,1000 g,Meat,Pork,5.0,4.25,0.15,5,21.25,5,Yes,ITM26641,Coca-Cola,1000 mL,3.63,5.0,3.1
259,58AB1F86,CUS9346,Female,SA,Debit Card,ITM38731,Tip Top,6 pack,Bakery,Bread,6.35,5.59,0.12,1,5.59,5,Yes,ITM49021,Sara Lee,1 pack,4.54,5.0,1.05
260,DBE9250E,CUS4311,Female,QLD,Credit Card,ITM79306,Tip Top,6 pack,Bakery,Bread,7.8,6.01,0.23,1,6.01,5,Yes,ITM49802,Tip Top,2 pack,3.91,5.0,2.1
260,DBE9250E,CUS4311,Female,QLD,Credit Card,ITM91313,Nestle,200 g,Snacks,Chocolate,7.25,7.18,0.01,4,28.72,5,Yes,ITM28590,Cadbury,200 g,3.86,5.0,13.28
260,DBE9250E,CUS4311,Female,QLD,Credit Card,ITM76900,Tilda,750 g,Pantry,Rice,3.77,3.73,0.01,1,3.73,5,Yes,ITM37711,Tilda,1000 g,2.25,5.0,1.48
261,06FDD9ED,CUS3469,Female,QLD,Credit Card,ITM41893,Helga's,2 pack,Bakery,Bread,8.34,7.67,0.08,1,7.67,5,Yes,ITM38731,Abbott's Village,6 pack,5.59,5.0,2.08
261,06FDD9ED,CUS3469,Female,QLD,Credit Card,ITM70911,Coles Brand,500 g,Produce,Vegetables,5.19,5.03,0.03,5,25.15,5,Yes,ITM18743,Coles Brand,500 g,2.15,5.0,14.4
261,06FDD9ED,CUS3469,Female,QLD,Credit Card,ITM90456,Australian Fresh,1500 g,Produce,Vegetables,6.61,6.54,0.01,4,26.16,5,Yes,ITM70911,Australian Fresh,500 g,5.03,5.0,6.04
261,06FDD9ED,CUS3469,Female,QLD,Credit Card,ITM81805,Coles RSPCA Approved,250 g,Meat,Chicken,23.6,19.82,0.16,3,59.46,2,Yes,ITM50876,Coles RSPCA Approved,250 g,16.41,2.0,10.23
261,06FDD9ED,CUS3469,Female,QLD,Credit Card,ITM55806,Smith's,150 g,Snacks,Chips,18.78,14.65,0.22,3,43.95,4,Yes,ITM13754,Smith's,200 g,13.09,4.0,4.68
262,C2381E5E, CUS4311,Female,QLD,Cash,ITM50710,Yoplait,500 mL,Dairy,Yogurt,23.48,18.55,0.21,5,92.75,3,Yes,IT91471,Jalna,500 mL,15.97,4.0,12.9
262,C2381E5E, CUS4311,Female,QLD,Cash,ITM14960,Paul's,500 mL,Dairy,Milk,2.35,2.16,0.08,4,8.64,5,Yes,ITM58614,Balfours,2 pack,1.65,5.0,2.04
262,C2381E5E, CUS4311,Female,QLD,Cash,ITM55462,Tip Top,8 pack,Bakery,Bread,4.17,2.96,0.29,1,2.96,5,Yes,ITM32500,Bega,500 mL,1.66,5.0,1.3
262,C2381E5E, CUS4311,Female,QLD,Cash,ITM34535,Golden Circle,500 mL,Beverages,Juice,14.57,13.7,0.06,4,54.8,5,Yes,ITM99787,Coles Brand,500 g,11.38,5.0,9.28
263,9DB82C33,CUS3479,Male,WA,Cash,ITM32500,Bega,500 mL,Dairy,Cheese,2.15,1.66,0.23,4,6.64,5,No,,,,,,
263,9DB82C33,CUS3479,Male,WA,Cash,ITM81101,Smith's,300 g,Snacks,Chips,11.15,8.36,0.25,4,33.44,5,Yes,ITM45168,TUC,200 g,8.15,5.0,0.84
263,9DB82C33,CUS3479,Male,WA,Cash,ITM81805,Coles RSPCA Approved,250 g,Meat,Chicken,23.6,19.82,0.16,3,59.46,2,Yes,ITM50876,Coles RSPCA Approved,250 g,16.41,2.0,10.23
263,9DB82C33,CUS3479,Male,WA,Cash,ITM31013,Schweppes,500 mL,Beverages,Soft Drinks,9.07,6.8,0.25,2,13.6,5,Yes,ITM26641,Schweppes,1000 mL,3.63,5.0,6.34
263,9DB82C33,CUS3479,Male,WA,Cash,ITM49209,Red Bull,1500 mL,Beverages,Energy Drinks,18.12,16.85,0.07,2,33.7,5,Yes,ITM80294,Monster,1500 mL,11.65,5.0,10.4
264,C66792A5,CUS7171,Female,VIC,Credit Card,ITM54765,Monster,1500 mL,Beverages,Energy Drinks,9.15,7.05,0.23,5,35.25,5,No,,,,,,
264,C66792A5,CUS7171,Female,VIC,Credit Card,ITM41893,Helga's,2 pack,Bakery,Bread,8.34,7.67,0.08,1,7.67,5,Yes,ITM38731,Abbott's Village,6 pack,5.59,5.0,2.08
264,C66792A5,CUS7171,Female,VIC,Credit Card,ITM61284,Sunrice,500 g,Pantry,Rice,24.64,18.97,0.23,1,18.97,3,Yes,ITM60074,Sunrice,500 g,14.27,4.0,4.7
264,C66792A5,CUS7171,Female,VIC,Credit Card,ITM60074,Sunrice,500 g,Pantry,Rice,19.02,14.27,0.25,3,42.81,4,Yes,ITM35671,Coles Brand,250 g,13.09,3.0,3.54
265,39DC8006,CUS3151,Male,WA,Debit Card,ITM45752,Australian Fresh,1500 g,Produce,Vegetables,14.81,11.85,0.2,4,47.4,4,Yes,ITM19369,Australian Fresh,1500 g,9.57,5.0,9.12
265,39DC8006,CUS3151,Male,WA,Debit Card,ITM90145,Berri,250 mL,Beverages,Juice,14.17,10.91,0.23,1,10.91,5,Yes,ITM35008,Coles Brand,250 mL,8.34,5.0,2.57
265,39DC8006,CUS3151,Male,WA,Debit Card,ITM34814,Bega,1000 mL,Dairy,Cheese,6.07,5.77,0.05,1,5.77,5,Yes,ITM67652,Coles RSPCA Approved,1000 g,2.67,5.0,3.1
265,39DC8006,CUS3151,Male,WA,Debit Card,ITM34535,Daily Juice,500 mL,Beverages,Juice,14.57,13.7,0.06,4,54.8,5,Yes,ITM99787,Coles Brand,500 g,11.38,5.0,9.28
