Cart ID,Transaction ID,Customer ID,Gender,Location,Payment type,Item ID,Brand Name,Brand Size,Category,Subcategory,Unit Price,Best Price,Discount,Quantity,Total Item Price,Quality Score
250,1DCE85F0,CUST5219,Male,SA,Cash,ITM93732,Devondale,1500 mL,Dairy,Cheese,9.46,7.1,0.25,3,21.3,5
250,1DCE85F0,CUST5219,Male,SA,Cash,ITM28469,Oreo,100 g,Snacks,Biscuits,24.98,18.98,0.24,4,75.92,3
251,92EE32E3,CUS3695,Male,VIC,Credit Card,ITM31013,Coca-Cola,500 mL,Beverages,Soft Drinks,9.07,6.8,0.25,2,13.6,5
251,92EE32E3,CUS3695,Male,VIC,Credit Card,ITM38008,Coca-Cola,1500 mL,Beverages,Soft Drinks,15.34,11.97,0.22,1,11.97,5
251,92EE32E3,CUS3695,Male,VIC,Credit Card,ITM99586,Red Bull,2000 mL,Beverages,Energy Drinks,20.13,17.51,0.13,4,70.04,5
251,92EE32E3,CUS3695,Male,VIC,Credit Card,ITM90456,Australian Fresh,1500 g,Produce,Vegetables,6.61,6.54,0.01,4,26.16,5
251,92EE32E3,CUS3695,Male,VIC,Credit Card,ITM52081,Barilla,1000 g,Pantry,Pasta,15.55,12.44,0.2,5,62.2,5
252,14EAFF28,CUS3346,Female,WA,Debit Card,ITM76900,Tilda,750 g,Pantry,Rice,3.77,3.73,0.01,1,3.73,5
252,14EAFF28,CUS3346,Female,WA,Debit Card,ITM32607,Heinz,750 g,Pantry,Canned Food,7.09,5.81,0.18,5,29.05,5
252,14EAFF28,CUS3346,Female,WA,Debit Card,ITM71806,San Remo,250 g,Pantry,Pasta,22.2,20.65,0.07,1,20.65,4
253,3FE65F12,CUS5839 ,Male,VIC,Debit Card,ITM14617,Coles Brand,1000 g,Meat,Pork,7.22,5.78,0.2,1,5.78,5
253,3FE65F12,CUS5839 ,Male,VIC,Debit Card,ITM91476,San Remo,1000 g,Pantry,Pasta,14.83,12.31,0.17,4,49.24,5
253,3FE65F12,CUS5839 ,Male,VIC,Debit Card,ITM45168,Oreo,200 g,Snacks,Biscuits,10.73,8.15,0.24,2,16.3,5
253,3FE65F12,CUS5839 ,Male,VIC,Debit Card,ITM50843,Daily Juice,250 mL,Beverages,Juice,22.54,17.13,0.24,1,17.13,2
253,3FE65F12,CUS5839 ,Male,VIC,Debit Card,ITM23219,Dairy Farmers,2000 mL,Dairy,Milk,22.6,17.4,0.23,2,34.8,3
254,CCFC7FA9,CUS2821,Female,SA,Debit Card,ITM34498,Bertocchi,500 g,Meat,Pork,7.1,5.11,0.28,1,5.11,5
254,CCFC7FA9,CUS2821,Female,SA,Debit Card,ITM54167,Coles Brand,500 g,Meat,Pork,4.64,3.34,0.28,2,6.68,5
254,CCFC7FA9,CUS2821,Female,SA,Debit Card,ITM14617,Coles Brand,1000 g,Meat,Pork,7.22,5.78,0.2,1,5.78,5
254,CCFC7FA9,CUS2821,Female,SA,Debit Card,ITM61269,Monster,2000 mL,Beverages,Energy Drinks,22.44,21.54,0.04,5,107.7,4
255,CA36D76C,CUS5449,Female,WA,Credit Card,ITM98744,Red Rock Deli,250 g,Snacks,Chips,15.57,11.37,0.27,2,22.74,5
255,CA36D76C,CUS5449,Female,WA,Credit Card,ITM23586,Jalna,2000 mL,Dairy,Yogurt,19.96,15.97,0.2,1,15.97,4
255,CA36D76C,CUS5449,Female,WA,Credit Card,ITM14960,Paul's,500 mL,Dairy,Milk,2.35,2.16,0.08,4,8.64,5
256,C0DA6404,CUS6919,Male,QLD,Credit Card,ITM31013,Pepsi,500 mL,Beverages,Soft Drinks,9.07,6.8,0.25,2,13.6,5
256,C0DA6404,CUS6919,Male,QLD,Credit Card,ITM50710,Jalna,500 mL,Dairy,Yogurt,23.48,18.55,0.21,5,92.75,3
256,C0DA6404,CUS6919,Male,QLD,Credit Card,ITM53580,Schweppes,500 mL,Beverages,Soft Drinks,16.7,14.53,0.13,2,29.06,5
256,C0DA6404,CUS6919,Male,QLD,Credit Card,ITM28590,Oreo,200 g,Snacks,Biscuits,24.88,20.65,0.17,3,61.95,3
257,D4765E6E,CUS5069,Male,VIC,Cash,ITM26641,Pepsi,1000 mL,Beverages,Soft Drinks,4.66,3.63,0.22,2,7.26,5
257,D4765E6E,CUS5069,Male,VIC,Cash,ITM73444,TUC,200 g,Snacks,Biscuits,6.75,5.54,0.18,1,5.54,5
257,D4765E6E,CUS5069,Male,VIC,Cash,ITM13754,Nestle,200 g,Snacks,Chocolate,8.04,7.64,0.05,5,38.2,5
258,02190E55,CUS3102,Male,QLD,Cash,ITM14617,Bertocchi,1000 g,Meat,Pork,7.22,5.78,0.2,1,5.78,5
258,02190E55,CUS3102,Male,QLD,Cash,ITM91313,Cadbury,200 g,Snacks,Chocolate,7.25,7.18,0.01,4,28.72,5
258,02190E55,CUS3102,Male,QLD,Cash,ITM55806,Smith's,150 g,Snacks,Chips,18.78,14.65,0.22,3,43.95,4
258,02190E55,CUS3102,Male,QLD,Cash,ITM82173,Red Bull,1500 mL,Beverages,Energy Drinks,8.27,7.61,0.08,4,30.44,5
259,58AB1F86,CUS9346,Female,SA,Debit Card,ITM73444,TUC,200 g,Snacks,Biscuits,6.75,5.54,0.18,1,5.54,5
259,58AB1F86,CUS9346,Female,SA,Debit Card,ITM79306,Helga's,6 pack,Bakery,Bread,7.8,6.01,0.23,1,6.01,5
259,58AB1F86,CUS9346,Female,SA,Debit Card,ITM20351,Coles Brand,1000 g,Meat,Pork,5.0,4.25,0.15,5,21.25,5
259,58AB1F86,CUS9346,Female,SA,Debit Card,ITM38731,Tip Top,6 pack,Bakery,Bread,6.35,5.59,0.12,1,5.59,5
260,DBE9250E,CUS4311,Female,QLD,Credit Card,ITM79306,Tip Top,6 pack,Bakery,Bread,7.8,6.01,0.23,1,6.01,5
260,DBE9250E,CUS4311,Female,QLD,Credit Card,ITM91313,Nestle,200 g,Snacks,Chocolate,7.25,7.18,0.01,4,28.72,5
260,DBE9250E,CUS4311,Female,QLD,Credit Card,ITM76900,Tilda,750 g,Pantry,Rice,3.77,3.73,0.01,1,3.73,5
261,06FDD9ED,CUS3469,Female,QLD,Credit Card,ITM41893,Helga's,2 pack,Bakery,Bread,8.34,7.67,0.08,1,7.67,5
261,06FDD9ED,CUS3469,Female,QLD,Credit Card,ITM70911,Coles Brand,500 g,Produce,Vegetables,5.19,5.03,0.03,5,25.15,5
261,06FDD9ED,CUS3469,Female,QLD,Credit Card,ITM90456,Australian Fresh,1500 g,Produce,Vegetables,6.61,6.54,0.01,4,26.16,5
261,06FDD9ED,CUS3469,Female,QLD,Credit Card,ITM81805,Coles RSPCA Approved,250 g,Meat,Chicken,23.6,19.82,0.16,3,59.46,2
261,06FDD9ED,CUS3469,Female,QLD,Credit Card,ITM55806,Smith's,150 g,Snacks,Chips,18.78,14.65,0.22,3,43.95,4
262,C2381E5E, CUS4311,Female,QLD,Cash,ITM50710,Yoplait,500 mL,Dairy,Yogurt,23.48,18.55,0.21,5,92.75,3
262,C2381E5E, CUS4311,Female,QLD,Cash,ITM14960,Paul's,500 mL,Dairy,Milk,2.35,2.16,0.08,4,8.64,5
262,C2381E5E, CUS4311,Female,QLD,Cash,ITM55462,Tip Top,8 pack,Bakery,Bread,4.17,2.96,0.29,1,2.96,5
262,C2381E5E, CUS4311,Female,QLD,Cash,ITM34535,Golden Circle,500 mL,Beverages,Juice,14.57,13.7,0.06,4,54.8,5
263,9DB82C33,CUS3479,Male,WA,Cash,ITM32500,Bega,500 mL,Dairy,Cheese,2.15,1.66,0.23,4,6.64,5
263,9DB82C33,CUS3479,Male,WA,Cash,ITM81101,Smith's,300 g,Snacks,Chips,11.15,8.36,0.25,4,33.44,5
263,9DB82C33,CUS3479,Male,WA,Cash,ITM81805,Coles RSPCA Approved,250 g,Meat,Chicken,23.6,19.82,0.16,3,59.46,2
263,9DB82C33,CUS3479,Male,WA,Cash,ITM31013,Schweppes,500 mL,Beverages,Soft Drinks,9.07,6.8,0.25,2,13.6,5
263,9DB82C33,CUS3479,Male,WA,Cash,ITM49209,Red Bull,1500 mL,Beverages,Energy Drinks,18.12,16.85,0.07,2,33.7,5
264,C66792A5,CUS7171,Female,VIC,Credit Card,ITM54765,Monster,1500 mL,Beverages,Energy Drinks,9.15,7.05,0.23,5,35.25,5
264,C66792A5,CUS7171,Female,VIC,Credit Card,ITM41893,Helga's,2 pack,Bakery,Bread,8.34,7.67,0.08,1,7.67,5
264,C66792A5,CUS7171,Female,VIC,Credit Card,ITM61284,Sunrice,500 g,Pantry,Rice,24.64,18.97,0.23,1,18.97,3
264,C66792A5,CUS7171,Female,VIC,Credit Card,ITM60074,Sunrice,500 g,Pantry,Rice,19.02,14.27,0.25,3,42.81,4
265,39DC8006,CUS3151,Male,WA,Debit Card,ITM45752,Australian Fresh,1500 g,Produce,Vegetables,14.81,11.85,0.2,4,47.4,4
265,39DC8006,CUS3151,Male,WA,Debit Card,ITM90145,Berri,250 mL,Beverages,Juice,14.17,10.91,0.23,1,10.91,5
265,39DC8006,CUS3151,Male,WA,Debit Card,ITM34814,Bega,1000 mL,Dairy,Cheese,6.07,5.77,0.05,1,5.77,5
265,39DC8006,CUS3151,Male,WA,Debit Card,ITM34535,Daily Juice,500 mL,Beverages,Juice,14.57,13.7,0.06,4,54.8,5
266,B9E66148,CUS7423,Female,SA,Credit Card,ITM28590,Oreo,200 g,Snacks,Biscuits,24.88,20.65,0.17,3,61.95,3
266,B9E66148,CUS7423,Female,SA,Credit Card,ITM35042,Coles Brand,1500 g,Produce, fruits,12.94,11.65,0.1,4,46.6,5
266,B9E66148,CUS7423,Female,SA,Credit Card,ITM80294,V,1500 mL,Beverages,Energy Drinks,12.14,11.65,0.04,2,23.3,5
266,B9E66148,CUS7423,Female,SA,Credit Card,ITM23219,Dairy Farmers,2000 mL,Dairy,Milk,22.6,17.4,0.23,2,34.8,3
267,1022CB2C,CUS2913,Male,SA,Credit Card,ITM52081,Barilla,1000 g,Pantry,Pasta,15.55,12.44,0.2,5,62.2,5
267,1022CB2C,CUS2913,Male,SA,Credit Card,ITM45168,Oreo,200 g,Snacks,Biscuits,10.73,8.15,0.24,2,16.3,5
267,1022CB2C,CUS2913,Male,SA,Credit Card,ITM29304,Barilla,750 g,Pantry,Pasta,5.36,3.91,0.27,1,3.91,5
267,1022CB2C,CUS2913,Male,SA,Credit Card,ITM34535,Golden Circle,500 mL,Beverages,Juice,14.57,13.7,0.06,4,54.8,5
268,7EAD4C2E,CUS9958,Male,QLD,Credit Card,ITM38892,Berri,250 mL,Beverages,Juice,24.6,18.94,0.23,2,37.88,3
268,7EAD4C2E,CUS9958,Male,QLD,Credit Card,ITM99787,Bertocchi,500 g,Meat,Pork,11.61,11.38,0.02,2,22.76,5
268,7EAD4C2E,CUS9958,Male,QLD,Credit Card,ITM38008,Schweppes,1500 mL,Beverages,Soft Drinks,15.34,11.97,0.22,1,11.97,5
269,FD016370,CUS9002,Female,NSW,Cash,ITM69722,Edgell,250 g,Pantry,Canned Food,15.14,14.99,0.01,2,29.98,5
269,FD016370,CUS9002,Female,NSW,Cash,ITM34535,Berri,500 mL,Beverages,Juice,14.57,13.7,0.06,4,54.8,5
269,FD016370,CUS9002,Female,NSW,Cash,ITM61284,Tilda,500 g,Pantry,Rice,24.64,18.97,0.23,1,18.97,4
269,FD016370,CUS9002,Female,NSW,Cash,ITM38731,Helga's,6 pack,Bakery,Bread,6.35,5.59,0.12,1,5.59,5
269,FD016370,CUS9002,Female,NSW,Cash,ITM91476,Barilla,1000 g,Pantry,Pasta,14.83,12.31,0.17,4,49.24,5
270,76FEBF21,CUS1348,Female,QLD,Cash,ITM78671,Lindt,150 g,Snacks,Chocolate,14.88,11.01,0.26,1,11.01,5
270,76FEBF21,CUS1348,Female,QLD,Cash,ITM26641,Pepsi,1000 mL,Beverages,Soft Drinks,4.66,3.63,0.22,2,7.26,5
270,76FEBF21,CUS1348,Female,QLD,Cash,ITM87429,Smith's,150 g,Snacks,Chips,18.16,17.43,0.04,1,17.43,5
270,76FEBF21,CUS1348,Female,QLD,Cash,ITM38731,Abbott's Village,6 pack,Bakery,Bread,6.35,5.59,0.12,1,5.59,5
271,99B13E9F,CUST5219,Female,QLD,Debit Card,ITM78671,Lindt,150 g,Snacks,Chocolate,14.88,11.01,0.26,1,11.01,5
271,99B13E9F,CUST5219,Female,QLD,Debit Card,ITM20351,Bertocchi,1000 g,Meat,Pork,5.0,4.25,0.15,5,21.25,5
271,99B13E9F,CUST5219,Female,QLD,Debit Card,ITM37711,Sunrice,1000 g,Pantry,Rice,2.3,2.25,0.02,5,11.25,5
272,5723EA41,CUS6503,Female,SA,Cash,ITM73376,Nestle,250 g,Snacks,Chocolate,14.07,12.8,0.09,2,25.6,5
272,5723EA41,CUS6503,Female,SA,Cash,ITM45482,Mount Franklin,2000 mL,Beverages,Water,1.51,1.15,0.24,2,2.3,5
272,5723EA41,CUS6503,Female,SA,Cash,ITM45482,Mount Franklin,2000 mL,Beverages,Water,1.51,1.15,0.24,2,2.3,5
273,0A80F820,CUS9002,Male,VIC,Cash,ITM66308,Oreo,200 g,Snacks,Biscuits,7.0,6.23,0.11,1,6.23,5
273,0A80F820,CUS9002,Male,VIC,Cash,ITM99787,Bertocchi,500 g,Meat,Pork,11.61,11.38,0.02,2,22.76,5
273,0A80F820,CUS9002,Male,VIC,Cash,ITM48210,Schweppes,2000 mL,Beverages,Soft Drinks,21.97,20.87,0.05,2,41.74,4
274,ED21058D,CUS4872,Male,VIC,Cash,ITM98744,Red Rock Deli,250 g,Snacks,Chips,15.57,11.37,0.27,2,22.74,5
274,ED21058D,CUS4872,Male,VIC,Cash,ITM54765,Red Bull,1500 mL,Beverages,Energy Drinks,9.15,7.05,0.23,5,35.25,5
274,ED21058D,CUS4872,Male,VIC,Cash,ITM34137,Edgell,500 g,Pantry,Canned Food,9.27,6.67,0.28,5,33.35,5
275,A7DE3A8C, CUS3914,Female,QLD,Cash,ITM12153,Barilla,250 g,Pantry,Pasta,9.22,7.56,0.18,4,30.24,5
275,A7DE3A8C, CUS3914,Female,QLD,Cash,ITM35042,Coles Brand,1500 g,Produce,Fruits,12.94,11.65,0.1,4,46.6,5
275,A7DE3A8C, CUS3914,Female,QLD,Cash,ITM65080,Australian Fresh,1500 g,Produce,Fruits,18.75,18.56,0.01,1,18.56,4
276,DEDA77C7, CUS5515,Male,VIC,Credit Card,ITM55462,Helga's,8 pack,Bakery,Bread,4.17,2.96,0.29,1,2.96,5
276,DEDA77C7, CUS5515,Male,VIC,Credit Card,ITM31013,Coca-Cola,500 mL,Beverages,Soft Drinks,9.07,6.8,0.25,2,13.6,5
276,DEDA77C7, CUS5515,Male,VIC,Credit Card,ITM82173,Monster,1500 mL,Beverages,Energy Drinks,8.27,7.61,0.08,4,30.44,5
276,DEDA77C7, CUS5515,Male,VIC,Credit Card,ITMA76900,Tilda,750 g,Pantry,Rice,3.77,3.73,0.01,1,3.73,5
277,7B9949F2,CUS5609,Male,QLD,Credit Card,ITM50710,Chobani,500 mL,Dairy,Yogurt,23.48,18.55,0.21,5,92.75,4
277,7B9949F2,CUS5609,Male,QLD,Credit Card,ITM23586,Chobani,2000 mL,Dairy,Yogurt,19.96,15.97,0.2,1,15.97,5
277,7B9949F2,CUS5609,Male,QLD,Credit Card,ITM24138,Coles Finest,1500 g,Meat,Beef,13.67,13.12,0.04,3,39.36,5
278,A2E23213,CUS9346,Male,NSW,Debit Card,ITM90576,Nestle,250 g,Snacks,Chocolate,3.9,3.86,0.01,4,15.44,5
278,A2E23213,CUS9346,Male,NSW,Debit Card,ITM85988,Sara Lee,8 pack,Bakery,Cake,16.64,13.15,0.21,4,52.6,5
278,A2E23213,CUS9346,Male,NSW,Debit Card,ITM73444,TUC,200 g,Snacks,Biscuits,6.75,5.54,0.18,1,5.54,5
278,A2E23213,CUS9346,Male,NSW,Debit Card,ITM90145,Golden Circle,250 mL,Beverages,Juice,14.17,10.91,0.23,1,10.91,5
278,A2E23213,CUS9346,Male,NSW,Debit Card,ITM25291,Cadbury,250 g,Snacks,Chocolate,10.62,10.09,0.05,4,40.36,5
279,9F9D1724,CUS5434,Female,VIC,Credit Card,ITM81805,Coles RSPCA Approved,250 g,Meat,Chicken,23.6,19.82,0.16,3,59.46,2
279,9F9D1724,CUS5434,Female,VIC,Credit Card,ITM66308,Oreo,200 g,Snacks,Biscuits,7.0,6.23,0.11,1,6.23,5
279,9F9D1724,CUS5434,Female,VIC,Credit Card,ITM28590,TUC,200 g,Snacks,Biscuits,24.88,20.65,0.17,3,61.95,2
279,9F9D1724,CUS5434,Female,VIC,Credit Card,ITM55462,Tip Top,8 pack,Bakery,Bread,4.17,2.96,0.29,1,2.96,5
280,FFF74DDC,CUS2946,Female,SA,Debit Card,ITM38892,Golden Circle,250 mL,Beverages,Juice,24.6,18.94,0.23,2,37.88,3
280,FFF74DDC,CUS2946,Female,SA,Debit Card,ITM45752,Coles Brand,1500 g,Produce,Vegetables,14.81,11.85,0.2,4,47.4,4
280,FFF74DDC,CUS2946,Female,SA,Debit Card,ITM45482,Cool Ridge,2000 mL,Beverages,Water,1.51,1.15,0.24,2,2.3,5
280,FFF74DDC,CUS2946,Female,SA,Debit Card,ITM38731,Tip Top,6 pack,Bakery,Bread,6.35,5.59,0.12,1,5.59,5
280,FFF74DDC,CUS2946,Female,SA,Debit Card,ITM71806,San Remo,250 g,Pantry,Pasta,22.2,20.65,0.07,1,20.65,4
281,23D41A91,CUS3102,Male,SA,Cash,ITM31013,Pepsi,500 mL,Beverages,Soft Drinks,9.07,6.8,0.25,2,13.6,5
281,23D41A91,CUS3102,Male,SA,Cash,ITM38731,Abbott's Village,6 pack,Bakery,Bread,6.35,5.59,0.12,1,5.59,5
281,23D41A91,CUS3102,Male,SA,Cash,ITM45168,TUC,200 g,Snacks,Biscuits,10.73,8.15,0.24,2,16.3,5
282,80ADBF1B,CUS2946,Male,WA,Cash,ITM53580,Schweppes,500 mL,Beverages,Soft Drinks,16.7,14.53,0.13,2,29.06,5
282,80ADBF1B,CUS2946,Male,WA,Cash,ITM10665,Pepsi,2000 mL,Beverages,Soft Drinks,17.24,15.34,0.11,1,15.34,5
282,80ADBF1B,CUS2946,Male,WA,Cash,ITM67652,Coles RSPCA Approved,1000 g,Meat,Chicken,2.78,2.67,0.04,3,8.01,5
282,80ADBF1B,CUS2946,Male,WA,Cash,ITM38008,Pepsi,1500 mL,Beverages,Soft Drinks,15.34,11.97,0.22,1,11.97,5
283,A7F48B92,CUS5944,Male,VIC,Debit Card,ITM45482,Cool Ridge,2000 mL,Beverages,Water,1.51,1.15,0.24,2,2.3,5
283,A7F48B92,CUS5944,Male,VIC,Debit Card,ITM32607,Edgell,750 g,Pantry,Canned Food,7.09,5.81,0.18,5,29.05,5
283,A7F48B92,CUS5944,Male,VIC,Debit Card,ITM14617,Coles Brand,1000 g,Meat,Pork,7.22,5.78,0.2,1,5.78,5
283,A7F48B92,CUS5944,Male,VIC,Debit Card,ITM78671,Lindt,150 g,Snacks,Chocolate,14.88,11.01,0.26,1,11.01,5
283,A7F48B92,CUS5944,Male,VIC,Debit Card,ITM76900,Sunrice,750 g,Pantry,Rice,3.77,3.73,0.01,1,3.73,5
284,3D91DE38,CUS5449,Male,NSW,Credit Card,ITM25291,Cadbury,250 g,Snacks,Chocolate,10.62,10.09,0.05,4,40.36,5
284,3D91DE38,CUS5449,Male,NSW,Credit Card,ITM57792,Bega,1500 mL,Dairy,Cheese,22.27,16.03,0.28,5,80.15,3
284,3D91DE38,CUS5449,Male,NSW,Credit Card,ITM38892,Golden Circle,250 mL,Beverages,Juice,24.6,18.94,0.23,2,37.88,3
284,3D91DE38,CUS5449,Male,NSW,Credit Card,ITM27502,Coles Brand,500 g,Produce,Vegetables,16.99,15.46,0.09,3,46.38,4
285,E0AC434A,CUS6783,Male,NSW,Cash,ITM72983,Berri,500 mL,Beverages,Juice,23.73,18.03,0.24,4,72.12,3
285,E0AC434A,CUS6783,Male,NSW,Cash,ITM99586,Red Bull,2000 mL,Beverages,Energy Drinks,20.13,17.51,0.13,4,70.04,5
285,E0AC434A,CUS6783,Male,NSW,Cash,ITM29304,Barilla,750 g,Pantry,Pasta,5.36,3.91,0.27,1,3.91,5
286,6B506646,CUS1405,Female,VIC,Cash,ITM97602,Red Rock Deli,200 g,Snacks,Chips,1.03,0.93,0.1,3,2.79,5
286,6B506646,CUS1405,Female,VIC,Cash,ITM34535,Berri,500 mL,Beverages,Juice,14.57,13.7,0.06,4,54.8,5
286,6B506646,CUS1405,Female,VIC,Cash,ITM76678,Coles Bakery,4 pack,Bakery,Pastries,19.96,14.97,0.25,3,44.91,3
286,6B506646,CUS1405,Female,VIC,Cash,ITM76900,Sunrice,750 g,Pantry,Rice,3.77,3.73,0.01,1,3.73,5
286,6B506646,CUS1405,Female,VIC,Cash,ITM52081,San Remo,1000 g,Pantry,Pasta,15.55,12.44,0.2,5,62.2,5
287,70FD3C5F,CUS9516,Female,NSW,Debit Card,ITM30505,Coles RSPCA Approved,1000 g,Meat,Chicken,3.05,2.26,0.26,3,6.78,5
287,70FD3C5F,CUS9516,Female,NSW,Debit Card,ITM70911,Australian Fresh,500 g,Produce,Vegetables,5.19,5.03,0.03,5,25.15,5
287,70FD3C5F,CUS9516,Female,NSW,Debit Card,ITM20351,Coles Brand,1000 g,Meat,Pork,5.0,4.25,0.15,5,21.25,5
287,70FD3C5F,CUS9516,Female,NSW,Debit Card,ITM14960,A2 Milk,500 mL,Dairy,Milk,2.35,2.16,0.08,4,8.64,5
287,70FD3C5F,CUS9516,Female,NSW,Debit Card,ITM76678,Coles Bakery,4 pack,Bakery,Pastries,19.96,14.97,0.25,3,44.91,3
288,30253077,CUS1672,Male,WA,Debit Card,ITM30505,Lilydale,1000 g,Meat,Chicken,3.05,2.26,0.26,3,6.78,5
288,30253077,CUS1672,Male,WA,Debit Card,ITM90456,Coles Brand,1500 g,Produce,Vegetables,6.61,6.54,0.01,4,26.16,5
288,30253077,CUS1672,Male,WA,Debit Card,ITM19369,Coles Brand,1500 g,Produce,Vegetables,12.12,9.57,0.21,2,19.14,5
288,30253077,CUS1672,Male,WA,Debit Card,ITM97602,Red Rock Deli,200 g,Snacks,Chips,1.03,0.93,0.1,3,2.79,5
288,30253077,CUS1672,Male,WA,Debit Card,ITM73444,TUC,200 g,Snacks,Biscuits,6.75,5.54,0.18,1,5.54,5
289,F67448D1,CUS39ア,Female,WA,Cash,ITM28590,Oreo,200 g,Snacks,Biscuits,24.88,20.65,0.17,3,61.95,3
289,F67448D1,CUS39ア,Female,WA,Cash,ITM54167,Bertocchi,500 g,Meat,Pork,4.64,3.34,0.28,2,6.68,5
289,F67448D1,CUS39ア,Female,WA,Cash,ITM76397,San Remo,500 g,Pantry,Pasta,10.42,9.69,0.07,1,9.69,5
289,F67448D1,CUS39ア,Female,WA,Cash,ITM31013,Schweppes,500 mL,Beverages,Soft Drinks,9.07,6.8,0.25,2,13.6,5
290,4BEA1459,CUS5449,Male,SA,Debit Card,ITM47678,Cadbury,250 g,Snacks,Chocolate,3.9,3.86,0.01,4,15.44,5
290,4BEA1459,CUS5449,Male,SA,Debit Card,ITM34814,Devondale,1000 mL,Dairy,Cheese,6.07,5.77,0.05,1,5.77,5
290,4BEA1459,CUS5449,Male,SA,Debit Card,ITM98744,Red Rock Deli,250 g,Snacks,Chips,15.57,11.37,0.27,2,22.74,5
290,4BEA1459,CUS5449,Male,SA,Debit Card,ITM21419,A2 Milk,2000 mL,Dairy,Milk,16.94,14.4,0.15,1,14.4,5
291,11FE3A7B,CUS9063,Female,WA,Credit Card,ITM91476,Barilla,1000 g,Pantry,Pasta,14.83,12.31,0.17,4,49.24,5
291,11FE3A7B,CUS9063,Female,WA,Credit Card,ITM69722,Edgell,250 g,Pantry,Canned Food,15.14,14.99,0.01,2,29.98,5
291,11FE3A7B,CUS9063,Female,WA,Credit Card,ITM76900,Tilda,750 g,Pantry,Rice,3.77,3.73,0.01,1,3.73,5
291,11FE3A7B,CUS9063,Female,WA,Credit Card,ITM26641,Pepsi,1000 mL,Beverages,Soft Drinks,4.66,3.63,0.22,2,7.26,5
291,11FE3A7B,CUS9063,Female,WA,Credit Card,ITM34814,Devondale,1000 mL,Dairy,Cheese,6.07,5.77,0.05,1,5.77,5
292,99959EE1,CUS1335,Female,QLD,Debit Card,ITM69622,Helga's,1 pack,Bakery,Bread,10.32,7.84,0.24,3,23.52,5
292,99959EE1,CUS1335,Female,QLD,Debit Card,ITM79306,Tip Top,6 pack,Bakery,Bread,7.8,6.01,0.23,1,6.01,5
292,99959EE1,CUS1335,Female,QLD,Debit Card,ITM17443,Golden Circle,500 mL,Beverages,Juice,18.82,14.68,0.22,2,29.36,4
292,99959EE1,CUS1335,Female,QLD,Debit Card,ITM54167,Bertocchi,500 g,Meat,Pork,4.64,3.34,0.28,2,6.68,5
293,7EC2C2C2,CUS4196,Male,VIC,Credit Card,ITM47678,Cadbury,250 g,Snacks,Chocolate,3.9,3.86,0.01,4,15.44,5
293,7EC2C2C2,CUS4196,Male,VIC,Credit Card,ITM52081,San Remo,1000 g,Pantry,Pasta,15.55,12.44,0.2,5,62.2,5
293,7EC2C2C2,CUS4196,Male,VIC,Credit Card,ITM91476,Barilla,1000 g,Pantry,Pasta,14.83,12.31,0.17,4,49.24,5
293,7EC2C2C2,CUS4196,Male,VIC,Credit Card,ITM30505,Coles RSPCA Approved,1000 g,Meat,Chicken,3.05,2.26,0.26,3,6.78,5
294,475A23B9,CUS9539,Female,SA,Cash,ITM45482,Cool Ridge,2000 mL,Beverages,Water,1.51,1.15,0.24,2,2.3,5
294,475A23B9,CUS9539,Female,SA,Cash,ITM88148,Chobani,1500 mL,Dairy,Yogurt,14.25,14.11,0.01,2,28.22,5
294,475A23B9,CUS9539,Female,SA,Cash,ITM38731,Abbott's Village,6 pack,Bakery,Bread,6.35,5.59,0.12,1,5.59,5
295,C8EA08C4,CUS4872,Female,SA,Credit Card,ITM80077,SPC,250 g,Pantry,Canned Food,3.05,2.41,0.21,4,9.64,5
295,C8EA08C4,CUS4872,Female,SA,Credit Card,ITM10665,Schweppes,2000 mL,Beverages,Soft Drinks,17.24,15.34,0.11,1,15.34,5
295,C8EA08C4,CUS4872,Female,SA,Credit Card,ITM81805,Coles RSPCA Approved,250 g,Meat,Chicken,23.6,19.82,0.16,3,59.46,2
296,FE3F45E5,CUS6291,Male,SA,Cash,ITM81805,Coles RSPCA Approved,250 g,Meat,Chicken,23.6,19.82,0.16,3,59.46,2
296,FE3F45E5,CUS6291,Male,SA,Cash,ITM35671,Red Rock Deli,250 g,Snacks,Chips,17.23,13.09,0.24,5,65.45,5
296,FE3F45E5,CUS6291,Male,SA,Cash,ITM45168,Arnott's,200 g,Snacks,Biscuits,10.73,8.15,0.24,2,16.3,5
296,FE3F45E5,CUS6291,Male,SA,Cash,ITM54765,Red Bull,1500 mL,Beverages,Energy Drinks,9.15,7.05,0.23,5,35.25,5
297,49B3A421,CUS3439,Male,QLD,Debit Card,ITM86978,Helga's,8 pack,Bakery,Bread,16.64,13.15,0.21,4,52.6,5
297,49B3A421,CUS3439,Male,QLD,Debit Card,ITM91313,Cadbury,200 g,Snacks,Chocolate,7.25,7.18,0.01,4,28.72,5
297,49B3A421,CUS3439,Male,QLD,Debit Card,ITM28469,Oreo,100 g,Snacks,Biscuits,24.98,18.98,0.24,4,75.92,3
297,49B3A421,CUS3439,Male,QLD,Debit Card,ITM10665,Coca-Cola,2000 mL,Beverages,Soft Drinks,17.24,15.34,0.11,1,15.34,5
298,6C2041C7,CUS2915,Male,VIC,Cash,ITM71806,Barilla,250 g,Pantry,Pasta,22.2,20.65,0.07,1,20.65,5
