Item_ID,category,item_name,best_price,item_price,unit_price,sub-category,Brand,Discount,quantity,total_price,Transaction ID,Gender,Store,Location,Payment Method,Date
287242,Drinks,Bickford's Peach Iced Tea Cordial  | 750mL,5.0,5.0,6.671,,Bickford's ,0.0,6,30.0,T-e230be2292,Female,Coles,Darwin,Cash,2025-01-01
400305,Bakery,Burgen Wholemeal & Seeds Bread | 700g,5.9,5.9,0.841,,Burgen,0.2,1,5.9,T-6e4b38ed3b,Male,Coles,Hobart,Voucher,2025-01-13
365284,Bakery,Abbott's Bakery Light Rye Bread | 680g,4.9,4.9,0.721,,Abbott's,0.0,6,29.4,T-b980cfe784,Male,Coles,Darwin,Card,2024-12-12
817469,Meat & Seafood,Coles RSPCA Approved Chicken Wing ... approx 1.1kg,9.9,9.9,9.001,,Coles,0.0,2,19.8,T-6fd2f39c55,Male,Coles,Melbourne,Voucher,2025-03-29
896691,"Dairy, Eggs & Fridge",Brownes Dairy Wiggles Yoghurt Pouch Vanilla | 90g,1.4,1.4,1.561,,Brancourts ,0.0,5,7.0,T-9e72b0f568,Male,Coles,Adelaide,Card,2024-10-31
196038,"Dairy, Eggs & Fridge",Coles Cheese Shredded Tasty | 700g,9.5,9.5,13.571,,Coles,0.0,1,9.5,T-df493fce69,Female,Coles,Adelaide,Voucher,2024-11-14
365284,Bakery,Abbott's Bakery Light Rye Bread | 680g,4.9,4.9,0.721,,Abbott's,0.0,2,9.8,T-319da56899,Male,Coles,Melbourne,Voucher,2025-04-06
739494,"Dairy, Eggs & Fridge",Chris' Heritage Gluten Free Goat Cheese & Blac ... 170g,7.0,7.0,4.121,,Chris,0.2,1,7.0,T-39ea6b2fd9,Male,Coles,Adelaide,Cash,2025-02-20
461571,"Dairy, Eggs & Fridge",A2 Lactose Free Full Cream Milk | 2L,6.9,6.9,3.45,,A2,0.0,1,6.9,T-92a6bb7bc8,Male,Coles,Brisbane,Card,2025-02-17
590055,"Dairy, Eggs & Fridge",Coles Dairy Cheese Camembert Wrapped | 125g,2.8,2.8,22.401,,Coles,0.2,4,11.2,T-2d9cc3d1b2,Female,Coles,Sydney,Cash,2024-11-03
885243,"Dairy, Eggs & Fridge",Chris' Plant Based Dip Guacamole | 200g,3.0,3.0,1.501,,Chris,0.2,3,9.0,T-78c5ff17d4,Female,Coles,Adelaide,Cash,2025-01-18
937448,Drinks,Australias Own Chocolate Kids Milk 200mL | 6 pack,6.2,6.2,5.171,,Australias Own ,0.2,4,24.8,T-3ac307b7e0,Male,Coles,Darwin,Voucher,2024-11-16
610746,Health & Beauty,Nivea Daily Essentials Wash Cream Gen ... 150mL,13.0,13.0,8.671,,Nivea,0.0,2,26.0,T-44de1a73f1,Male,Coles,Perth,Online,2024-12-10
852048,"Dairy, Eggs & Fridge",Bulla Cremy Australian Style Yoghurt Natur ... 160g,2.4,2.4,1.501,,Bulla,0.1,6,14.4,T-0b405a019d,Male,Coles,Hobart,Card,2025-01-02
957465,Bakery,Bennett St Dairy Salted Caramel & White Chocol ... 500g,13.0,13.0,2.601,,Bennett,0.1,6,78.0,T-6889442b69,Male,Coles,Sydney,Card,2025-03-20
521771,Meat & Seafood,Coles Rspca Chicken Creamy Garlic Breast Kyiv | 350g,9.0,9.0,25.721,,Coles,0.0,5,45.0,T-659feec0fa,Female,Coles,Hobart,Card,2024-12-15
586982,"Dairy, Eggs & Fridge",Chobani Greek Yogurt Strawberry | 160g,2.15,2.15,1.341,,Chobani,0.2,5,10.75,T-d335a46e53,Female,Coles,Hobart,Online,2024-12-13
142857,Bakery,Abbott's Bakery Gluten Free Rustic White Bread | 500g,7.8,7.8,1.561,,Abbott's,0.0,4,31.2,T-3f24fa2c06,Female,Coles,Brisbane,Cash,2024-11-10
667245,"Dairy, Eggs & Fridge",Bega Cheese Grated Light | 250g,7.5,7.5,30.001,,Bega,0.0,3,22.5,T-bc52ac538f,Male,Coles,Brisbane,Cash,2024-11-09
315573,"Dairy, Eggs & Fridge",Coles Kitchen Chicken Leek Pie | 350g,7.0,8.0,2.291,,Coles,0.0,2,14.0,T-fccd0080fa,Male,Coles,Melbourne,Voucher,2024-11-17
264288,Meat & Seafood,Coles Deli Thawed Cooked Vannamei Prawns | approx 350g,7.0,7.0,20.001,,Coles,0.3,3,21.0,T-2cf3820284,Male,Coles,Brisbane,Card,2025-04-17
919485,"Dairy, Eggs & Fridge",Coles Kitchen Chipotle Chicken With Rice & B ... 350g,7.0,7.5,2.141,,Coles,0.0,4,28.0,T-eca4742b38,Female,Coles,Adelaide,Cash,2024-12-23
211588,Bakery,Cadbury Mixed Cupcakes 6pack | 270g,10.0,10.0,3.701,,Cadbury,0.1,6,60.0,T-6d8edc892e,Male,Coles,Adelaide,Cash,2024-11-06
576159,"Dairy, Eggs & Fridge",Coles Full Cream Milk | 600mL,1.3,1.3,2.171,,Coles,0.0,3,3.9,T-fdeb88289c,Female,Coles,Brisbane,Voucher,2024-12-16
287108,Meat & Seafood,Cleaver's Organic Grass-Fed Beef Eye Fillet Steak | 240g,18.0,18.0,75.001,,Cleaver's,0.0,6,108.0,T-78f0703eab,Male,Coles,Canberra,Online,2025-02-07
642314,"Dairy, Eggs & Fridge",Chobani Greek Yogurt Tropical | 160g,2.15,2.15,1.341,,Chobani,0.2,2,4.3,T-780c271a12,Male,Coles,Sydney,Card,2025-03-17
503591,Health & Beauty,L'Oreal Paris Paradise Mascara Black | 6.4mL,19.5,26.0,40.631,,L'Oreal,0.0,2,39.0,T-b5deb17770,Female,Coles,Darwin,Voucher,2024-11-02
357691,"Dairy, Eggs & Fridge",Coles Dairy Cheese Fetta Danish Style | 200g,3.3,3.3,16.501,,Coles,0.0,4,13.2,T-91a01195d4,Male,Coles,Darwin,Online,2024-12-28
453699,Health & Beauty,Nature'S Way Beauty Collagen Tablets | 60 pack,15.0,15.0,25.001,,Nature'S,0.0,2,30.0,T-7fc44144a7,Male,Coles,Sydney,Voucher,2024-10-31
617809,Drinks,Australias Own Strawberry Kids Milk 200mL | 6 pack,6.2,6.2,5.171,,Australias Own ,0.2,1,6.2,T-56b6b7880a,Female,Coles,Perth,Card,2024-11-14
889230,"Dairy, Eggs & Fridge",Coles Kitchen Chicken Tikka Masala & Rice | 300g,6.5,6.5,2.171,,Coles,0.0,2,13.0,T-1f6737cf1b,Female,Coles,Adelaide,Voucher,2025-02-13
981644,Drinks,Bushells Blue Label Extra Strong Black Tea Bags  | 100 pack,5.3,5.3,2.651,,Bushells Blue,0.0,5,26.5,T-10ada7d030,Female,Coles,Hobart,Card,2025-02-09
571131,Bakery,Abe's Bagels Supergrain 4 Pack | 360g,5.5,5.5,1.531,,Abe's,0.1,2,11.0,T-50a5fd0816,Female,Coles,Melbourne,Online,2025-04-08
612321,Drinks,Bundaberg Brewed Drink Ginger Beer 4x375mL | 4 pack,7.35,7.35,4.901,,Bundaberg,0.3,2,14.7,T-ecafc2f5ac,Male,Coles,Adelaide,Cash,2025-03-04
280644,"Dairy, Eggs & Fridge",Coles Perform Build Chicken Pesto Gnocchi | 430g,9.0,10.0,2.331,,Coles,0.3,1,9.0,T-dbf90b66af,Female,Coles,Darwin,Online,2025-04-04
731358,Health & Beauty,QV Cream | 1kg,39.0,39.0,3.901,,QV,0.0,2,78.0,T-7f6cb47c5f,Male,Coles,Darwin,Voucher,2025-03-14
598193,"Dairy, Eggs & Fridge",Babushka's Probiotic Kefir Yoghurt Organic Natural | 750mL,4.7,4.7,0.631,,Babushka's Probiotic Kefir,0.1,6,28.2,T-fbad2f6cc2,Male,Coles,Darwin,Online,2025-01-22
324571,"Dairy, Eggs & Fridge",Black Swan Dip Chunky Basil Pesto & Cashew | 150g,5.0,5.0,3.331,,Black Swan,0.1,4,20.0,T-92ac524d30,Female,Coles,Brisbane,Cash,2025-03-25
610835,"Dairy, Eggs & Fridge",Chobani Flip Mint Chocolate Chip Yoghurt | 140g,3.5,3.5,2.501,,Chobani,0.2,3,10.5,T-d736839961,Female,Coles,Hobart,Voucher,2025-04-18
380122,"Dairy, Eggs & Fridge",Chobani Fit High Protein Greek Yogurt Passionfruit | 160g,2.8,2.8,1.751,,Chobani,0.2,3,8.4,T-dcb7a2ff6a,Female,Coles,Sydney,Card,2024-12-12
616126,Health & Beauty,L'Oreal Revitalift Moisturiser SPF 15 | 50mL,20.0,20.0,40.001,,L'Oreal,0.0,6,120.0,T-1a430e5d5e,Female,Coles,Canberra,Cash,2025-04-16
720328,"Dairy, Eggs & Fridge",Coles Perform Build Chicken Minestrone Soup | 450g,5.0,5.0,1.111,,Coles,0.3,2,10.0,T-961eabff6c,Male,Coles,Melbourne,Online,2025-02-03
271896,"Dairy, Eggs & Fridge",Bega Dairy Tasty Grated Cheese | 500g,9.75,9.75,19.501,,Bega,0.0,2,19.5,T-8fdf3ba466,Female,Coles,Adelaide,Voucher,2025-01-21
546992,"Dairy, Eggs & Fridge",Chobani Greek Yogurt Natural Light | 907g,6.3,6.3,0.691,,Chobani,0.2,1,6.3,T-e49c9485d8,Male,Coles,Adelaide,Cash,2025-02-16
779462,"Dairy, Eggs & Fridge",Chobani Greek Yogurt Coconut | 160g,2.15,2.15,1.341,,Chobani,0.2,6,12.9,T-58fafe868b,Male,Coles,Canberra,Cash,2024-12-01
478528,"Dairy, Eggs & Fridge",A2 Dairy Light Milk | 3L,9.9,9.9,3.301,,A2,0.0,6,59.4,T-58da1721b2,Female,Coles,Melbourne,Online,2025-02-26
422203,"Dairy, Eggs & Fridge",A2 Light Fat Milk | 1L,3.9,3.9,3.901,,A2,0.0,6,23.4,T-16733c3fcd,Male,Coles,Melbourne,Cash,2024-12-30
116360,"Dairy, Eggs & Fridge",Coles Kitchen Cheese Arancini | 200g,7.5,7.5,3.751,,Coles,0.2,4,30.0,T-9ed51e750d,Female,Coles,Perth,Cash,2025-02-04
940139,"Dairy, Eggs & Fridge",Coles Cheese & Chive Dip | 200g,2.4,2.4,1.201,,Coles,0.0,2,4.8,T-6553e43555,Female,Coles,Melbourne,Online,2024-12-22
693302,Meat & Seafood,Coles Beef T Bone Steak | approx 1kg,30.0,30.0,30.001,,Coles,0.0,3,90.0,T-4efccd353a,Male,Coles,Canberra,Cash,2024-12-11
852107,"Dairy, Eggs & Fridge",Black Swan Hommus Dip | 500g,5.0,5.0,1.001,,Black Swan,0.1,4,20.0,T-4d719a4622,Female,Coles,Darwin,Voucher,2025-02-18
203799,"Dairy, Eggs & Fridge",Black Swan Crafted Sweet Chilli Jam Dip | 170g,4.6,4.6,2.711,,Black Swan,0.1,3,13.8,T-a4304393c0,Female,Coles,Adelaide,Card,2024-12-14
693302,Meat & Seafood,Coles Beef T Bone Steak | approx 1kg,30.0,30.0,30.001,,Coles,0.0,1,30.0,T-0bfd16cbcf,Female,Coles,Brisbane,Cash,2024-11-23
203799,"Dairy, Eggs & Fridge",Black Swan Crafted Sweet Chilli Jam Dip | 170g,4.6,4.6,2.711,,Black Swan,0.1,3,13.8,T-a77dda98c6,Female,Coles,Hobart,Voucher,2024-11-17
204597,"Dairy, Eggs & Fridge",Chobani Greek Yogurt Pouch Vanilla | 140g,2.7,2.7,1.931,,Chobani,0.2,2,5.4,T-d0d2e446a4,Male,Coles,Sydney,Cash,2024-11-19
135618,Bakery,Balconi Mix Max Cocoa Cakes 10 pack | 350g,6.15,6.15,1.761,,Balconi,0.2,3,18.45,T-23d6ad9c11,Female,Coles,Adelaide,Cash,2025-03-05
506019,"Dairy, Eggs & Fridge",Cocobella Protein Coconut Yoghurt Strawberry | 160g,2.9,2.9,1.811,,Cocobella,0.0,6,17.4,T-6a4e3a4260,Female,Coles,Sydney,Card,2024-12-28
852048,"Dairy, Eggs & Fridge",Bulla Cremy Australian Style Yoghurt Natur ... 160g,2.4,2.4,1.501,,Bulla,0.1,1,2.4,T-f402e99f49,Female,Coles,Perth,Cash,2025-01-03
936842,Health & Beauty,Johnson's Body Care Extra Rich Moisturising Cre ... 1L,9.0,9.0,0.901,,Johnson's,0.2,1,9.0,T-4d897cdbc3,Female,Coles,Perth,Voucher,2024-10-22
210324,"Dairy, Eggs & Fridge",A2 Dairy Full Cream Milk | 2L,6.9,6.9,3.451,,A2,0.0,6,41.4,T-a010dc2768,Male,Coles,Melbourne,Voucher,2024-11-29
761089,"Dairy, Eggs & Fridge",Australias Own Barista Macadamia Milk | 1L,4.5,4.5,4.501,,Australia's Own,0.0,6,27.0,T-06b6d3e222,Female,Coles,Perth,Cash,2024-11-06
550728,"Dairy, Eggs & Fridge",Coles Kitchen Butter Chicken With Rice | 350g,7.0,7.5,2.141,,Coles,0.0,5,35.0,T-27ca8c88d4,Female,Coles,Hobart,Cash,2024-11-28
210324,"Dairy, Eggs & Fridge",A2 Dairy Full Cream Milk | 2L,6.9,6.9,3.451,,A2,0.0,4,27.6,T-7dce77e5d2,Male,Coles,Darwin,Online,2024-11-20
778772,"Dairy, Eggs & Fridge",Black Swan Corn Relish Dip | 200g,3.5,4.0,2.001,,Black Swan,0.1,5,17.5,T-1ba5cec668,Male,Coles,Melbourne,Card,2024-12-29
128647,Drinks,Avalanche 99% Sugar Free Caramelised White Cho ... 10 pack,5.5,5.5,0.551,,Avalanche,0.0,1,5.5,T-227b134b70,Female,Coles,Hobart,Card,2025-02-02
694590,Meat & Seafood,Coles No Added Hormone Beef Steak Crumbed | 340g,9.8,9.8,28.821,,Coles,0.0,2,19.6,T-b7623ee964,Female,Coles,Adelaide,Online,2024-12-22
164827,Health & Beauty,Myaura Body Wash Coconut | 300g,10.0,10.0,3.331,,Myaura,0.0,6,60.0,T-f828a3cb6e,Female,Coles,Sydney,Cash,2025-01-13
236402,Health & Beauty,L'Oreal Casting Creme Gloss Medium Brown Hair ... 1 each,10.0,10.0,10.001,,L'Oreal,0.0,4,40.0,T-88578d0e51,Male,Coles,Hobart,Online,2024-11-09
493768,Meat & Seafood,Coles RSPCA Approved Chicken Kebabs With ... 375g,7.5,8.0,21.331,,Coles,0.0,4,30.0,T-f16e5a21ff,Female,Coles,Hobart,Card,2024-12-23
325063,Health & Beauty,L'Oreal Revitalift Cleanser Vitamin C | 150mL,10.5,10.5,7.001,,L'Oreal,0.0,2,21.0,T-62bc278de6,Female,Coles,Canberra,Cash,2025-03-24
706946,Drinks,Bickfords Cordial Raspberry Sugar Free | 750mL,5.0,5.0,6.671,,Bickford's ,0.1,4,20.0,T-d54d3140af,Female,Coles,Darwin,Voucher,2024-11-10
908606,"Dairy, Eggs & Fridge",Bulla Sour Cream | 200mL,3.7,3.7,1.851,,Bulla,0.1,1,3.7,T-db626157b1,Male,Coles,Adelaide,Online,2024-12-04
829913,Meat & Seafood,Bertocchi Authentic Boneless Leg Ham         | approx 1Kg,16.1,16.1,23.001,,Bertocchi,0.2,1,16.1,T-8c922189ae,Male,Coles,Canberra,Cash,2025-01-22
202046,"Dairy, Eggs & Fridge",Coles Cheese Slices 84 pack | 1kg,12.5,12.5,12.501,,Coles,0.0,6,75.0,T-e3abab1f14,Female,Coles,Hobart,Online,2025-01-02
867098,"Dairy, Eggs & Fridge",Black Swan Dip Reduced Fat Tzatziki | 200g,3.5,4.0,2.001,,Black Swan,0.1,1,3.5,T-f1dbcc3288,Female,Coles,Darwin,Voucher,2025-02-19
847330,Meat & Seafood,Coles Deli Thawed Cooked Peeled Prawn ... approx 250g,8.5,8.5,34.001,,Coles,0.0,5,42.5,T-bf7cba1ce3,Male,Coles,Perth,Voucher,2025-04-18
489562,"Dairy, Eggs & Fridge",A2 Lactose Free Full Cream Milk | 1L,3.9,3.9,3.9,,A2,0.0,6,23.4,T-a0b0954c9a,Female,Coles,Hobart,Cash,2025-02-13
786679,Health & Beauty,Johnson's Daily Essentials Facial Cleansing ... 25 pack,7.2,7.2,0.291,,Johnson's,0.2,4,28.8,T-a673e80ca7,Female,Coles,Brisbane,Online,2024-10-29
487778,"Dairy, Eggs & Fridge",A2 Light Milk | 2L,6.9,6.9,3.451,,A2,0.0,2,13.8,T-7c2e9f7886,Male,Coles,Adelaide,Online,2025-02-24
357727,Health & Beauty,Klorane Oat Milk Dry Shampoo | 150mL,17.0,17.0,11.331,,Klorane,0.2,6,102.0,T-ed2d090de5,Male,Coles,Sydney,Voucher,2024-10-23
937141,Health & Beauty,John Frieda Sheer Blonde Shampoo Moist Infusi ... 250mL,12.0,12.0,4.801,,John,0.1,6,72.0,T-7a899226c5,Female,Coles,Darwin,Card,2025-02-03
778161,"Dairy, Eggs & Fridge",Coles Full Cream Milk Powder | 1kg,10.0,10.0,1.001,,Coles,0.3,6,60.0,T-afc4de782a,Female,Coles,Hobart,Voucher,2024-12-26
608183,Health & Beauty,L'Oreal Paris Volume Million Lashes Mascara Black | 9mL,19.5,28.0,31.111,,L'Oreal,0.0,2,39.0,T-0b820e5364,Male,Coles,Darwin,Card,2025-01-28
181895,Meat & Seafood,Coles RSPCA Approved Chicken Kebabs Hone ... 375g,7.5,8.0,21.331,,Coles,0.0,5,37.5,T-6d0b4a955e,Male,Coles,Perth,Online,2025-03-04
466478,Drinks,Bickfords 100% Pure Cherry Juice | 1L,6.5,6.5,6.501,,Bickford's ,0.1,5,32.5,T-7d7a69b1f0,Female,Coles,Canberra,Cash,2024-12-19
587566,"Dairy, Eggs & Fridge",Bulla Thickened Cream | 300mL,3.5,3.5,1.171,,Bulla,0.1,2,7.0,T-0f99f9a577,Male,Coles,Melbourne,Online,2025-01-29
167854,Meat & Seafood,Coles Made Easy Bacon Wrapped Chicken Parce ... 600g,10.0,13.0,21.671,,Coles,0.0,6,60.0,T-28c786b963,Female,Coles,Adelaide,Cash,2025-01-05
590055,"Dairy, Eggs & Fridge",Coles Dairy Cheese Camembert Wrapped | 125g,2.8,2.8,22.401,,Coles,0.2,4,11.2,T-4eae0f5b13,Female,Coles,Adelaide,Card,2024-10-30
182747,"Dairy, Eggs & Fridge",Coles Kitchen Butter Chicken | 350g,7.0,8.0,2.291,,Coles,0.3,1,7.0,T-472b188daf,Male,Coles,Melbourne,Online,2025-02-03
742452,Meat & Seafood,Coles Deli RSPCA Approved Chicken Schnitzel | 250g,3.0,3.0,12.001,,Coles,0.0,1,3.0,T-a78bac9f09,Male,Coles,Brisbane,Cash,2025-02-16
899605,Health & Beauty,John Frieda Violet Crush Purple Shampoo In ... 250mL,12.0,12.0,4.801,,John,0.1,4,48.0,T-5ac4efe540,Female,Coles,Adelaide,Cash,2025-01-17
609347,"Dairy, Eggs & Fridge",Big M Lactose Free Chocolate Milk | 500mL,2.9,2.9,5.801,,Big M,0.3,3,8.7,T-f3466028d3,Male,Coles,Canberra,Online,2025-02-24
610746,Health & Beauty,Nivea Daily Essentials Wash Cream Gen ... 150mL,13.0,13.0,8.671,,Nivea,0.0,3,39.0,T-50bf4d4175,Male,Coles,Brisbane,Card,2025-02-26
789492,Drinks,Boost Mango Sunshine Juice Chilled | 1L,6.2,6.2,6.201,,Boost,0.0,4,24.8,T-be216f6319,Male,Coles,Adelaide,Voucher,2025-01-10
257864,"Dairy, Eggs & Fridge",Chobani No Sugar Added Yogurt Mango Passionfruit | 680g,6.8,6.8,1.001,,Chobani,0.2,2,13.6,T-119759c903,Male,Coles,Darwin,Online,2024-11-08
873122,"Dairy, Eggs & Fridge",Bulla Creamy Australian Style Yoghurt Vanilla | 160g,2.4,2.4,1.501,,Bulla,0.1,2,4.8,T-afbe065443,Female,Coles,Perth,Voucher,2025-02-04
714970,Health & Beauty,Nivea Shower Indulgent Moisture Coconut | 1L,17.0,17.0,1.701,,Nivea,0.0,5,85.0,T-3135b62918,Female,Coles,Perth,Voucher,2024-11-02
280644,"Dairy, Eggs & Fridge",Coles Perform Build Chicken Pesto Gnocchi | 430g,9.0,10.0,2.331,,Coles,0.3,3,27.0,T-0a2a3958e7,Female,Coles,Canberra,Online,2025-03-10
880665,"Dairy, Eggs & Fridge",Cocobella Coconut Natural Yoghurt | 900g,9.0,9.0,1.001,,Cocobella,0.0,1,9.0,T-4428adae0c,Male,Coles,Darwin,Card,2024-11-24
370771,Drinks,Bundaberg Brewed Passionfruit 6x200mL | 6 pack,5.75,5.75,4.791,,Bundaberg,0.3,6,34.5,T-c740635829,Female,Coles,Adelaide,Online,2025-01-19
769669,Meat & Seafood,Cleaver's Organic Grass Fed Beef Burger Chuck ... 450g,11.0,11.0,24.441,,Cleaver's,0.0,5,55.0,T-8825953ce2,Female,Coles,Adelaide,Card,2024-10-31
566775,"Dairy, Eggs & Fridge",Australia's Own Unsweetened Organic Coconu ... 1L,3.2,3.2,3.201,,Australia's Own,0.1,6,19.2,T-37755c10b7,Male,Coles,Canberra,Card,2025-04-13
719021,Drinks,Bickford's Lemon Lime & Bitters Cordial | 750mL,5.0,5.0,6.671,,Bickford's ,0.0,1,5.0,T-56b192eb12,Male,Coles,Adelaide,Cash,2024-12-28
830242,Health & Beauty,L'Oreal Paris Men Expert Power Age Anti-Ageing ... 50mL,14.4,14.4,28.801,,L'Oreal,0.0,4,57.6,T-47748ab1c0,Male,Coles,Hobart,Voucher,2025-03-31
360821,Health & Beauty,Rexona Advanced Protection Antiperspira ... 50mL,5.5,5.5,11.001,,Rexona,0.0,6,33.0,T-56b3dd4737,Female,Coles,Melbourne,Voucher,2025-02-25
398159,Meat & Seafood,Coles RSPCA Approved Chicken Tenderloins | 600g,11.0,11.0,18.331,,Coles,0.3,1,11.0,T-23e729e31a,Male,Coles,Melbourne,Online,2024-11-03
365284,Bakery,Abbott's Bakery Light Rye Bread | 680g,4.9,4.9,0.721,,Abbott's,0.0,1,4.9,T-8661c57bf9,Female,Coles,Sydney,Online,2024-12-08
378358,"Dairy, Eggs & Fridge",Coles Perform Build Chicken Penne Pasta | 450g,9.0,10.0,2.221,,Coles,0.0,4,36.0,T-3c3d8355b0,Male,Coles,Perth,Cash,2025-01-08
738866,Health & Beauty,L'Oreal Elvive Treatment Extraodinar ... 100mL,11.0,11.0,11.001,,L'Oreal,0.0,6,66.0,T-4e8a76a901,Male,Coles,Adelaide,Card,2025-04-04
185103,Pantry,Zafarelli Lisio Piccolo Pasta No 40  | 500g,2.0,2.0,0.401,,Zafarelli,0.2,1,2.0,T-bf89f4ae2d,Male,Coles,Melbourne,Cash,2025-04-18
610835,"Dairy, Eggs & Fridge",Chobani Flip Mint Chocolate Chip Yoghurt | 140g,3.5,3.5,2.501,,Chobani,0.2,2,7.0,T-e9b28cb7e1,Male,Coles,Perth,Cash,2025-04-10
983394,"Dairy, Eggs & Fridge",Big M Chocolate Flavoured Milk | 600mL,2.9,2.9,4.831,,Big M,0.3,6,17.4,T-34e0320092,Female,Coles,Sydney,Card,2025-03-09
736565,"Dairy, Eggs & Fridge",Babybel Mini Cheese Original | 100g,6.25,6.25,62.501,,Babybel,0.0,3,18.75,T-d1d113f8c1,Female,Coles,Sydney,Voucher,2025-01-03
362583,Health & Beauty,L'Oreal Men Pure Carbon Face Scrub | 100mL,6.6,6.6,6.601,,L'Oreal,0.0,4,26.4,T-1f58f1c3a2,Male,Coles,Sydney,Voucher,2025-01-25
901698,"Dairy, Eggs & Fridge",Chobani Greek Yogurt Natural Whole Milk | 907g,6.3,6.3,0.691,,Chobani,0.2,1,6.3,T-3b20484b1b,Female,Coles,Adelaide,Voucher,2024-12-03
540470,"Dairy, Eggs & Fridge",Brancourts Lactose Free Cottage Cheese | 225g,4.0,4.0,17.781,,Brancourts ,0.3,5,20.0,T-1554e28d7d,Male,Coles,Brisbane,Online,2025-04-03
102730,"Dairy, Eggs & Fridge",Coles Perform Mexican Style Beef & Bean Soup | 400g,5.0,5.0,1.251,,Coles,0.3,2,10.0,T-ec59a62164,Female,Coles,Perth,Cash,2025-01-11
706946,Drinks,Bickfords Cordial Raspberry Sugar Free | 750mL,5.0,5.0,6.671,,Bickford's ,0.1,1,5.0,T-4bbe1dba0f,Female,Coles,Hobart,Card,2025-01-02
155613,"Dairy, Eggs & Fridge",Bega Strong & Bitey Vintage Cheese Slices 15x250g | 250g,7.5,7.5,30.001,,Bega,0.0,1,7.5,T-ab5889867b,Female,Coles,Melbourne,Cash,2025-02-27
363661,Bakery,Cadbury Caramel Cake Bars | 105g,6.0,6.0,5.711,,Cadbury,0.1,2,12.0,T-22d3719658,Female,Coles,Brisbane,Voucher,2025-01-17
167854,Meat & Seafood,Coles Made Easy Bacon Wrapped Chicken Parce ... 600g,10.0,13.0,21.671,,Coles,0.0,3,30.0,T-d1fffa95ba,Male,Coles,Perth,Online,2025-03-01
828088,Drinks,Avalanche Caramel Sugar Free Coffee Sachets | 10 pack,4.4,4.4,0.441,,Avalanche,0.0,6,26.4,T-2bcd4f68d1,Male,Coles,Brisbane,Voucher,2025-03-08
814947,Health & Beauty,Maybelline Fit Me Concealer Ivory | 6.8mL,20.0,20.0,29.411,,Maybelline,0.0,1,20.0,T-f94e86898d,Female,Coles,Brisbane,Voucher,2024-11-02
489540,Bakery,Alpine Spelt & Barley | 640g,6.8,6.8,1.061,,Alpine,0.0,5,34.0,T-2f12cb07de,Female,Coles,Perth,Online,2024-12-25
916830,Health & Beauty,Nair Sensitive Shower Hair Removal Cream | 357g,15.5,15.5,4.341,,Nair,0.0,5,77.5,T-7a4597d9cc,Female,Coles,Hobart,Voucher,2025-04-06
475390,Health & Beauty,Kings Domain MelbourneÂ Hair Shaping Fibre | 85g,16.0,16.0,18.821,,Kings,0.0,2,32.0,T-76df22c401,Male,Coles,Darwin,Online,2024-11-24
418863,Meat & Seafood,Beak & Sons Hickory BBQ Pork Ribs | 650g,14.5,14.5,22.311,,Beak,0.0,5,72.5,T-e13de883bf,Male,Coles,Darwin,Voucher,2025-03-07
360821,Health & Beauty,Rexona Advanced Protection Antiperspira ... 50mL,5.5,5.5,11.001,,Rexona,0.0,1,5.5,T-bbfb8989e5,Male,Coles,Hobart,Voucher,2025-01-14
852048,"Dairy, Eggs & Fridge",Bulla Cremy Australian Style Yoghurt Natur ... 160g,2.4,2.4,1.501,,Bulla,0.1,2,4.8,T-dff4cbc884,Female,Coles,Sydney,Card,2025-01-11
839743,"Dairy, Eggs & Fridge",Bega Tasty Cheese Block | 250g,7.5,7.5,30.001,,Bega,0.0,4,30.0,T-fb5d5a7422,Female,Coles,Sydney,Cash,2025-01-23
789492,Drinks,Boost Mango Sunshine Juice Chilled | 1L,6.2,6.2,6.201,,Boost,0.0,4,24.8,T-b78c474856,Male,Coles,Melbourne,Card,2024-11-14
323175,"Dairy, Eggs & Fridge",Coles Perform Build Butter Chicken | 400g,9.0,10.0,2.501,,Coles,0.0,4,36.0,T-a75bdbf8d8,Male,Coles,Sydney,Card,2025-01-31
350256,Health & Beauty,Maui Moisture Smoothie Coconut Oil Curl | 340g,27.0,27.0,7.941,,Maui,0.0,4,108.0,T-ae0d5358ee,Male,Coles,Perth,Cash,2025-02-23
146022,Health & Beauty,L'Oreal Revitalift Cream Day | 50mL,20.0,20.0,40.001,,L'Oreal,0.0,1,20.0,T-7beaaa9a41,Male,Coles,Adelaide,Card,2024-11-24
509001,Health & Beauty,L'Oreal Men Expert Moisturiser Magnesium ... 50mL,10.8,10.8,21.601,,L'Oreal,0.0,4,43.2,T-5515ff0109,Male,Coles,Adelaide,Online,2025-04-20
363661,Bakery,Cadbury Caramel Cake Bars | 105g,6.0,6.0,5.711,,Cadbury,0.1,3,18.0,T-cb00ce52b7,Male,Coles,Melbourne,Cash,2024-12-24
129425,"Dairy, Eggs & Fridge",Big M Strawberry Flavoured Milk | 300mL,2.2,2.2,7.331,,Big M,0.3,3,6.6,T-7b5c59f37f,Female,Coles,Hobart,Card,2025-02-21
861127,Health & Beauty,KOi For Men Shave Gel | 200mL,12.5,12.5,6.251,,KOi,0.0,3,37.5,T-3e002d8bbf,Female,Coles,Perth,Voucher,2024-10-28
